#node1,node2,node1_string_id,node2_string_id,combined_score
HSP90AB1,RET,9606.ENSP00000360609,9606.ENSP00000347942,0.536
HSP90AB1,STIP1,9606.ENSP00000360609,9606.ENSP00000351646,0.999
HSP90AB1,SMC3,9606.ENSP00000360609,9606.ENSP00000354720,0.455
HSP90AB1,MAP3K7,9606.ENSP00000360609,9606.ENSP00000358335,0.638
HSP90AB1,JAK1,9606.ENSP00000360609,9606.ENSP00000499900,0.519
HSP90AB1,RHOA,9606.ENSP00000360609,9606.ENSP00000400175,0.545
HSP90AB1,PGK1,9606.ENSP00000360609,9606.ENSP00000362413,0.641
HSP90AB1,MUC1,9606.ENSP00000360609,9606.ENSP00000484824,0.699
HSP90AB1,SPAG1,9606.ENSP00000360609,9606.ENSP00000373450,0.732
HSP90AB1,VDAC1,9606.ENSP00000360609,9606.ENSP00000378487,0.817
HSP90AB1,YWHAZ,9606.ENSP00000360609,9606.ENSP00000379287,0.835
HSP90AB1,HSPH1,9606.ENSP00000360609,9606.ENSP00000487365,0.916
HSPB2,PRKCD,9606.ENSP00000302476,9606.ENSP00000331602,0.417
HSPB2,STIP1,9606.ENSP00000302476,9606.ENSP00000351646,0.487
HSPB2,SYNM,9606.ENSP00000302476,9606.ENSP00000336775,0.515
HSPB2,NES,9606.ENSP00000302476,9606.ENSP00000357206,0.55
HSPB2,HSPD1,9606.ENSP00000302476,9606.ENSP00000340019,0.587
HSPB2,HSPH1,9606.ENSP00000302476,9606.ENSP00000487365,0.689
HSPB2,MAPKAPK2,9606.ENSP00000302476,9606.ENSP00000356070,0.822
HSPD1,PPIF,9606.ENSP00000340019,9606.ENSP00000225174,0.608
HSPD1,PLEC,9606.ENSP00000340019,9606.ENSP00000323856,0.731
HSPD1,P4HB,9606.ENSP00000340019,9606.ENSP00000327801,0.438
HSPD1,MCCC2,9606.ENSP00000340019,9606.ENSP00000343657,0.446
HSPD1,MCL1,9606.ENSP00000340019,9606.ENSP00000358022,0.46
HSPD1,SDHC,9606.ENSP00000340019,9606.ENSP00000356953,0.473
HSPD1,PGK1,9606.ENSP00000340019,9606.ENSP00000362413,0.722
HSPD1,TFAP2A,9606.ENSP00000340019,9606.ENSP00000501092,0.75
HSPD1,STIP1,9606.ENSP00000340019,9606.ENSP00000351646,0.787
HSPD1,HSPH1,9606.ENSP00000340019,9606.ENSP00000487365,0.799
HSPD1,VDAC1,9606.ENSP00000340019,9606.ENSP00000378487,0.898
HSPH1,STIP1,9606.ENSP00000487365,9606.ENSP00000351646,0.928
HSPH1,SH3BGRL,9606.ENSP00000487365,9606.ENSP00000362308,0.416
IL13RA1,LEP,9606.ENSP00000360730,9606.ENSP00000312652,0.668
IL13RA1,JAK1,9606.ENSP00000360730,9606.ENSP00000499900,0.973
INHBA,TGFB1,9606.ENSP00000242208,9606.ENSP00000221930,0.92
INHBA,THBS1,9606.ENSP00000242208,9606.ENSP00000260356,0.403
INMT,MAOA,9606.ENSP00000013222,9606.ENSP00000340684,0.93
ITGA7,THBS1,9606.ENSP00000452120,9606.ENSP00000260356,0.811
ITGA7,ITGBL1,9606.ENSP00000452120,9606.ENSP00000365351,0.474
ITGA7,LAMB3,9606.ENSP00000452120,9606.ENSP00000375778,0.755
ITGA7,SPP1,9606.ENSP00000452120,9606.ENSP00000378517,0.724
ITGA7,ITGB1,9606.ENSP00000452120,9606.ENSP00000379350,0.995
ITGA7,RELN,9606.ENSP00000452120,9606.ENSP00000392423,0.708
ITGA7,TNXB,9606.ENSP00000452120,9606.ENSP00000407685,0.749
ITGB1,VAMP3,9606.ENSP00000379350,9606.ENSP00000054666,0.502
ITGB1,TGFB1,9606.ENSP00000379350,9606.ENSP00000221930,0.885
ITGB1,THBS1,9606.ENSP00000379350,9606.ENSP00000260356,0.989
ITGB1,VCAN,9606.ENSP00000379350,9606.ENSP00000265077,0.667
ITGB1,RAB5A,9606.ENSP00000379350,9606.ENSP00000273047,0.623
ITGB1,MMP3,9606.ENSP00000379350,9606.ENSP00000299855,0.441
ITGB1,LAMP1,9606.ENSP00000379350,9606.ENSP00000333298,0.439
ITGB1,PTN,9606.ENSP00000379350,9606.ENSP00000341170,0.527
ITGB1,PEAR1,9606.ENSP00000379350,9606.ENSP00000344465,0.476
ITGB1,NES,9606.ENSP00000379350,9606.ENSP00000357206,0.607
ITGB1,LAMB3,9606.ENSP00000379350,9606.ENSP00000375778,0.765
ITGB1,SPP1,9606.ENSP00000379350,9606.ENSP00000378517,0.996
ITGB1,LRRC15,9606.ENSP00000379350,9606.ENSP00000413707,0.456
ITGB1,RAB5C,9606.ENSP00000379350,9606.ENSP00000447053,0.485
ITGB1,RHOA,9606.ENSP00000379350,9606.ENSP00000400175,0.839
ITGB1,TNXB,9606.ENSP00000379350,9606.ENSP00000407685,0.911
ITGB1,RELN,9606.ENSP00000379350,9606.ENSP00000392423,0.94
ITGB1,NPNT,9606.ENSP00000379350,9606.ENSP00000389252,0.972
ITGBL1,MMP3,9606.ENSP00000365351,9606.ENSP00000299855,0.54
ITGBL1,RUNX2,9606.ENSP00000365351,9606.ENSP00000360493,0.818
JAK1,MAPK1,9606.ENSP00000499900,9606.ENSP00000215832,0.745
JAK1,TGFB1,9606.ENSP00000499900,9606.ENSP00000221930,0.511
JAK1,REL,9606.ENSP00000499900,9606.ENSP00000295025,0.425
JAK1,PRKCD,9606.ENSP00000499900,9606.ENSP00000331602,0.495
JAK1,PLAUR,9606.ENSP00000499900,9606.ENSP00000339328,0.609
JAK1,PARP9,9606.ENSP00000499900,9606.ENSP00000353512,0.414
JAK1,RHOA,9606.ENSP00000499900,9606.ENSP00000400175,0.484
KDELR1,TMED2,9606.ENSP00000329471,9606.ENSP00000262225,0.631
KDELR1,NAPA,9606.ENSP00000329471,9606.ENSP00000263354,0.598
KDELR1,RAB1A,9606.ENSP00000329471,9606.ENSP00000387286,0.667
KDELR1,KDELR3,9606.ENSP00000329471,9606.ENSP00000386918,0.906
KDELR3,TMED2,9606.ENSP00000386918,9606.ENSP00000262225,0.531
KDELR3,NAPA,9606.ENSP00000386918,9606.ENSP00000263354,0.499
KDELR3,RAB1A,9606.ENSP00000386918,9606.ENSP00000387286,0.572
KLB,MAPK1,9606.ENSP00000257408,9606.ENSP00000215832,0.616
KLHL13,UBE2M,9606.ENSP00000419803,9606.ENSP00000253023,0.687
KRT14,SOX10,9606.ENSP00000167586,9606.ENSP00000380093,0.447
KRT14,MUC1,9606.ENSP00000167586,9606.ENSP00000484824,0.509
KRT14,NES,9606.ENSP00000167586,9606.ENSP00000357206,0.586
KRT14,KRT15,9606.ENSP00000167586,9606.ENSP00000377546,0.731
KRT14,PGR,9606.ENSP00000167586,9606.ENSP00000325120,0.734
KRT14,KRT17,9606.ENSP00000167586,9606.ENSP00000308452,0.814
KRT14,PLEC,9606.ENSP00000167586,9606.ENSP00000323856,0.848
KRT14,KRT5,9606.ENSP00000167586,9606.ENSP00000252242,0.999
KRT15,KRT5,9606.ENSP00000377546,9606.ENSP00000252242,0.749
KRT15,KRT17,9606.ENSP00000377546,9606.ENSP00000308452,0.618
KRT15,NES,9606.ENSP00000377546,9606.ENSP00000357206,0.451
KRT17,KRT5,9606.ENSP00000308452,9606.ENSP00000252242,0.866
KRT17,MUC1,9606.ENSP00000308452,9606.ENSP00000484824,0.468
KRT17,PGR,9606.ENSP00000308452,9606.ENSP00000325120,0.528
KRT5,SOX10,9606.ENSP00000252242,9606.ENSP00000380093,0.518
KRT5,MUC1,9606.ENSP00000252242,9606.ENSP00000484824,0.597
KRT5,PGR,9606.ENSP00000252242,9606.ENSP00000325120,0.777
LAMB3,THBS1,9606.ENSP00000375778,9606.ENSP00000260356,0.54
LAMB3,MMP3,9606.ENSP00000375778,9606.ENSP00000299855,0.56
LAMB3,PLEC,9606.ENSP00000375778,9606.ENSP00000323856,0.728
LAMP1,VAMP3,9606.ENSP00000333298,9606.ENSP00000054666,0.717
LAMP1,NECTIN2,9606.ENSP00000333298,9606.ENSP00000252483,0.464
LAMP1,VAMP7,9606.ENSP00000333298,9606.ENSP00000262640,0.804
LAMP1,SCARB2,9606.ENSP00000333298,9606.ENSP00000264896,0.647
LAMP1,TPP1,9606.ENSP00000333298,9606.ENSP00000299427,0.401
LAMP1,RAB1A,9606.ENSP00000333298,9606.ENSP00000387286,0.404
LARP4B,RPS23,9606.ENSP00000326128,9606.ENSP00000296674,0.901
LARP4B,ZMYND11,9606.ENSP00000326128,9606.ENSP00000371003,0.502
LEP,TRARG1,9606.ENSP00000312652,9606.ENSP00000329548,0.459
LEP,MED23,9606.ENSP00000312652,9606.ENSP00000357047,0.499
LGALS12,TRARG1,9606.ENSP00000339374,9606.ENSP00000329548,0.427
LGR6,RSPO3,9606.ENSP00000356247,9606.ENSP00000349131,0.958
LIPE,SQLE,9606.ENSP00000244289,9606.ENSP00000265896,0.464
LIPE,PLIN4,9606.ENSP00000244289,9606.ENSP00000488481,0.705
LIPE,PRKAR1A,9606.ENSP00000244289,9606.ENSP00000376475,0.91
LIPE,PLIN1,9606.ENSP00000244289,9606.ENSP00000300055,0.999
LMF1,LPL,9606.ENSP00000262301,9606.ENSP00000497642,0.937
LMOD1,TPM4,9606.ENSP00000356257,9606.ENSP00000494125,0.602
LOXL1,NID2,9606.ENSP00000261921,9606.ENSP00000216286,0.436
LOXL1,TGFB1,9606.ENSP00000261921,9606.ENSP00000221930,0.506
LOXL1,NPNT,9606.ENSP00000261921,9606.ENSP00000389252,0.452
LOXL1,POSTN,9606.ENSP00000261921,9606.ENSP00000369071,0.512
LOXL1,MFAP2,9606.ENSP00000261921,9606.ENSP00000364685,0.877
LPL,MED23,9606.ENSP00000497642,9606.ENSP00000357047,0.499
LPL,PLPP4,9606.ENSP00000497642,9606.ENSP00000381302,0.9
LPL,SAA2,9606.ENSP00000497642,9606.ENSP00000436126,0.637
LPL,SAA2-SAA4,9606.ENSP00000497642,9606.ENSP00000485552,0.6
LRG1,TF,9606.ENSP00000302621,9606.ENSP00000385834,0.529
LRRC15,POSTN,9606.ENSP00000413707,9606.ENSP00000369071,0.42
LSM4,SRSF1,9606.ENSP00000469468,9606.ENSP00000258962,0.89
LSM4,PATL1,9606.ENSP00000469468,9606.ENSP00000300146,0.999
LSM4,PRPF4B,9606.ENSP00000469468,9606.ENSP00000337194,0.892
LSM4,WTAP,9606.ENSP00000469468,9606.ENSP00000351141,0.463
LSM4,PRPF4,9606.ENSP00000469468,9606.ENSP00000363313,0.999
LYVE1,SEMA3G,9606.ENSP00000256178,9606.ENSP00000231721,0.491
LYVE1,SPP1,9606.ENSP00000256178,9606.ENSP00000378517,0.621
LYVE1,VCAN,9606.ENSP00000256178,9606.ENSP00000265077,0.819
M6PR,TF,9606.ENSP00000000412,9606.ENSP00000385834,0.4
M6PR,PICALM,9606.ENSP00000000412,9606.ENSP00000377015,0.508
M6PR,NAPA,9606.ENSP00000000412,9606.ENSP00000263354,0.534
M6PR,SCARB2,9606.ENSP00000000412,9606.ENSP00000264896,0.562
M6PR,VAMP3,9606.ENSP00000000412,9606.ENSP00000054666,0.624
M6PR,VAMP7,9606.ENSP00000000412,9606.ENSP00000262640,0.658
MACF1,YWHAE,9606.ENSP00000354573,9606.ENSP00000264335,0.454
MACF1,RHOA,9606.ENSP00000354573,9606.ENSP00000400175,0.43
MACF1,MAPRE1,9606.ENSP00000354573,9606.ENSP00000364721,0.902
MACROH2A1,SMARCC1,9606.ENSP00000423563,9606.ENSP00000254480,0.447
MACROH2A1,TRIM59,9606.ENSP00000423563,9606.ENSP00000311219,0.443
MAN2A1,NAPA,9606.ENSP00000261483,9606.ENSP00000263354,0.547
MAOA,NTRK2,9606.ENSP00000340684,9606.ENSP00000277120,0.456
MAOA,PSEN1,9606.ENSP00000340684,9606.ENSP00000326366,0.578
MAP3K7,MAPK1,9606.ENSP00000358335,9606.ENSP00000215832,0.926
MAP3K7,TGFB1,9606.ENSP00000358335,9606.ENSP00000221930,0.504
MAP3K7,REL,9606.ENSP00000358335,9606.ENSP00000295025,0.733
MAP3K7,UBE2N,9606.ENSP00000358335,9606.ENSP00000316176,0.993
MAP3K7,TAB2,9606.ENSP00000358335,9606.ENSP00000356426,0.999
MAP3K7,USP21,9606.ENSP00000358335,9606.ENSP00000356981,0.457
MAP3K7,RHOA,9606.ENSP00000358335,9606.ENSP00000400175,0.404
MAP3K7,PGK1,9606.ENSP00000358335,9606.ENSP00000362413,0.429
MAPK1,TOP2A,9606.ENSP00000215832,9606.ENSP00000411532,0.421
MAPK1,SULF2,9606.ENSP00000215832,9606.ENSP00000353007,0.426
MAPK1,VDAC1,9606.ENSP00000215832,9606.ENSP00000378487,0.431
MAPK1,SOX10,9606.ENSP00000215832,9606.ENSP00000380093,0.449
MAPK1,RASA1,9606.ENSP00000215832,9606.ENSP00000274376,0.456
MAPK1,RET,9606.ENSP00000215832,9606.ENSP00000347942,0.459
MAPK1,TGFB1,9606.ENSP00000215832,9606.ENSP00000221930,0.482
MAPK1,MTUS1,9606.ENSP00000215832,9606.ENSP00000262102,0.484
MAPK1,SRSF1,9606.ENSP00000215832,9606.ENSP00000258962,0.564
MAPK1,S100B,9606.ENSP00000215832,9606.ENSP00000291700,0.569
MAPK1,RUNX2,9606.ENSP00000215832,9606.ENSP00000360493,0.583
MAPK1,YWHAE,9606.ENSP00000215832,9606.ENSP00000264335,0.586
MAPK1,RHOA,9606.ENSP00000215832,9606.ENSP00000400175,0.593
MAPK1,YWHAZ,9606.ENSP00000215832,9606.ENSP00000379287,0.617
MAPK1,TOB1,9606.ENSP00000215832,9606.ENSP00000427695,0.62
MAPK1,PPP2R5C,9606.ENSP00000215832,9606.ENSP00000412324,0.657
MAPK1,PGR,9606.ENSP00000215832,9606.ENSP00000325120,0.662
MAPK1,MCL1,9606.ENSP00000215832,9606.ENSP00000358022,0.74
MAPK1,MAPKAPK2,9606.ENSP00000215832,9606.ENSP00000356070,0.888
MAPK1,PRKCD,9606.ENSP00000215832,9606.ENSP00000331602,0.929
MAPKAPK2,ZFP36L2,9606.ENSP00000356070,9606.ENSP00000282388,0.926
MAPKAPK2,YWHAZ,9606.ENSP00000356070,9606.ENSP00000379287,0.465
MAPRE1,MTUS1,9606.ENSP00000364721,9606.ENSP00000262102,0.491
MAPRE1,YWHAZ,9606.ENSP00000364721,9606.ENSP00000379287,0.417
MAPRE1,MARCHF7,9606.ENSP00000364721,9606.ENSP00000386830,0.44
MAPRE1,RHOA,9606.ENSP00000364721,9606.ENSP00000400175,0.455
MAPRE1,SEPTIN2,9606.ENSP00000364721,9606.ENSP00000479861,0.561
MARCHF7,UBE2N,9606.ENSP00000386830,9606.ENSP00000316176,0.694
MBNL1,SRSF10,9606.ENSP00000282486,9606.ENSP00000420195,0.502
MBNL1,RBM47,9606.ENSP00000282486,9606.ENSP00000295971,0.521
MBNL1,RBFOX2,9606.ENSP00000282486,9606.ENSP00000413035,0.813
MCL1,PMAIP1,9606.ENSP00000358022,9606.ENSP00000326119,0.999
MCL1,VDAC1,9606.ENSP00000358022,9606.ENSP00000378487,0.971
MED23,NIPBL,9606.ENSP00000357047,9606.ENSP00000282516,0.525
MED23,PLIN1,9606.ENSP00000357047,9606.ENSP00000300055,0.499
MED23,PCK1,9606.ENSP00000357047,9606.ENSP00000319814,0.499
MLXIPL,PLIN1,9606.ENSP00000320886,9606.ENSP00000300055,0.447
MME,MUC1,9606.ENSP00000418525,9606.ENSP00000484824,0.487
MMP11,POSTN,9606.ENSP00000215743,9606.ENSP00000369071,0.403
MMP11,TIMP4,9606.ENSP00000215743,9606.ENSP00000287814,0.497
MMP11,SCUBE2,9606.ENSP00000215743,9606.ENSP00000310658,0.596
MMP11,TIMP3,9606.ENSP00000215743,9606.ENSP00000266085,0.666
MMP3,TGFB1,9606.ENSP00000299855,9606.ENSP00000221930,0.787
MMP3,TIMP3,9606.ENSP00000299855,9606.ENSP00000266085,0.918
MMP3,TIMP4,9606.ENSP00000299855,9606.ENSP00000287814,0.882
MMP3,POSTN,9606.ENSP00000299855,9606.ENSP00000369071,0.533
MMP3,SPP1,9606.ENSP00000299855,9606.ENSP00000378517,0.997
MRPL42,MRPS30,9606.ENSP00000449884,9606.ENSP00000424328,0.97
MSH6,MTUS1,9606.ENSP00000234420,9606.ENSP00000262102,0.44
MSH6,NOTCH2,9606.ENSP00000234420,9606.ENSP00000256646,0.462
MSH6,RRM1,9606.ENSP00000234420,9606.ENSP00000300738,0.676
MSH6,SMC3,9606.ENSP00000234420,9606.ENSP00000354720,0.687
MSH6,PRKDC,9606.ENSP00000234420,9606.ENSP00000313420,0.967
MSI2,SRSF1,9606.ENSP00000284073,9606.ENSP00000258962,0.404
MSI2,RBFOX2,9606.ENSP00000284073,9606.ENSP00000413035,0.521
MUC1,THBS1,9606.ENSP00000484824,9606.ENSP00000260356,0.531
MUC1,SCARB2,9606.ENSP00000484824,9606.ENSP00000264896,0.471
MUC1,MUCL1,9606.ENSP00000484824,9606.ENSP00000311364,0.635
MUC1,PRKCD,9606.ENSP00000484824,9606.ENSP00000331602,0.678
MUC1,SLPI,9606.ENSP00000484824,9606.ENSP00000342082,0.415
MUC1,PIGR,9606.ENSP00000484824,9606.ENSP00000348888,0.514
MUC1,NPR1,9606.ENSP00000484824,9606.ENSP00000357669,0.45
MUC1,SPP1,9606.ENSP00000484824,9606.ENSP00000378517,0.437
MYO6,PIK3C2A,9606.ENSP00000358994,9606.ENSP00000265970,0.549
MYO6,NTRK2,9606.ENSP00000358994,9606.ENSP00000277120,0.504
MYO6,PDLIM5,9606.ENSP00000358994,9606.ENSP00000480359,0.592
MYO6,PICALM,9606.ENSP00000358994,9606.ENSP00000377015,0.642
NAPA,VAMP3,9606.ENSP00000263354,9606.ENSP00000054666,0.974
NAPA,TMED2,9606.ENSP00000263354,9606.ENSP00000262225,0.552
NAPA,VAMP7,9606.ENSP00000263354,9606.ENSP00000262640,0.966
NAPA,PIK3C2A,9606.ENSP00000263354,9606.ENSP00000265970,0.5
NAPA,PICALM,9606.ENSP00000263354,9606.ENSP00000377015,0.521
NAPA,TPD52,9606.ENSP00000263354,9606.ENSP00000429309,0.583
NAPA,RAB5C,9606.ENSP00000263354,9606.ENSP00000447053,0.605
NAPA,RAB1A,9606.ENSP00000263354,9606.ENSP00000387286,0.676
NAT1,XDH,9606.ENSP00000443194,9606.ENSP00000368727,0.911
NBR1,PSEN1,9606.ENSP00000343479,9606.ENSP00000326366,0.545
NCALD,S100B,9606.ENSP00000379256,9606.ENSP00000291700,0.443
NCALD,PICALM,9606.ENSP00000379256,9606.ENSP00000377015,0.72
NES,TGFB1,9606.ENSP00000357206,9606.ENSP00000221930,0.501
NES,NOTCH2,9606.ENSP00000357206,9606.ENSP00000256646,0.431
NES,NTRK2,9606.ENSP00000357206,9606.ENSP00000277120,0.546
NES,PLEC,9606.ENSP00000357206,9606.ENSP00000323856,0.595
NES,SYNM,9606.ENSP00000357206,9606.ENSP00000336775,0.949
NES,RHOA,9606.ENSP00000357206,9606.ENSP00000400175,0.42
NET1,RHOA,9606.ENSP00000347134,9606.ENSP00000400175,0.987
NIPBL,SMC4,9606.ENSP00000282516,9606.ENSP00000341382,0.828
NIPBL,WAPL,9606.ENSP00000282516,9606.ENSP00000298767,0.998
NIPBL,SMC3,9606.ENSP00000282516,9606.ENSP00000354720,0.999
NOLC1,XRN2,9606.ENSP00000385410,9606.ENSP00000366396,0.42
NOTCH2,TGFB1,9606.ENSP00000256646,9606.ENSP00000221930,0.644
NOTCH2,RHOA,9606.ENSP00000256646,9606.ENSP00000400175,0.408
NOTCH2,TMED2,9606.ENSP00000256646,9606.ENSP00000262225,0.46
NOTCH2,PROM1,9606.ENSP00000256646,9606.ENSP00000426809,0.512
NOTCH2,PSENEN,9606.ENSP00000256646,9606.ENSP00000468411,0.775
NOTCH2,PSEN1,9606.ENSP00000256646,9606.ENSP00000326366,0.823
NPR1,PDE9A,9606.ENSP00000357669,9606.ENSP00000291539,0.818
NRIP1,PCK1,9606.ENSP00000327213,9606.ENSP00000319814,0.576
NRIP1,PGR,9606.ENSP00000327213,9606.ENSP00000325120,0.688
NTRK2,RANBP9,9606.ENSP00000277120,9606.ENSP00000011619,0.631
NTRK2,TGFB1,9606.ENSP00000277120,9606.ENSP00000221930,0.581
NTRK2,P2RX4,9606.ENSP00000277120,9606.ENSP00000353032,0.421
NTRK2,RHOA,9606.ENSP00000277120,9606.ENSP00000400175,0.51
NTRK2,RET,9606.ENSP00000277120,9606.ENSP00000347942,0.564
NTRK2,TIAM1,9606.ENSP00000277120,9606.ENSP00000286827,0.908
NUSAP1,S100P,9606.ENSP00000499238,9606.ENSP00000296370,0.428
OAS1,PARP9,9606.ENSP00000388001,9606.ENSP00000353512,0.87
OSTC,SEC61A1,9606.ENSP00000426167,9606.ENSP00000243253,0.934
OSTC,PICALM,9606.ENSP00000426167,9606.ENSP00000377015,0.472
OXTR,RELN,9606.ENSP00000324270,9606.ENSP00000392423,0.407
P4HB,SEC61A1,9606.ENSP00000327801,9606.ENSP00000243253,0.855
P4HB,TRIM4,9606.ENSP00000327801,9606.ENSP00000348216,0.49
PAMR1,SCARA5,9606.ENSP00000482899,9606.ENSP00000346990,0.529
PARD6B,RHOA,9606.ENSP00000360672,9606.ENSP00000400175,0.527
PARP9,RNF213,9606.ENSP00000353512,9606.ENSP00000464087,0.622
PATL1,XRN2,9606.ENSP00000300146,9606.ENSP00000366396,0.509
PATL1,PRPF4,9606.ENSP00000300146,9606.ENSP00000363313,0.683
PDLIM5,SORBS2,9606.ENSP00000480359,9606.ENSP00000347852,0.683
PDLIM5,VDAC1,9606.ENSP00000480359,9606.ENSP00000378487,0.512
PGK1,YWHAE,9606.ENSP00000362413,9606.ENSP00000264335,0.532
PGK1,STIP1,9606.ENSP00000362413,9606.ENSP00000351646,0.558
PGK1,RHOA,9606.ENSP00000362413,9606.ENSP00000400175,0.497
PGK1,YWHAZ,9606.ENSP00000362413,9606.ENSP00000379287,0.787
PGR,SCUBE2,9606.ENSP00000325120,9606.ENSP00000310658,0.556
PGR,PRKDC,9606.ENSP00000325120,9606.ENSP00000313420,0.42
PGR,STIP1,9606.ENSP00000325120,9606.ENSP00000351646,0.817
PHGDH,SRSF1,9606.ENSP00000493382,9606.ENSP00000258962,0.424
PHGDH,TPP1,9606.ENSP00000493382,9606.ENSP00000299427,0.541
PHGDH,PRKDC,9606.ENSP00000493382,9606.ENSP00000313420,0.59
PHGDH,PLPBP,9606.ENSP00000493382,9606.ENSP00000333551,0.415
PHGDH,YWHAZ,9606.ENSP00000493382,9606.ENSP00000379287,0.476
PICALM,VAMP3,9606.ENSP00000377015,9606.ENSP00000054666,0.737
PICALM,VAMP7,9606.ENSP00000377015,9606.ENSP00000262640,0.591
PICALM,SCARB2,9606.ENSP00000377015,9606.ENSP00000264896,0.608
PICALM,PIK3C2A,9606.ENSP00000377015,9606.ENSP00000265970,0.9
PICALM,SH3GL3,9606.ENSP00000377015,9606.ENSP00000320092,0.62
PICALM,TPD52,9606.ENSP00000377015,9606.ENSP00000429309,0.5
PICALM,TF,9606.ENSP00000377015,9606.ENSP00000385834,0.502
PICALM,RAB5C,9606.ENSP00000377015,9606.ENSP00000447053,0.562
PIGX,RPS23,9606.ENSP00000296333,9606.ENSP00000296674,0.456
PIK3C2A,VAMP7,9606.ENSP00000265970,9606.ENSP00000262640,0.518
PIK3C2A,TPD52,9606.ENSP00000265970,9606.ENSP00000429309,0.504
PIK3C2A,RAB5C,9606.ENSP00000265970,9606.ENSP00000447053,0.568
PLAU,SERPINE1,9606.ENSP00000361850,9606.ENSP00000223095,0.999
PLAU,THBS1,9606.ENSP00000361850,9606.ENSP00000260356,0.738
PLAU,PLAUR,9606.ENSP00000361850,9606.ENSP00000339328,0.999
PLAU,SGPL1,9606.ENSP00000361850,9606.ENSP00000362298,0.521
PLAU,RHOA,9606.ENSP00000361850,9606.ENSP00000400175,0.658
PLAUR,SERPINE1,9606.ENSP00000339328,9606.ENSP00000223095,0.994
PLIN1,SCARB2,9606.ENSP00000300055,9606.ENSP00000264896,0.76
PLIN1,TRARG1,9606.ENSP00000300055,9606.ENSP00000329548,0.546
PLIN4,SCARB2,9606.ENSP00000488481,9606.ENSP00000264896,0.413
PLIN4,TRARG1,9606.ENSP00000488481,9606.ENSP00000329548,0.643
PNP,XDH,9606.ENSP00000354532,9606.ENSP00000368727,0.997
POSTN,THBS1,9606.ENSP00000369071,9606.ENSP00000260356,0.648
POSTN,VCAN,9606.ENSP00000369071,9606.ENSP00000265077,0.607
PPIF,TBL1XR1,9606.ENSP00000225174,9606.ENSP00000405574,0.44
PPIF,VDAC1,9606.ENSP00000225174,9606.ENSP00000378487,0.999
PPP1R11,PPP1R2,9606.ENSP00000365963,9606.ENSP00000484580,0.767
PPP1R14A,RHOA,9606.ENSP00000301242,9606.ENSP00000400175,0.807
PPP1R1A,PPP2R5C,9606.ENSP00000257905,9606.ENSP00000412324,0.903
PREX1,RHOH,9606.ENSP00000361009,9606.ENSP00000371219,0.582
PREX1,RHOA,9606.ENSP00000361009,9606.ENSP00000400175,0.789
PRKAR1A,YWHAZ,9606.ENSP00000376475,9606.ENSP00000379287,0.469
PRKAR1A,TPM4,9606.ENSP00000376475,9606.ENSP00000494125,0.571
PRKAR1A,RAPGEF3,9606.ENSP00000376475,9606.ENSP00000395708,0.571
PRKCD,RASA1,9606.ENSP00000331602,9606.ENSP00000274376,0.577
PRKCD,PRKDC,9606.ENSP00000331602,9606.ENSP00000313420,0.485
PRKCD,RHOA,9606.ENSP00000331602,9606.ENSP00000400175,0.575
PRKCD,YWHAZ,9606.ENSP00000331602,9606.ENSP00000379287,0.576
PRKDC,SRSF1,9606.ENSP00000313420,9606.ENSP00000258962,0.591
PRKDC,SGK3,9606.ENSP00000313420,9606.ENSP00000379842,0.411
PRKDC,UBE2N,9606.ENSP00000313420,9606.ENSP00000316176,0.657
PRKDC,TOP2A,9606.ENSP00000313420,9606.ENSP00000411532,0.793
PRPF4,SRSF1,9606.ENSP00000363313,9606.ENSP00000258962,0.566
PRPF4,PRPF4B,9606.ENSP00000363313,9606.ENSP00000337194,0.959
PRPF4B,SRSF1,9606.ENSP00000337194,9606.ENSP00000258962,0.715
PRPF4B,SRPK2,9606.ENSP00000337194,9606.ENSP00000377262,0.606
PSEN1,VDAC1,9606.ENSP00000326366,9606.ENSP00000378487,0.449
PSEN1,PSENEN,9606.ENSP00000326366,9606.ENSP00000468411,0.999
PTPN12,SORBS2,9606.ENSP00000248594,9606.ENSP00000347852,0.403
PTPN12,RHOA,9606.ENSP00000248594,9606.ENSP00000400175,0.461
PWWP3B,SRSF1,9606.ENSP00000338641,9606.ENSP00000258962,0.405
PWWP3B,SDHC,9606.ENSP00000338641,9606.ENSP00000356953,0.689
RAB1A,VAMP3,9606.ENSP00000387286,9606.ENSP00000054666,0.47
RAB1A,TMED2,9606.ENSP00000387286,9606.ENSP00000262225,0.839
RAB1A,RAB5A,9606.ENSP00000387286,9606.ENSP00000273047,0.519
RAB1A,RASA1,9606.ENSP00000387286,9606.ENSP00000274376,0.454
RAB1A,YIPF5,9606.ENSP00000387286,9606.ENSP00000274496,0.691
RAB1A,TRAPPC11,9606.ENSP00000387286,9606.ENSP00000335371,0.589
RAB1A,SAR1B,9606.ENSP00000387286,9606.ENSP00000385432,0.723
RAB1A,RABEP1,9606.ENSP00000387286,9606.ENSP00000445408,0.558
RAB1A,RAB5C,9606.ENSP00000387286,9606.ENSP00000447053,0.69
RAB31,RAB5A,9606.ENSP00000461945,9606.ENSP00000273047,0.633
RAB31,RASA1,9606.ENSP00000461945,9606.ENSP00000274376,0.818
RAB31,TRIM4,9606.ENSP00000461945,9606.ENSP00000348216,0.439
