#node1,node2,node1_string_id,node2_string_id,combined_score
COL6A1,PLAU,9606.ENSP00000355180,9606.ENSP00000361850,0.524
COL6A1,SPP1,9606.ENSP00000355180,9606.ENSP00000378517,0.567
COL6A1,COL8A2,9606.ENSP00000355180,9606.ENSP00000380901,0.631
COL6A1,POSTN,9606.ENSP00000355180,9606.ENSP00000369071,0.677
COL6A1,ITGB1,9606.ENSP00000355180,9606.ENSP00000379350,0.776
COL6A1,ITGA7,9606.ENSP00000355180,9606.ENSP00000452120,0.796
COL6A6,THBS1,9606.ENSP00000351310,9606.ENSP00000260356,0.512
COL6A6,COL8A1,9606.ENSP00000351310,9606.ENSP00000261037,0.502
COL6A6,P4HB,9606.ENSP00000351310,9606.ENSP00000327801,0.508
COL6A6,SPP1,9606.ENSP00000351310,9606.ENSP00000378517,0.416
COL6A6,COL8A2,9606.ENSP00000351310,9606.ENSP00000380901,0.536
COL6A6,ITGB1,9606.ENSP00000351310,9606.ENSP00000379350,0.706
COL6A6,ITGA7,9606.ENSP00000351310,9606.ENSP00000452120,0.738
COL8A1,NID2,9606.ENSP00000261037,9606.ENSP00000216286,0.402
COL8A1,THBS1,9606.ENSP00000261037,9606.ENSP00000260356,0.432
COL8A1,FN1,9606.ENSP00000261037,9606.ENSP00000346839,0.448
COL8A1,P4HB,9606.ENSP00000261037,9606.ENSP00000327801,0.526
COL8A1,ITGBL1,9606.ENSP00000261037,9606.ENSP00000365351,0.536
COL8A1,POSTN,9606.ENSP00000261037,9606.ENSP00000369071,0.553
COL8A1,FBN1,9606.ENSP00000261037,9606.ENSP00000325527,0.586
COL8A1,COL8A2,9606.ENSP00000261037,9606.ENSP00000380901,0.927
COL8A2,FBN1,9606.ENSP00000380901,9606.ENSP00000325527,0.403
COL8A2,P4HB,9606.ENSP00000380901,9606.ENSP00000327801,0.571
COL8A2,FN1,9606.ENSP00000380901,9606.ENSP00000346839,0.585
COMMD10,UBE2M,9606.ENSP00000274458,9606.ENSP00000253023,0.513
COMMD10,WSB1,9606.ENSP00000274458,9606.ENSP00000262394,0.499
COMMD10,COPS8,9606.ENSP00000274458,9606.ENSP00000346340,0.471
COMMD10,KLHL13,9606.ENSP00000274458,9606.ENSP00000419803,0.499
COMMD10,LRRC41,9606.ENSP00000274458,9606.ENSP00000477792,0.504
COMMD10,DDA1,9606.ENSP00000274458,9606.ENSP00000352928,0.521
COMMD10,DCAF10,9606.ENSP00000274458,9606.ENSP00000366953,0.544
COMP,TGFB1,9606.ENSP00000222271,9606.ENSP00000221930,0.65
COMP,P4HB,9606.ENSP00000222271,9606.ENSP00000327801,0.402
COMP,ITGBL1,9606.ENSP00000222271,9606.ENSP00000365351,0.437
COMP,LRG1,9606.ENSP00000222271,9606.ENSP00000302621,0.449
COMP,MUC1,9606.ENSP00000222271,9606.ENSP00000484824,0.497
COMP,POSTN,9606.ENSP00000222271,9606.ENSP00000369071,0.501
COMP,ITGA7,9606.ENSP00000222271,9606.ENSP00000452120,0.666
COMP,ITGB1,9606.ENSP00000222271,9606.ENSP00000379350,0.923
COPS8,UBE2M,9606.ENSP00000346340,9606.ENSP00000253023,0.571
COPS8,DCAF10,9606.ENSP00000346340,9606.ENSP00000366953,0.408
COPS8,DDA1,9606.ENSP00000346340,9606.ENSP00000352928,0.604
CPA3,TPSB2,9606.ENSP00000296046,9606.ENSP00000482743,0.875
CPA3,TPSAB1,9606.ENSP00000296046,9606.ENSP00000343577,0.945
CPEB4,TOB1,9606.ENSP00000265085,9606.ENSP00000427695,0.631
CPEB4,TENT2,9606.ENSP00000265085,9606.ENSP00000397563,0.682
CRYAB,DNAJB1,9606.ENSP00000433560,9606.ENSP00000254322,0.73
CRYAB,HSPB2,9606.ENSP00000433560,9606.ENSP00000302476,0.921
CRYAB,DMD,9606.ENSP00000433560,9606.ENSP00000354923,0.459
CRYAB,HSP90AB1,9606.ENSP00000433560,9606.ENSP00000360609,0.718
CSNK1A1,HNRNPC,9606.ENSP00000261798,9606.ENSP00000451291,0.425
CSNK1A1,PPP1R14A,9606.ENSP00000261798,9606.ENSP00000301242,0.524
CSNK1A1,PPP2R5C,9606.ENSP00000261798,9606.ENSP00000412324,0.59
CSNK1A1,DVL3,9606.ENSP00000261798,9606.ENSP00000316054,0.676
CSNK1A1,YWHAZ,9606.ENSP00000261798,9606.ENSP00000379287,0.772
CSNK1A1,RPS23,9606.ENSP00000261798,9606.ENSP00000296674,0.802
CSNK2A1,MAPK1,9606.ENSP00000217244,9606.ENSP00000215832,0.649
CSNK2A1,FUS,9606.ENSP00000217244,9606.ENSP00000254108,0.4
CSNK2A1,STIP1,9606.ENSP00000217244,9606.ENSP00000351646,0.414
CSNK2A1,HNRNPC,9606.ENSP00000217244,9606.ENSP00000451291,0.426
CSNK2A1,TBL1XR1,9606.ENSP00000217244,9606.ENSP00000405574,0.43
CSNK2A1,FOS,9606.ENSP00000217244,9606.ENSP00000306245,0.457
CSNK2A1,PRKDC,9606.ENSP00000217244,9606.ENSP00000313420,0.503
CSNK2A1,SMC4,9606.ENSP00000217244,9606.ENSP00000341382,0.511
CSNK2A1,CTNNA1,9606.ENSP00000217244,9606.ENSP00000304669,0.546
CSNK2A1,SRSF1,9606.ENSP00000217244,9606.ENSP00000258962,0.551
CSNK2A1,HSP90AB1,9606.ENSP00000217244,9606.ENSP00000360609,0.559
CSNK2A1,TOP2A,9606.ENSP00000217244,9606.ENSP00000411532,0.711
CSNK2A1,MME,9606.ENSP00000217244,9606.ENSP00000418525,0.713
CSNK2A1,NOLC1,9606.ENSP00000217244,9606.ENSP00000385410,0.746
CSNK2A1,DVL3,9606.ENSP00000217244,9606.ENSP00000316054,0.949
CSTA,SERPINE1,9606.ENSP00000264474,9606.ENSP00000223095,0.595
CSTA,DSG2,9606.ENSP00000264474,9606.ENSP00000261590,0.543
CSTA,SLPI,9606.ENSP00000264474,9606.ENSP00000342082,0.4
CSTA,PTN,9606.ENSP00000264474,9606.ENSP00000341170,0.447
CSTA,PLAU,9606.ENSP00000264474,9606.ENSP00000361850,0.612
CSTA,CTSS,9606.ENSP00000264474,9606.ENSP00000357981,0.921
CSTA,CTSB,9606.ENSP00000264474,9606.ENSP00000345672,0.998
CTNNA1,YWHAH,9606.ENSP00000304669,9606.ENSP00000248975,0.923
CTNNA1,DSG2,9606.ENSP00000304669,9606.ENSP00000261590,0.485
CTNNA1,YWHAE,9606.ENSP00000304669,9606.ENSP00000264335,0.912
CTNNA1,MAPRE1,9606.ENSP00000304669,9606.ENSP00000364721,0.492
CTNNA1,VAV3,9606.ENSP00000304669,9606.ENSP00000359073,0.51
CTNNA1,RHOA,9606.ENSP00000304669,9606.ENSP00000400175,0.523
CTNNA1,DMD,9606.ENSP00000304669,9606.ENSP00000354923,0.533
CTNNA1,YWHAZ,9606.ENSP00000304669,9606.ENSP00000379287,0.914
CTSB,SERPINE1,9606.ENSP00000345672,9606.ENSP00000223095,0.725
CTSB,PPIF,9606.ENSP00000345672,9606.ENSP00000225174,0.507
CTSB,TPP1,9606.ENSP00000345672,9606.ENSP00000299427,0.558
CTSB,MMP3,9606.ENSP00000345672,9606.ENSP00000299855,0.67
CTSB,LAMP1,9606.ENSP00000345672,9606.ENSP00000333298,0.812
CTSB,HSP90AB1,9606.ENSP00000345672,9606.ENSP00000360609,0.423
CTSB,RHOA,9606.ENSP00000345672,9606.ENSP00000400175,0.564
CTSB,PLAU,9606.ENSP00000345672,9606.ENSP00000361850,0.88
CTSB,CTSS,9606.ENSP00000345672,9606.ENSP00000357981,0.958
CTSS,MMP3,9606.ENSP00000357981,9606.ENSP00000299855,0.711
CTSS,LAMP1,9606.ENSP00000357981,9606.ENSP00000333298,0.739
CX3CL1,ITGB1,9606.ENSP00000006053,9606.ENSP00000379350,0.441
CX3CL1,FN1,9606.ENSP00000006053,9606.ENSP00000346839,0.562
CX3CL1,TGFB1,9606.ENSP00000006053,9606.ENSP00000221930,0.653
CX3CL1,GNB1,9606.ENSP00000006053,9606.ENSP00000367872,0.8
CX3CL1,CXCL9,9606.ENSP00000006053,9606.ENSP00000354901,0.926
CX3CL1,CXCL10,9606.ENSP00000006053,9606.ENSP00000305651,0.948
CX3CL1,CXCR4,9606.ENSP00000006053,9606.ENSP00000386884,0.995
CXCL10,REL,9606.ENSP00000305651,9606.ENSP00000295025,0.401
CXCL10,CXCR4,9606.ENSP00000305651,9606.ENSP00000386884,0.997
CXCL10,CXCL9,9606.ENSP00000305651,9606.ENSP00000354901,0.999
CXCL9,CXCR4,9606.ENSP00000354901,9606.ENSP00000386884,0.994
CXCR4,TGFB1,9606.ENSP00000386884,9606.ENSP00000221930,0.794
CXCR4,NOTCH2,9606.ENSP00000386884,9606.ENSP00000256646,0.42
CXCR4,THBS1,9606.ENSP00000386884,9606.ENSP00000260356,0.461
CXCR4,REL,9606.ENSP00000386884,9606.ENSP00000295025,0.458
CXCR4,PLAU,9606.ENSP00000386884,9606.ENSP00000361850,0.515
CXCR4,GNB1,9606.ENSP00000386884,9606.ENSP00000367872,0.919
CXCR4,RHOH,9606.ENSP00000386884,9606.ENSP00000371219,0.602
CXCR4,MUC1,9606.ENSP00000386884,9606.ENSP00000484824,0.402
CXCR4,RELN,9606.ENSP00000386884,9606.ENSP00000392423,0.454
CXCR4,JAK1,9606.ENSP00000386884,9606.ENSP00000499900,0.481
CXCR4,RHOA,9606.ENSP00000386884,9606.ENSP00000400175,0.608
CYB5R3,HBA2,9606.ENSP00000354468,9606.ENSP00000251595,0.923
CYB5R3,GLUL,9606.ENSP00000354468,9606.ENSP00000307900,0.476
CYB5R3,VDAC1,9606.ENSP00000354468,9606.ENSP00000378487,0.497
CYB5R3,HBB,9606.ENSP00000354468,9606.ENSP00000494175,0.847
DAAM1,VAMP3,9606.ENSP00000378557,9606.ENSP00000054666,0.436
DAAM1,DVL3,9606.ENSP00000378557,9606.ENSP00000316054,0.948
DAAM1,RHOH,9606.ENSP00000378557,9606.ENSP00000371219,0.429
DAAM1,RHOA,9606.ENSP00000378557,9606.ENSP00000400175,0.996
DACT1,DVL3,9606.ENSP00000337439,9606.ENSP00000316054,0.758
DAZAP2,HIP1,9606.ENSP00000448051,9606.ENSP00000336747,0.47
DAZAP2,REEP1,9606.ENSP00000448051,9606.ENSP00000392197,0.493
DAZAP2,RBFOX2,9606.ENSP00000448051,9606.ENSP00000413035,0.61
DCAF10,UBE2M,9606.ENSP00000366953,9606.ENSP00000253023,0.524
DCAF10,DDA1,9606.ENSP00000366953,9606.ENSP00000352928,0.915
DCTN4,FKBP4,9606.ENSP00000414906,9606.ENSP00000001008,0.411
DCTN4,RAB5A,9606.ENSP00000414906,9606.ENSP00000273047,0.532
DCTN4,PGR,9606.ENSP00000414906,9606.ENSP00000325120,0.4
DCTN4,RAB3GAP2,9606.ENSP00000414906,9606.ENSP00000351832,0.613
DCTN4,HSP90AB1,9606.ENSP00000414906,9606.ENSP00000360609,0.435
DDA1,UBE2M,9606.ENSP00000352928,9606.ENSP00000253023,0.709
DGAT2,SCD5,9606.ENSP00000228027,9606.ENSP00000316329,0.449
DGAT2,PLIN4,9606.ENSP00000228027,9606.ENSP00000488481,0.58
DGAT2,PLIN1,9606.ENSP00000228027,9606.ENSP00000300055,0.69
DGAT2,PLPP4,9606.ENSP00000228027,9606.ENSP00000381302,0.951
DHX15,FUS,9606.ENSP00000336741,9606.ENSP00000254108,0.63
DHX15,SRSF1,9606.ENSP00000336741,9606.ENSP00000258962,0.763
DHX15,RRM1,9606.ENSP00000336741,9606.ENSP00000300738,0.415
DHX15,PARP9,9606.ENSP00000336741,9606.ENSP00000353512,0.42
DHX15,SECISBP2,9606.ENSP00000336741,9606.ENSP00000364965,0.466
DHX15,DICER1,9606.ENSP00000336741,9606.ENSP00000437256,0.481
DHX15,SRPK2,9606.ENSP00000336741,9606.ENSP00000377262,0.52
DHX15,SRSF10,9606.ENSP00000336741,9606.ENSP00000420195,0.54
DHX15,PRPF4,9606.ENSP00000336741,9606.ENSP00000363313,0.55
DHX15,HNRNPF,9606.ENSP00000336741,9606.ENSP00000400433,0.666
DHX15,XRN2,9606.ENSP00000336741,9606.ENSP00000366396,0.712
DHX15,SRSF3,9606.ENSP00000336741,9606.ENSP00000362820,0.754
DHX15,HNRNPC,9606.ENSP00000336741,9606.ENSP00000451291,0.762
DHX15,NOLC1,9606.ENSP00000336741,9606.ENSP00000385410,0.801
DICER1,MAPK1,9606.ENSP00000437256,9606.ENSP00000215832,0.598
DICER1,PPIF,9606.ENSP00000437256,9606.ENSP00000225174,0.427
DICER1,FUS,9606.ENSP00000437256,9606.ENSP00000254108,0.848
DICER1,SRSF1,9606.ENSP00000437256,9606.ENSP00000258962,0.403
DICER1,MBNL1,9606.ENSP00000437256,9606.ENSP00000282486,0.436
DICER1,RPS23,9606.ENSP00000437256,9606.ENSP00000296674,0.664
DICER1,HSPD1,9606.ENSP00000437256,9606.ENSP00000340019,0.444
DICER1,HSP90AB1,9606.ENSP00000437256,9606.ENSP00000360609,0.802
DICER1,XRN2,9606.ENSP00000437256,9606.ENSP00000366396,0.776
DICER1,TSN,9606.ENSP00000437256,9606.ENSP00000374332,0.888
DICER1,TENT2,9606.ENSP00000437256,9606.ENSP00000397563,0.602
DICER1,RHOA,9606.ENSP00000437256,9606.ENSP00000400175,0.413
DICER1,FKBP5,9606.ENSP00000437256,9606.ENSP00000444810,0.433
DICER1,HNRNPC,9606.ENSP00000437256,9606.ENSP00000451291,0.62
DIO2,WSB1,9606.ENSP00000451419,9606.ENSP00000262394,0.856
DIO2,UBE2G1,9606.ENSP00000451419,9606.ENSP00000380178,0.541
DLK1,NOTCH2,9606.ENSP00000340292,9606.ENSP00000256646,0.787
DLK1,PLIN1,9606.ENSP00000340292,9606.ENSP00000300055,0.422
DLK1,PROM1,9606.ENSP00000340292,9606.ENSP00000426809,0.415
DMD,MBNL1,9606.ENSP00000354923,9606.ENSP00000282486,0.454
DMD,PLEC,9606.ENSP00000354923,9606.ENSP00000323856,0.902
DMD,LAMB3,9606.ENSP00000354923,9606.ENSP00000375778,0.525
DMD,TPM4,9606.ENSP00000354923,9606.ENSP00000494125,0.548
DNAJB1,FKBP4,9606.ENSP00000254322,9606.ENSP00000001008,0.957
DNAJB1,DNAJC12,9606.ENSP00000254322,9606.ENSP00000225171,0.781
DNAJB1,SEC61A1,9606.ENSP00000254322,9606.ENSP00000243253,0.681
DNAJB1,FOS,9606.ENSP00000254322,9606.ENSP00000306245,0.427
DNAJB1,PGR,9606.ENSP00000254322,9606.ENSP00000325120,0.475
DNAJB1,YWHAZ,9606.ENSP00000254322,9606.ENSP00000379287,0.523
DNAJB1,HSPD1,9606.ENSP00000254322,9606.ENSP00000340019,0.736
DNAJB1,HSPB2,9606.ENSP00000254322,9606.ENSP00000302476,0.782
DNAJB1,FKBP5,9606.ENSP00000254322,9606.ENSP00000444810,0.936
DNAJB1,DNAJC3,9606.ENSP00000254322,9606.ENSP00000473631,0.976
DNAJB1,HSPH1,9606.ENSP00000254322,9606.ENSP00000487365,0.99
DNAJB1,STIP1,9606.ENSP00000254322,9606.ENSP00000351646,0.997
DNAJB1,HSP90AB1,9606.ENSP00000254322,9606.ENSP00000360609,0.999
DNAJC10,SEC61A1,9606.ENSP00000264065,9606.ENSP00000243253,0.567
DNAJC10,HSPD1,9606.ENSP00000264065,9606.ENSP00000340019,0.466
DNAJC10,ERP27,9606.ENSP00000264065,9606.ENSP00000266397,0.511
DNAJC10,DNAJC3,9606.ENSP00000264065,9606.ENSP00000473631,0.638
DNAJC10,HSP90AB1,9606.ENSP00000264065,9606.ENSP00000360609,0.687
DNAJC10,HSPH1,9606.ENSP00000264065,9606.ENSP00000487365,0.693
DNAJC10,P4HB,9606.ENSP00000264065,9606.ENSP00000327801,0.703
DNAJC3,SEC61A1,9606.ENSP00000473631,9606.ENSP00000243253,0.762
DNAJC3,P4HB,9606.ENSP00000473631,9606.ENSP00000327801,0.773
DNAJC3,HSP90AB1,9606.ENSP00000473631,9606.ENSP00000360609,0.606
DNAJC3,HSPH1,9606.ENSP00000473631,9606.ENSP00000487365,0.729
DNALI1,SCUBE2,9606.ENSP00000296218,9606.ENSP00000310658,0.404
DSG2,VAMP3,9606.ENSP00000261590,9606.ENSP00000054666,0.583
DSG2,THBS1,9606.ENSP00000261590,9606.ENSP00000260356,0.459
DSG2,PSEN1,9606.ENSP00000261590,9606.ENSP00000326366,0.482
DSG2,ITGB1,9606.ENSP00000261590,9606.ENSP00000379350,0.508
DSG2,PLEC,9606.ENSP00000261590,9606.ENSP00000323856,0.673
DUSP5,MAPK1,9606.ENSP00000358596,9606.ENSP00000215832,0.888
DUSP5,FOS,9606.ENSP00000358596,9606.ENSP00000306245,0.786
DVL3,SFRP1,9606.ENSP00000316054,9606.ENSP00000220772,0.702
DVL3,NOTCH2,9606.ENSP00000316054,9606.ENSP00000256646,0.921
DVL3,PPP2R5C,9606.ENSP00000316054,9606.ENSP00000412324,0.556
DVL3,RHOA,9606.ENSP00000316054,9606.ENSP00000400175,0.67
EBF1,FABP4,9606.ENSP00000322898,9606.ENSP00000256104,0.625
EBF1,LEP,9606.ENSP00000322898,9606.ENSP00000312652,0.589
EBF1,MED23,9606.ENSP00000322898,9606.ENSP00000357047,0.499
EBF1,RHOH,9606.ENSP00000322898,9606.ENSP00000371219,0.525
EIF2S3,P4HB,9606.ENSP00000253039,9606.ENSP00000327801,0.408
EIF2S3,HNRNPC,9606.ENSP00000253039,9606.ENSP00000451291,0.448
EIF2S3,GSPT1,9606.ENSP00000253039,9606.ENSP00000398131,0.535
EIF2S3,EIF5A,9606.ENSP00000253039,9606.ENSP00000336702,0.572
EIF2S3,RPS23,9606.ENSP00000253039,9606.ENSP00000296674,0.992
EIF5A,UBE2M,9606.ENSP00000336702,9606.ENSP00000253023,0.475
EIF5A,SRSF1,9606.ENSP00000336702,9606.ENSP00000258962,0.458
EIF5A,GFM1,9606.ENSP00000336702,9606.ENSP00000264263,0.705
EIF5A,RPS23,9606.ENSP00000336702,9606.ENSP00000296674,0.981
EIF5A,HSPD1,9606.ENSP00000336702,9606.ENSP00000340019,0.44
EIF5A,HSP90AB1,9606.ENSP00000336702,9606.ENSP00000360609,0.461
ELF5,KRT14,9606.ENSP00000311010,9606.ENSP00000167586,0.469
ELF5,KRT5,9606.ENSP00000311010,9606.ENSP00000252242,0.406
ELF5,PGR,9606.ENSP00000311010,9606.ENSP00000325120,0.418
ELF5,ESR1,9606.ENSP00000311010,9606.ENSP00000405330,0.458
EML4,HIP1,9606.ENSP00000320663,9606.ENSP00000336747,0.432
EML4,FGFR3,9606.ENSP00000320663,9606.ENSP00000339824,0.48
EML4,FN1,9606.ENSP00000320663,9606.ENSP00000346839,0.49
EML4,ZWINT,9606.ENSP00000320663,9606.ENSP00000363055,0.519
EML4,PPP2R5C,9606.ENSP00000320663,9606.ENSP00000412324,0.526
EML4,PRKAR1A,9606.ENSP00000320663,9606.ENSP00000376475,0.608
EML4,MAPRE1,9606.ENSP00000320663,9606.ENSP00000364721,0.611
EML4,HSP90AB1,9606.ENSP00000320663,9606.ENSP00000360609,0.654
EML4,RET,9606.ENSP00000320663,9606.ENSP00000347942,0.822
EML4,TPM4,9606.ENSP00000320663,9606.ENSP00000494125,0.831
EML4,JAK1,9606.ENSP00000320663,9606.ENSP00000499900,0.924
ENC1,KLHL13,9606.ENSP00000499185,9606.ENSP00000419803,0.936
ENO1,GFM1,9606.ENSP00000495530,9606.ENSP00000264263,0.576
ENO1,YWHAE,9606.ENSP00000495530,9606.ENSP00000264335,0.702
ENO1,RPS23,9606.ENSP00000495530,9606.ENSP00000296674,0.434
ENO1,HSPB2,9606.ENSP00000495530,9606.ENSP00000302476,0.5
ENO1,FOS,9606.ENSP00000495530,9606.ENSP00000306245,0.423
ENO1,PCK1,9606.ENSP00000495530,9606.ENSP00000319814,0.962
ENO1,PLEC,9606.ENSP00000495530,9606.ENSP00000323856,0.528
ENO1,P4HB,9606.ENSP00000495530,9606.ENSP00000327801,0.659
ENO1,EZR,9606.ENSP00000495530,9606.ENSP00000338934,0.446
ENO1,HSPD1,9606.ENSP00000495530,9606.ENSP00000340019,0.597
ENO1,FN1,9606.ENSP00000495530,9606.ENSP00000346839,0.791
ENO1,PNP,9606.ENSP00000495530,9606.ENSP00000354532,0.437
ENO1,TAGLN2,9606.ENSP00000495530,9606.ENSP00000357076,0.531
ENO1,HSP90AB1,9606.ENSP00000495530,9606.ENSP00000360609,0.804
ENO1,PGK1,9606.ENSP00000495530,9606.ENSP00000362413,0.996
ENO1,GNB1,9606.ENSP00000495530,9606.ENSP00000367872,0.452
ENO1,VDAC1,9606.ENSP00000495530,9606.ENSP00000378487,0.747
ENO1,YWHAZ,9606.ENSP00000495530,9606.ENSP00000379287,0.794
ENO1,RHOA,9606.ENSP00000495530,9606.ENSP00000400175,0.401
ERG28,SQLE,9606.ENSP00000256319,9606.ENSP00000265896,0.71
ESR1,FKBP4,9606.ENSP00000405330,9606.ENSP00000001008,0.893
ESR1,KRT14,9606.ENSP00000405330,9606.ENSP00000167586,0.609
ESR1,MAPK1,9606.ENSP00000405330,9606.ENSP00000215832,0.987
ESR1,SERPINE1,9606.ENSP00000405330,9606.ENSP00000223095,0.473
ESR1,MSH6,9606.ENSP00000405330,9606.ENSP00000234420,0.577
ESR1,YWHAH,9606.ENSP00000405330,9606.ENSP00000248975,0.48
ESR1,FOXA1,9606.ENSP00000405330,9606.ENSP00000250448,0.998
ESR1,KRT5,9606.ENSP00000405330,9606.ENSP00000252242,0.737
ESR1,NOTCH2,9606.ENSP00000405330,9606.ENSP00000256646,0.594
ESR1,RERG,9606.ENSP00000405330,9606.ENSP00000256953,0.6
ESR1,TRAM1,9606.ENSP00000405330,9606.ENSP00000262213,0.48
ESR1,GPAM,9606.ENSP00000405330,9606.ENSP00000265276,0.471
ESR1,SLC39A6,9606.ENSP00000405330,9606.ENSP00000269187,0.442
ESR1,NTRK2,9606.ENSP00000405330,9606.ENSP00000277120,0.555
ESR1,H2BC5,9606.ENSP00000405330,9606.ENSP00000289316,0.633
ESR1,REL,9606.ENSP00000405330,9606.ENSP00000295025,0.74
ESR1,FOS,9606.ENSP00000405330,9606.ENSP00000306245,0.999
ESR1,KRT17,9606.ENSP00000405330,9606.ENSP00000308452,0.457
ESR1,SCUBE2,9606.ENSP00000405330,9606.ENSP00000310658,0.493
ESR1,PRKDC,9606.ENSP00000405330,9606.ENSP00000313420,0.717
ESR1,H2BC4,9606.ENSP00000405330,9606.ENSP00000321744,0.631
ESR1,PGR,9606.ENSP00000405330,9606.ENSP00000325120,0.974
ESR1,NRIP1,9606.ENSP00000405330,9606.ENSP00000327213,0.999
ESR1,FGFR3,9606.ENSP00000405330,9606.ENSP00000339824,0.614
ESR1,HSPD1,9606.ENSP00000405330,9606.ENSP00000340019,0.44
ESR1,MAOA,9606.ENSP00000405330,9606.ENSP00000340684,0.401
ESR1,FN1,9606.ENSP00000405330,9606.ENSP00000346839,0.969
ESR1,RET,9606.ENSP00000405330,9606.ENSP00000347942,0.67
ESR1,SMC3,9606.ENSP00000405330,9606.ENSP00000354720,0.625
ESR1,TAB2,9606.ENSP00000405330,9606.ENSP00000356426,0.774
ESR1,MED23,9606.ENSP00000405330,9606.ENSP00000357047,0.46
ESR1,MCL1,9606.ENSP00000405330,9606.ENSP00000358022,0.653
ESR1,H2BC21,9606.ENSP00000405330,9606.ENSP00000358151,0.687
ESR1,H2AC18,9606.ENSP00000405330,9606.ENSP00000358155,0.673
ESR1,MAP3K7,9606.ENSP00000405330,9606.ENSP00000358335,0.484
ESR1,VAV3,9606.ENSP00000405330,9606.ENSP00000359073,0.507
ESR1,RUNX2,9606.ENSP00000405330,9606.ENSP00000360493,0.942
ESR1,HSP90AB1,9606.ENSP00000405330,9606.ENSP00000360609,0.993
ESR1,GNB1,9606.ENSP00000405330,9606.ENSP00000367872,0.583
ESR1,XDH,9606.ENSP00000405330,9606.ENSP00000368727,0.469
ESR1,GREB1,9606.ENSP00000405330,9606.ENSP00000370896,0.983
ESR1,VDAC1,9606.ENSP00000405330,9606.ENSP00000378487,0.678
ESR1,TRPS1,9606.ENSP00000405330,9606.ENSP00000379065,0.609
ESR1,YWHAZ,9606.ENSP00000405330,9606.ENSP00000379287,0.633
ESR1,ITGB1,9606.ENSP00000405330,9606.ENSP00000379350,0.411
ESR1,SGK3,9606.ENSP00000405330,9606.ENSP00000379842,0.492
ESR1,RHOA,9606.ENSP00000405330,9606.ENSP00000400175,0.506
ESR1,PHGDH,9606.ENSP00000405330,9606.ENSP00000493382,0.451
ESR1,TOP2A,9606.ENSP00000405330,9606.ENSP00000411532,0.498
ESR1,FHL1,9606.ENSP00000405330,9606.ENSP00000498684,0.544
ESR1,TBL1XR1,9606.ENSP00000405330,9606.ENSP00000405574,0.568
ESR1,H2BC9,9606.ENSP00000405330,9606.ENSP00000479169,0.586
ESR1,H2BS1,9606.ENSP00000405330,9606.ENSP00000481622,0.587
ESR1,H2BC11,9606.ENSP00000405330,9606.ENSP00000476136,0.595
ESR1,RBFOX2,9606.ENSP00000405330,9606.ENSP00000413035,0.759
ESR1,MUC1,9606.ENSP00000405330,9606.ENSP00000484824,0.839
ESR1,TFAP2A,9606.ENSP00000405330,9606.ENSP00000501092,0.879
ESR1,FKBP5,9606.ENSP00000405330,9606.ENSP00000444810,0.883
ESRP1,HNRNPF,9606.ENSP00000405738,9606.ENSP00000400433,0.562
ESRP1,RBFOX2,9606.ENSP00000405738,9606.ENSP00000413035,0.814
EVL,RHOA,9606.ENSP00000376652,9606.ENSP00000400175,0.58
EXOSC7,HNRNPC,9606.ENSP00000265564,9606.ENSP00000451291,0.537
EXOSC7,RPS23,9606.ENSP00000265564,9606.ENSP00000296674,0.551
EZR,VCAN,9606.ENSP00000338934,9606.ENSP00000265077,0.455
EZR,S100P,9606.ENSP00000338934,9606.ENSP00000296370,0.432
EZR,MME,9606.ENSP00000338934,9606.ENSP00000418525,0.41
EZR,MACF1,9606.ENSP00000338934,9606.ENSP00000354573,0.501
EZR,JAK1,9606.ENSP00000338934,9606.ENSP00000499900,0.55
EZR,ITGB1,9606.ENSP00000338934,9606.ENSP00000379350,0.635
EZR,YWHAZ,9606.ENSP00000338934,9606.ENSP00000379287,0.648
EZR,FN1,9606.ENSP00000338934,9606.ENSP00000346839,0.689
EZR,TWF1,9606.ENSP00000338934,9606.ENSP00000449428,0.835
EZR,RHOA,9606.ENSP00000338934,9606.ENSP00000400175,0.897
EZR,HSP90AB1,9606.ENSP00000338934,9606.ENSP00000360609,0.927
FABP4,LIPE,9606.ENSP00000256104,9606.ENSP00000244289,0.999
FABP4,MED23,9606.ENSP00000256104,9606.ENSP00000357047,0.499
FABP4,FABP7,9606.ENSP00000256104,9606.ENSP00000348931,0.704
FABP4,PCK1,9606.ENSP00000256104,9606.ENSP00000319814,0.805
FABP4,PLIN1,9606.ENSP00000256104,9606.ENSP00000300055,0.927
FABP4,LPL,9606.ENSP00000256104,9606.ENSP00000497642,0.965
FABP7,LIPE,9606.ENSP00000348931,9606.ENSP00000244289,0.64
FAM120A,HNRNPC,9606.ENSP00000277165,9606.ENSP00000451291,0.544
FAM189A2,YWHAE,9606.ENSP00000304435,9606.ENSP00000264335,0.441
FAM189A2,YWHAZ,9606.ENSP00000304435,9606.ENSP00000379287,0.442
FAP,PLAUR,9606.ENSP00000188790,9606.ENSP00000339328,0.463
FAP,THY1,9606.ENSP00000188790,9606.ENSP00000284240,0.641
FBN1,NID2,9606.ENSP00000325527,9606.ENSP00000216286,0.465
FBN1,TGFB1,9606.ENSP00000325527,9606.ENSP00000221930,0.882
FBN1,PRRX1,9606.ENSP00000325527,9606.ENSP00000239461,0.525
