gene1_symbol,gene2_symbol,combined_score
M6PR,SCARB2,0.4
M6PR,IGF2R,0.9
M6PR,TF,0.4
M6PR,AGRN,0.292
FKBP4,MAPT,0.447
FKBP4,SAR1B,0.19
FKBP4,UBE2M,0.292
FKBP4,HSP90AB1,0.995
FKBP4,AGR2,0.165
FKBP4,AR,0.86
FKBP4,STIP1,0.721
FKBP4,SAE1,0.163
FKBP4,NR3C2,0.891
CX3CL1,ADAM15,0.236
CX3CL1,ITGA5,0.236
CX3CL1,ITGB2,0.236
CX3CL1,FGG,0.321
CX3CL1,ITGB4,0.236
CX3CL1,ITGB1,0.292
CX3CL1,ITGA4,0.376
CX3CL1,FN1,0.321
CX3CL1,GNAI1,0.8
CX3CL1,GNB1,0.8
INMT,GNAL,0.171
GPRC5A,ECT2,0.292
GPRC5A,RHOA,0.161
GPRC5A,NOLC1,0.22
GPRC5A,RHOB,0.185
DCN,TGFB2,0.774
DCN,ADGRL3,0.349
DCN,BMP1,0.292
DCN,FGF2,0.637
DCN,ELN,0.975
DCN,TGFB1,0.993
DCN,FN1,0.986
DCN,TGFB3,0.499
DCN,COL6A1,0.292
DCN,COL14A1,0.856
KDM4B,BAG2,0.214
KDM4B,CCT2,0.366
KDM4B,UBE2N,0.499
ICAM3,ICAM1,0.96
ICAM3,ICAM2,0.949
ICAM3,ITGAL,0.999
ICAM3,EZR,0.457
ICAM3,ITGB2,0.998
CEACAM1,CEACAM6,0.85
KRT14,PKP1,0.345
KRT14,KRT5,0.999
KRT14,KRT15,0.4
KRT14,PLEC,0.262
CA12,CA4,0.499
ROPN1,RHOA,0.499
ROPN1,ROPN1B,0.501
CLIC5,CASK,0.499
CLIC5,SRPK2,0.292
CLIC5,EZR,0.901
CLIC5,CLIC4,0.68
FAP,PLAUR,0.321
FAP,THY1,0.292
FAP,ECT2,0.292
FAP,ERLIN2,0.292
PLOD1,COL27A1,0.499
PLOD1,COL28A1,0.499
PLOD1,COL5A1,0.593
PLOD1,COL4A2,0.65
PLOD1,COL1A1,0.588
PLOD1,COL1A2,0.499
PLOD1,COL14A1,0.577
PLOD1,COL15A1,0.499
PLOD1,PLOD2,0.958
PLOD1,COL18A1,0.578
PLOD1,COL10A1,0.499
PLOD1,COL5A2,0.499
PLOD1,COL5A3,0.499
PLOD1,COL3A1,0.499
PLOD1,COL6A6,0.499
PLOD1,COL26A1,0.499
PLOD1,FOXA1,0.369
PLOD1,COL2A1,0.587
PLOD1,COL8A1,0.499
PLOD1,COL6A1,0.572
PLOD1,COL22A1,0.499
PLOD1,COL6A3,0.615
PLOD1,COL7A1,0.499
PLOD1,COL6A2,0.573
PLOD1,RHOA,0.156
PLOD1,COL12A1,0.55
PLOD1,DNAJC10,0.241
PLOD1,COL4A1,0.65
PLOD1,COL16A1,0.565
PLOD1,COL11A2,0.499
PLOD1,COLGALT1,0.23
PLOD1,COL8A2,0.499
PLOD1,COL11A1,0.499
PLOD1,DNAJC3,0.23
PLOD1,PLOD3,0.939
PLOD1,COL4A5,0.65
PLOD1,COL4A6,0.712
PLOD1,ECT2,0.292
PLOD1,COL4A3,0.499
PLOD1,COL21A1,0.774
PLOD1,COL4A4,0.569
PLOD1,COL13A1,0.592
PLOD1,CALU,0.239
PLOD1,COL9A3,0.675
PLOD1,COL9A2,0.499
ITGB4,LAMA2,0.499
ITGB4,ITGB5,0.785
ITGB4,ITGA6,0.999
ITGB4,LAMA3,0.499
ITGB4,ITGAX,0.734
ITGB4,ITGA10,0.734
ITGB4,ITGA2,0.737
ITGB4,CD151,0.809
ITGB4,ITGB1,0.823
ITGB4,SDC3,0.292
ITGB4,ITGA4,0.758
ITGB4,ITGB8,0.72
ITGB4,ITGAV,0.75
ITGB4,LAMB3,0.558
ITGB4,ITGAL,0.737
ITGB4,ITGA9,0.58
ITGB4,EMILIN1,0.54
ITGB4,DST,0.95
ITGB4,ITGAE,0.563
ITGB4,LAMC1,0.499
ITGB4,PLEC,0.999
ITGB4,PRKCA,0.651
ITGB4,ITGB2,0.72
ITGB4,ITGA8,0.741
ITGB4,ITGA5,0.751
ITGB4,ITGB6,0.744
ITGB4,ITGA1,0.734
ITGB4,SDC2,0.229
ITGB4,LAMA5,0.499
ITGB4,ITGA3,0.877
ITGB4,SDC1,0.771
ITGB4,ITGAM,0.563
ITGB4,LAMB2,0.499
ITGB4,ITGA11,0.734
ITGB4,ITGB7,0.72
ITGB4,ITGA7,0.658
ITGB4,LAMB1,0.501
ITGB4,ENPP2,0.292
ITGB4,LAMC2,0.562
MAPK13,YWHAZ,0.161
MAPK13,CCT2,0.161
MAPK13,STIP1,0.161
MAPK13,MAPT,0.457
MAPK13,FUS,0.161
MAPK13,PHGDH,0.161
MAPK13,GDI2,0.161
MMP11,TIMP2,0.241
MMP11,TIMP3,0.241
RASL10A,RHOA,0.511
NIPSNAP1,ZNF281,0.189
NIPSNAP1,CDH1,0.292
NIPSNAP1,SCCPDH,0.161
NIPSNAP1,HSPD1,0.193
NIPSNAP1,CCT2,0.163
NIPSNAP1,PLEC,0.163
NID2,TNC,0.292
NID2,LAMA5,0.599
NID2,PPIB,0.198
NID2,COL4A1,0.326
NID2,LAMA3,0.499
NID2,OLFM4,0.3
NID2,LAMA2,0.686
NID2,ELN,0.55
NID2,COL1A1,0.326
NID2,LAMC1,0.821
NID2,LAMA4,0.746
NID2,LAMB1,0.737
NID2,CRTAP,0.204
NID2,HSPG2,0.989
NID2,NID1,0.772
NID2,AGRN,0.574
NID2,LAMB2,0.62
CTSG,CTRB2,0.328
CTSG,SDC1,0.528
SNTA1,SSPN,0.732
SNTA1,SGCD,0.846
SNTA1,SGCE,0.72
SNTA1,DTNB,0.697
SNTA1,SGCB,0.72
SNTA1,SGCG,0.612
SNTA1,SNTB1,0.715
SNTA1,DTNA,0.77
SNTA1,DMD,0.962
SNTA1,UTRN,0.671
SNTA1,DAG1,0.914
SNTA1,PGM5,0.72
SNTA1,SNTB2,0.893
PSMD10,RHOA,0.292
PGRMC1,HACD3,0.443
PGRMC1,SRSF3,0.224
PGRMC1,PTPRS,0.292
PGRMC1,ERLIN2,0.193
PGRMC1,DNAJB1,0.238
PGRMC1,OSTC,0.202
PGRMC1,DEFB124,0.248
PGRMC1,MICAL2,0.199
PGRMC1,UBE4B,0.292
PGRMC1,SCCPDH,0.165
PGRMC1,DNAJC12,0.313
PGRMC1,ERMP1,0.194
PGRMC1,SCD5,0.193
PGRMC1,AGRN,0.292
PGRMC1,CDK1,0.292
PGRMC1,RHOA,0.161
TIMP1,COL5A1,0.292
TIMP1,ZBTB16,0.292
TIMP1,MMP3,0.998
TIMP1,MMP10,0.92
TIMP1,MMP9,0.999
TIMP1,MMP1,0.982
TIMP1,MMP14,0.999
SGCG,SNTB2,0.54
SGCG,CLDN5,0.195
SGCG,PGM5,0.54
SGCG,SGCB,0.921
SGCG,DAG1,0.959
SGCG,UTRN,0.419
SGCG,SGCE,0.54
SGCG,SGCD,0.974
SGCG,DMD,0.704
SGCG,SSPN,0.839
SGCG,SNTB1,0.568
OLFM4,BMP7,0.282
OLFM4,EMILIN3,0.214
OLFM4,ZNF281,0.305
MMP2,TIMP3,0.717
MMP2,TIMP2,0.999
MMP2,THBS1,0.664
MMP2,MMP1,0.906
MMP2,FN1,0.312
MMP2,MMP9,0.9
MMP2,CAPN3,0.189
MMP2,COL4A6,0.198
MMP2,SP1,0.292
MMP2,PLOD3,0.435
MMP2,CD44,0.923
MMP2,MMP14,0.994
MMP2,PCOLCE,0.292
MMP2,TGFB1,0.584
MMP2,COL1A1,0.292
MMP2,BCAN,0.292
MMP2,COL4A2,0.541
MMP2,COL5A1,0.457
MMP2,LOX,0.237
MMP2,COL18A1,0.604
MMP2,COL14A1,0.258
MMP2,SCUBE3,0.292
MMP2,ITGB1,0.44
MMP2,COL6A1,0.3
MMP2,COL2A1,0.239
MMP2,COL4A1,0.591
MMP2,COL12A1,0.477
MMP2,COL6A2,0.237
MMP2,ITGAV,0.695
MMP2,APP,0.317
MMP15,TIMP2,0.403
MMP15,TIMP3,0.381
CAPN15,CAST,0.25
CAPN15,FAM189A2,0.277
CAPN15,CAPNS1,0.519
SFRP1,WNT5A,0.384
TGFB1,COL5A1,0.405
TGFB1,TGFB3,0.986
TGFB1,ITGAV,0.988
TGFB1,ITGB8,0.97
TGFB1,FMOD,0.728
TGFB1,ITGB1,0.669
TGFB1,ACVR1C,0.219
TGFB1,ASPN,0.863
TGFB1,NUP98,0.161
TGFB1,ANGPTL4,0.428
TGFB1,LTBP4,0.991
TGFB1,RANGAP1,0.161
TGFB1,ITGB5,0.565
TGFB1,THBS1,0.949
TGFB1,LTBP3,0.985
TGFB1,LUM,0.548
TGFB1,MMP9,0.545
TGFB1,TGFB2,0.953
TGFB1,CAPN1,0.161
TGFB1,RHOA,0.562
TGFB1,COL2A1,0.641
TGFB1,LAMB1,0.21
TGFB1,CCT2,0.161
TGFB1,LAMC1,0.53
TGFB1,BGN,0.945
TGFB1,LTBP1,0.997
TGFB1,APP,0.638
TGFB1,SDC4,0.8
TGFB1,SDC2,0.851
TGFB1,ITGB6,0.947
TGFB1,YWHAE,0.292
TGFB1,CILP,0.236
TGFB1,ITGA8,0.602
TGFB1,F11R,0.499
RASIP1,ZWINT,0.163
RASIP1,BUB3,0.163
COMP,PPIB,0.292
COMP,ITGA5,0.499
COMP,ACAN,0.884
COMP,MATN2,0.165
COMP,P4HB,0.292
COMP,CD47,0.661
COMP,MATN3,0.624
COMP,ITGB1,0.507
COMP,ITGAV,0.499
LAMB1,LAMB2,0.72
LAMB1,NID1,0.61
LAMB1,AGRN,0.499
LAMB1,ITGB1,0.95
LAMB1,DAG1,0.516
LAMB1,UTRN,0.499
LAMB1,HSPG2,0.595
LAMB1,ITGAV,0.499
LAMB1,DNAJC10,0.224
LAMB1,ITGA3,0.499
LAMB1,LAMB3,0.58
LAMB1,ITGA7,0.499
LAMB1,PDGFA,0.171
LAMB1,LAMC2,0.532
LAMB1,EMILIN1,0.54
LAMB1,ANGPTL4,0.165
LAMB1,PLAUR,0.54
LAMB1,CALU,0.248
LAMB1,LAMC1,0.999
LAMB1,LAMA4,0.972
LAMB1,TNN,0.54
LAMB1,COL18A1,0.499
LAMB1,LAMA2,0.921
LAMB1,HSPD1,0.216
LAMB1,ITGA6,0.963
LAMB1,LAMA3,0.87
LAMB1,ITGA2,0.499
LAMB1,NTN4,0.54
LAMB1,ITGA1,0.593
LAMB1,LAMA5,0.996
LAMB1,TNC,0.36
LAMB1,DMD,0.499
ITGB8,RHOA,0.156
ITGB8,ITGA3,0.905
ITGB8,ITGA11,0.925
ITGB8,ITGAM,0.563
ITGB8,ITGB7,0.9
ITGB8,ITGA7,0.563
ITGB8,LTBP1,0.499
ITGB8,ITGAE,0.563
ITGB8,PRKCA,0.653
ITGB8,ITGA5,0.91
ITGB8,ITGB6,0.9
ITGB8,ITGB2,0.9
ITGB8,ITGA8,0.737
ITGB8,ITGA1,0.919
ITGB8,TGFB3,0.683
ITGB8,ITGAV,0.998
ITGB8,ITGB1,0.908
ITGB8,ITGA4,0.93
ITGB8,ITGAL,0.905
ITGB8,ITGA9,0.599
ITGB8,EMILIN1,0.54
ITGB8,MICB,0.163
ITGB8,B3GNT2,0.222
ITGB8,ITGA6,0.569
ITGB8,ITGB5,0.933
ITGB8,ITGAX,0.734
ITGB8,ITGA10,0.918
ITGB8,ITGA2,0.918
FKBP14,LCP1,0.231
FKBP14,ERLIN2,0.29
FKBP14,COL8A2,0.323
PCOLCE,APP,0.405
PCOLCE,LTBP1,0.453
PCOLCE,BGN,0.589
PCOLCE,SDC1,0.292
PCOLCE,ACAN,0.237
PCOLCE,COL18A1,0.405
PCOLCE,COL3A1,0.9
PCOLCE,AGRN,0.292
PCOLCE,EGF,0.268
PCOLCE,COL5A1,0.676
PCOLCE,COL4A2,0.405
PCOLCE,BMP1,0.618
PCOLCE,THBS1,0.688
SERPINE1,CTSB,0.54
SERPINE1,PLAUR,0.962
PLOD3,COL16A1,0.688
PLOD3,COL11A2,0.499
PLOD3,COLGALT1,0.963
PLOD3,COL8A2,0.499
PLOD3,DNAJC3,0.224
PLOD3,COL11A1,0.499
PLOD3,COL4A6,0.728
PLOD3,COL4A5,0.499
PLOD3,COL4A3,0.499
PLOD3,COL21A1,0.742
PLOD3,COL4A4,0.499
PLOD3,CALU,0.248
PLOD3,COL13A1,0.724
PLOD3,COL9A3,0.76
PLOD3,COL9A2,0.728
PLOD3,C1QTNF6,0.42
PLOD3,COL5A1,0.499
PLOD3,COL28A1,0.499
PLOD3,COL27A1,0.499
PLOD3,COL4A2,0.725
PLOD3,COL1A1,0.517
PLOD3,COL14A1,0.499
PLOD3,COL1A2,0.499
PLOD3,COL15A1,0.499
PLOD3,COL10A1,0.499
PLOD3,COL18A1,0.594
PLOD3,PLOD2,0.945
PLOD3,COL5A2,0.499
PLOD3,COL6A6,0.499
PLOD3,COL3A1,0.499
PLOD3,COL5A3,0.499
PLOD3,COL26A1,0.499
PLOD3,COL2A1,0.499
PLOD3,COL8A1,0.499
PLOD3,COL6A1,0.585
PLOD3,HSPD1,0.223
PLOD3,COL22A1,0.499
PLOD3,COL6A3,0.499
PLOD3,COL7A1,0.499
PLOD3,COL6A2,0.574
PLOD3,DNAJC10,0.241
PLOD3,COL12A1,0.655
PLOD3,COL4A1,0.726
BLNK,AR,0.151
BLNK,KIT,0.151
BLNK,VAV3,0.926
DNAJC12,EMILIN1,0.222
DNAJC12,CYB5R3,0.163
DNAJC12,PRMT6,0.273
DNAJC12,CAPRIN1,0.313
CPD,RHOB,0.157
CPD,RHOA,0.161
CPD,LAMP1,0.188
CPD,NRAS,0.214
CPD,TPD52,0.499
COL1A1,COL4A1,0.491
COL1A1,BGN,0.825
COL1A1,TLE3,0.2
COL1A1,HLA-DRA,0.218
COL1A1,COL1A2,0.998
COL1A1,PLOD2,0.517
COL1A1,COL18A1,0.292
COL1A1,VWF,0.769
COL1A1,COL27A1,0.36
COL1A1,COL11A2,0.826
COL1A1,KLF15,0.171
COL1A1,COL2A1,0.861
COL1A1,COL3A1,0.996
COL1A1,NID1,0.326
COL1A1,COL5A2,0.973
COL1A1,CAPN1,0.229
COL1A1,P4HB,0.63
COL1A1,COL11A1,0.948
COL1A1,MATN2,0.292
COL1A1,LOX,0.229
COL1A1,P3H2,0.499
COL1A1,P4HA1,0.292
COL1A1,SERPINH1,0.522
COL1A1,LUM,0.897
COL1A1,THBS1,0.821
COL1A1,PPIB,0.517
COL1A1,HTRA1,0.229
COL1A1,ITGA2,0.605
COL1A1,COL16A1,0.54
COL1A1,COL7A1,0.365
COL1A1,CRTAP,0.63
COL1A1,ITGB1,0.528
COL1A1,COL5A3,0.72
COL1A1,SPARC,0.51
COL1A1,PDGFB,0.459
COL1A1,COL4A2,0.4
COL1A1,COL5A1,0.967
COL1A1,SP1,0.292
COL1A1,FN1,0.711
COL1A1,COLGALT1,0.721
IBSP,ITGAV,0.87
ARHGDIB,RHOB,0.328
ARHGDIB,RHOA,0.945
ARHGDIB,CASP3,0.292
STK38,ZFP36L2,0.292
STK38,S100B,0.525
STK38,RAB5A,0.161
STK38,SH3GL3,0.161
STK38,FRYL,0.493
STK38,CCNB1,0.292
STK38,UBE2M,0.339
LAMA4,AGRN,0.499
LAMA4,NID1,0.499
LAMA4,LAMB2,0.887
LAMA4,LAMB3,0.985
LAMA4,ITGA3,0.499
LAMA4,HSPG2,0.499
LAMA4,ITGB1,0.82
LAMA4,DAG1,0.499
LAMA4,LAMC2,0.983
LAMA4,ITGA7,0.667
LAMA4,LAMC1,0.946
LAMA4,LAMA3,0.547
LAMA4,ITGA6,0.65
LAMA4,LAMA2,0.511
LAMA4,LAMA5,0.719
LAMA4,NTN4,0.521
LAMA4,ITGA2,0.499
LAMA4,DMD,0.499
LOX,FN1,0.725
LOX,EFEMP2,0.549
LOX,COL6A1,0.253
LOX,LTBP1,0.237
LOX,LOXL2,0.237
LOX,COL1A2,0.229
LOX,ELN,0.598
LOX,FBN1,0.405
LOX,FBLN5,0.527
LOX,COL3A1,0.27
LOX,EGF,0.405
SPARC,TNC,0.292
SPARC,COL11A1,0.328
SPARC,CAPNS1,0.161
SPARC,YWHAZ,0.161
SPARC,COL3A1,0.637
SPARC,COL18A1,0.356
SPARC,PDGFB,0.292
SPARC,COL5A1,0.328
SLC1A4,NRAS,0.165
CTSD,ATP1B1,0.179
CTSD,RAB5A,0.217
CTSD,AGR2,0.165
CTSD,LAMP1,0.882
CTSD,APP,0.292
CTSD,PKP1,0.61
CTSD,MAPT,0.292
CTSD,HSPB2,0.229
STBD1,RHOA,0.563
STBD1,GYG2,0.584
STBD1,COL4A2,0.163
STBD1,MID1,0.382
TGFB3,ITGB1,0.499
TGFB3,ITGB5,0.499
TGFB3,FMOD,0.499
TGFB3,BGN,0.499
TGFB3,ITGAV,0.827
TGFB3,LTBP1,0.893
TGFB3,LTBP3,0.892
TGFB3,LUM,0.499
TGFB3,ASPN,0.499
TGFB3,TGFB2,0.92
TGFB3,ITGB6,0.638
TNN,EMILIN1,0.54
TNN,PLAUR,0.54
TNN,TNC,0.499
TNN,ACAN,0.516
TNN,NID1,0.54
TNN,AGRN,0.292
TNN,LAMC1,0.54
TNN,LAMB2,0.54
TNN,NCAN,0.499
TNN,BCAN,0.516
TNN,VCAN,0.499
TNN,LAMA2,0.54
TNN,HLA-DRA,0.158
INHBA,ACVR1C,0.551
SSPN,SGCD,0.952
SSPN,DMD,0.992
SSPN,SGCE,0.871
SSPN,SNTB1,0.607
SSPN,PGM5,0.72
SSPN,SNTB2,0.54
SSPN,UTRN,0.811
SSPN,DAG1,0.992
SSPN,SGCB,0.72
RSRP1,ITGA2,0.198
RSRP1,SRPK2,0.292
ACVR1C,HSP90AB1,0.167
ACVR1C,BMP2,0.4
ACVR1C,BMP4,0.4
LIPE,DNAJC10,0.179
LIPE,FABP4,0.996
COL21A1,COL22A1,0.8
COL21A1,SERPINH1,0.526
COL21A1,PLOD2,0.796
COL21A1,COL18A1,0.4
COL21A1,COL15A1,0.4
COL21A1,P3H2,0.499
COL21A1,COL9A3,0.4
COL21A1,COL16A1,0.4
COL21A1,PPIB,0.499
COL21A1,COL8A2,0.4
COL21A1,CRTAP,0.499
COL21A1,COL8A1,0.4
COL21A1,COL12A1,0.4
COL21A1,COL7A1,0.4
COL21A1,COL4A2,0.61
COL21A1,COL28A1,0.4
COL21A1,COL26A1,0.4
COL21A1,COL10A1,0.4
COL21A1,COL14A1,0.58
COL21A1,COL9A2,0.4
COL21A1,P4HB,0.499
COL21A1,COLGALT1,0.499
BMP4,ADIPOQ,0.165
BMP4,BMP7,0.96
BMP4,MMP10,0.359
BMP4,MMP3,0.422
BMP4,BMP2,0.968
BMP4,SOSTDC1,0.457
BMP4,SRPK2,0.161
SGPP1,DLK1,0.22
YWHAH,ERMP1,0.161
YWHAH,CKAP5,0.165
YWHAH,YWHAZ,0.93
YWHAH,FAM110B,0.206
YWHAH,AR,0.292
YWHAH,YWHAE,0.862
YWHAH,ZFP36L2,0.457
YWHAH,CSNK1A1,0.163
YWHAH,USP21,0.213
YWHAH,ECT2,0.292
YWHAH,RABEP1,0.236
YWHAH,FRYL,0.313
YWHAH,SH3PXD2A,0.329
YWHAH,GREM1,0.435
YWHAH,ARHGAP32,0.165
YWHAH,KLF15,0.165
YWHAH,MAPT,0.457
YWHAH,AGR2,0.165
YWHAH,UBE2M,0.292
YWHAH,ARHGEF4,0.165
YWHAH,RAB11FIP1,0.238
YWHAH,LAMP1,0.161
YWHAH,TAB2,0.165
ALDH1A2,CA4,0.206
FOXA1,EZR,0.292
FOXA1,SRSF3,0.292
FOXA1,BAG2,0.292
FOXA1,DNAJB1,0.292
FOXA1,PRMT6,0.292
FOXA1,CREB1,0.165
FOXA1,DSG2,0.292
FOXA1,VTA1,0.292
FOXA1,RMND1,0.292
FOXA1,CDK1,0.659
FOXA1,AGR2,0.473
FOXA1,DNAJC10,0.292
FOXA1,CSNK1A1,0.292
FOXA1,RARA,0.661
FOXA1,FOXC1,0.221
FOXA1,AR,0.973
FOXA1,PLOD2,0.167
FOXA1,DDX42,0.292
FOXA1,LTBP1,0.194
FOXA1,ALYREF,0.292
FOXA1,ASCC1,0.292
FOXA1,PBX1,0.774
FOXA1,TLE3,0.964
FOXA1,DCTN4,0.292
FOXA1,GREB1,0.221
FOXA1,MFGE8,0.292
FOXA1,GATA3,0.988
FOXA1,UBE2N,0.292
ADAMTS2,B3GNT2,0.2
ADAMTS2,TCTN2,0.169
ADAMTS2,MMP13,0.163
ARFGEF3,IGF1R,0.292
ARFGEF3,PRKCA,0.292
ARFGEF3,PACC1,0.224
KRT5,KRT15,0.161
KRT5,PKP1,0.239
KRT5,FN1,0.317
CNN1,RNF150,0.459
NCAN,TNC,0.601
NCAN,MAPT,0.292
NCAN,HLA-DRA,0.167
COLGALT1,COL15A1,0.499
COLGALT1,COL8A2,0.499
COLGALT1,COL1A2,0.597
COLGALT1,COL14A1,0.499
COLGALT1,DNAJC3,0.23
COLGALT1,COL18A1,0.499
COLGALT1,COL11A1,0.499
COLGALT1,PLOD2,0.239
COLGALT1,COL10A1,0.499
COLGALT1,COL3A1,0.499
COLGALT1,COL5A3,0.499
COLGALT1,COL6A6,0.499
COLGALT1,COL5A2,0.63
COLGALT1,COL26A1,0.499
COLGALT1,COL4A2,0.499
COLGALT1,COL16A1,0.499
COLGALT1,COL27A1,0.499
COLGALT1,COL28A1,0.499
COLGALT1,COL5A1,0.623
COLGALT1,COL11A2,0.499
COLGALT1,COL7A1,0.499
COLGALT1,CALU,0.248
COLGALT1,COL13A1,0.499
COLGALT1,COL6A2,0.698
COLGALT1,COL4A1,0.499
COLGALT1,COL9A2,0.499
COLGALT1,DNAJC10,0.241
COLGALT1,COL12A1,0.499
COLGALT1,COL9A3,0.499
COLGALT1,COL6A1,0.499
COLGALT1,COL8A1,0.499
COLGALT1,COL2A1,0.499
COLGALT1,COL4A5,0.499
COLGALT1,COL4A6,0.499
COLGALT1,COL4A3,0.499
COLGALT1,COL4A4,0.499
COLGALT1,COL6A3,0.499
COLGALT1,COL22A1,0.499
COLGALT1,HSPD1,0.213
PXDN,PLAUR,0.275
LAMA5,NTN4,0.56
LAMA5,ITGA2,0.499
LAMA5,DMD,0.499
LAMA5,LAMC1,0.997
LAMA5,BCAN,0.161
LAMA5,LAMA2,0.652
LAMA5,ITGA6,0.972
LAMA5,LAMA3,0.625
LAMA5,ITGA7,0.499
LAMA5,LAMC2,0.844
LAMA5,FBLN2,0.292
LAMA5,LAMB2,0.871
LAMA5,AGRN,0.499
LAMA5,NID1,0.691
LAMA5,DAG1,0.644
LAMA5,ITGB1,0.931
LAMA5,HSPG2,0.499
LAMA5,COL7A1,0.292
LAMA5,LAMB3,0.656
LAMA5,ITGA3,0.499
UBE2M,BSG,0.292
UBE2M,KCTD5,0.292
UBE2M,SPIN1,0.292
UBE2M,CAPRIN1,0.292
UBE2M,FRYL,0.292
UBE2M,GDI2,0.292
UBE2M,AGR2,0.165
UBE2M,HSPD1,0.292
UBE2M,PHGDH,0.292
UBE2M,RANGAP1,0.292
UBE2M,P4HA1,0.292
UBE2M,TAB2,0.292
UBE2M,GSPT1,0.292
UBE2M,UBE2T,0.225
UBE2M,P4HB,0.292
UBE2M,MAPRE1,0.292
UBE2M,CKAP5,0.292
UBE2M,PRPF31,0.292
UBE2M,HSP90AB1,0.342
UBE2M,COMMD10,0.499
UBE2M,KLHL13,0.292
UBE2M,YWHAE,0.292
UBE2M,CFL1,0.457
UBE2M,KCTD3,0.231
UBE2M,YWHAZ,0.292
UBE2M,SAE1,0.559
UBE2M,APP,0.292
UBE2M,CCT2,0.292
UBE2M,HNRNPF,0.292
UBE2M,STIP1,0.292
EIF2S3,GSPT1,0.195
EIF2S3,MAPT,0.292
EIF2S3,EIF4E,0.195
EIF2S3,AGR2,0.165
CAPN7,LAMP1,0.191
CAPN7,CAPNS1,0.519
CAPN7,CAST,0.25
RARA,LRIF1,0.292
RARA,GREB1,0.221
RARA,SP1,0.457
RARA,ARID5A,0.229
RARA,GATA3,0.668
RARA,EZH2,0.769
RARA,ZBTB16,0.975
RARA,FOXC1,0.221
RARA,LRRC15,0.292
FUS,ARHGEF28,0.292
FUS,CAPRIN1,0.43
FUS,ECT2,0.292
FUS,TNPO1,0.983
FUS,AGR2,0.292
FUS,POLR2J,0.187
FUS,SRSF3,0.647
FUS,DICER1,0.744
FUS,HSPD1,0.22
FUS,SIK2,0.163
FUS,MAPT,0.661
FUS,CDC5L,0.365
FUS,MATR3,0.683
FUS,AR,0.519
FUS,HNRNPF,0.558
FUS,PLEC,0.292
FUS,DDX42,0.365
FUS,ALYREF,0.186
FUS,LEO1,0.183
DNAJB1,DAG1,0.192
DNAJB1,MAGED2,0.292
DNAJB1,TK1,0.165
DNAJB1,BLVRA,0.192
DNAJB1,STIP1,0.946
DNAJB1,SOD2,0.183
DNAJB1,RAD21,0.165
DNAJB1,GDI2,0.195
DNAJB1,NRAS,0.159
DNAJB1,BAG2,0.606
EMILIN2,PLAC9,0.165
EMILIN2,EMILIN1,0.229
EMILIN2,MFAP5,0.163
MATN2,FBN2,0.292
MATN2,CFB,0.154
LYVE1,PDGFB,0.292
CCNB1,ERLIN2,0.292
CCNB1,CDCA7L,0.292
CCNB1,CDK1,0.999
CCNB1,UBE2N,0.292
CCNB1,SP1,0.457
CCNB1,CDH1,0.292
CCNB1,CKS2,0.987
CCNB1,UBE2S,0.499
ADAM19,SH3PXD2A,0.732
PPP1R1A,PRMT6,0.276
TSPAN31,LAPTM4B,0.163
LAMC1,ITGA6,0.963
LAMC1,LAMA2,0.957
LAMC1,LAMA3,0.844
LAMC1,CENPU,0.151
LAMC1,COL18A1,0.499
LAMC1,DMD,0.499
LAMC1,TNC,0.36
LAMC1,ITGA2,0.499
LAMC1,NTN4,0.56
LAMC1,ITGA1,0.499
LAMC1,DNAJC3,0.241
LAMC1,HSPG2,0.519
LAMC1,UTRN,0.499
LAMC1,DAG1,0.499
LAMC1,ITGB1,0.963
LAMC1,DNAJC10,0.241
LAMC1,ITGA3,0.499
LAMC1,LAMB3,0.679
LAMC1,ITGAV,0.702
LAMC1,LAMB2,0.91
LAMC1,NID1,0.898
LAMC1,AGRN,0.516
LAMC1,PLAUR,0.54
LAMC1,CALU,0.248
LAMC1,ITGA7,0.499
LAMC1,LAMC2,0.4
LAMC1,EMILIN1,0.54
CTSV,CTSK,0.614
CTSV,CTSL,0.564
SULF1,SDC2,0.225
SULF1,SULF2,0.329
SULF1,APP,0.198
SULF1,MED21,0.275
SULF1,MFAP5,0.161
MMP7,TIMP3,0.757
MMP7,TIMP2,0.791
MMP7,CD44,0.935
MMP7,BCAN,0.292
MMP7,ELN,0.292
MMP13,TIMP2,0.481
MMP13,TIMP3,0.2
MMP13,BCAN,0.292
THBS1,FGF2,0.52
THBS1,COL4A1,0.292
THBS1,BGN,0.42
THBS1,APP,0.237
THBS1,COL18A1,0.237
THBS1,FGB,0.72
THBS1,COL2A1,0.34
THBS1,COL6A1,0.292
THBS1,SDC1,0.949
THBS1,ITGA3,0.699
THBS1,COL3A1,0.292
THBS1,COL11A1,0.292
THBS1,PDGFA,0.4
THBS1,FBN2,0.229
THBS1,SCARB2,0.986
THBS1,HTRA1,0.292
THBS1,MMP9,0.93
THBS1,ITGA4,0.499
THBS1,ITGB1,0.896
THBS1,LAMB3,0.229
THBS1,ITGAV,0.647
THBS1,COL7A1,0.457
THBS1,PDGFB,0.557
THBS1,CD36,0.989
THBS1,COL5A1,0.292
THBS1,FGG,0.72
THBS1,FN1,0.996
ADAM10,SH3GL3,0.203
ADAM10,PSENEN,0.321
