source	target	weight
Fanconi Anemia	Beckwith-Wiedemann Syndrome	0.29630758299561477
Fanconi Anemia	Premature Birth	0.1868057408020258
Fanconi Anemia	Fibrous Dysplasia, Polyostotic	0.6753645825277917
Fanconi Anemia	Ichthyosis	0.3628109206785252
Fanconi Anemia	Urogenital Abnormalities	0.18515285329163794
Fanconi Anemia	Anodontia	0.31048770615596305
Fanconi Anemia	Diabetic Retinopathy	0.10876622954240535
Fanconi Anemia	Cocaine-Related Disorders	0.1201127144123631
Fanconi Anemia	Pseudopseudohypoparathyroidism	0.3430405634531403
Fanconi Anemia	Epidermal Necrolysis, Toxic	0.126497804096619
Fanconi Anemia	Metabolic Diseases	0.1044670038474879
Fanconi Anemia	Nevus	0.6841228808016864
Fanconi Anemia	Carbon Tetrachloride Poisoning	0.10619706450496365
Fanconi Anemia	Photosensitivity Disorders	0.21674066846933038
Fanconi Anemia	Blood Platelet Disorders	0.10430285618474988
Fanconi Anemia	Ossification, Heterotopic	0.11048650353743492
Fanconi Anemia	Gingival Hyperplasia	0.2508189038060645
Fanconi Anemia	Amino Acid Metabolism, Inborn Errors	0.5051198625113944
Fanconi Anemia	Anemia, Dyserythropoietic, Congenital	0.4315001685842188
Fanconi Anemia	Leukopenia	0.13790443603206565
Fanconi Anemia	Keratoderma, Palmoplantar	0.1884389614102834
Fanconi Anemia	Leukoplakia, Oral	0.2060988590919945
Fanconi Anemia	Failure to Thrive	0.1348906885652315
Fanconi Anemia	Autistic Disorder	0.2657396827172064
Fanconi Anemia	Pseudarthrosis	0.12198708418225404
Fanconi Anemia	Cardiomegaly	0.12607688483753682
Fanconi Anemia	Chondrosarcoma	0.10531408503908811
Fanconi Anemia	Multiple Endocrine Neoplasia Type 1	0.306377209987491
Fanconi Anemia	Limb Deformities, Congenital	0.5889539975339464
Fanconi Anemia	Lesch-Nyhan Syndrome	0.31701629111436813
Fanconi Anemia	Hypopigmentation	0.6189634339876464
Fanconi Anemia	Femoral Fractures	0.14337985164572653
Fanconi Anemia	Persistent Fetal Circulation Syndrome	0.12929327817587738
Fanconi Anemia	Williams Syndrome	0.21955507054589818
Fanconi Anemia	Blood Protein Disorders	0.1571020161123817
Fanconi Anemia	Anemia, Diamond-Blackfan	0.4388451990172267
Fanconi Anemia	Neoplasms, Radiation-Induced	0.12560901094174484
Fanconi Anemia	Adenoma, Oxyphilic	0.16732901627904265
Fanconi Anemia	Niemann-Pick Diseases	0.24523191846597817
Fanconi Anemia	DiGeorge Syndrome	0.24153426145193976
Fanconi Anemia	Lymphoproliferative Disorders	0.11357253859516468
Fanconi Anemia	Anemia, Hemolytic, Congenital	0.44879815420958596
Fanconi Anemia	Esophageal Atresia	0.21676202997835706
Fanconi Anemia	von Hippel-Lindau Disease	0.1234727173258535
Fanconi Anemia	Ductus Arteriosus, Patent	0.1363393099551871
Fanconi Anemia	Hearing Loss, Conductive	0.2716808320016019
Fanconi Anemia	Fibrosis	0.14634940050157047
Fanconi Anemia	Myeloproliferative Disorders	0.4121483427922329
Fanconi Anemia	Corneal Opacity	0.3247650229775791
Fanconi Anemia	Anemia, Macrocytic	0.2697074383658812
Fanconi Anemia	Pseudohypoparathyroidism	0.32334660308711005
Fanconi Anemia	Congenital Abnormalities	0.4674854401065574
Fanconi Anemia	Skin Diseases, Genetic	0.3330803641571297
Fanconi Anemia	Basal Cell Nevus Syndrome	0.5510524863371876
Fanconi Anemia	Noonan Syndrome	0.8387979313759677
Fanconi Anemia	Hypertrophy	0.10591287142521776
Fanconi Anemia	Synostosis	0.4594052054622692
Fanconi Anemia	Anemia, Iron-Deficiency	0.16470703770877945
Fanconi Anemia	alpha-Thalassemia	0.5428125025667851
Fanconi Anemia	Dwarfism, Pituitary	0.2697412129094063
Fanconi Anemia	Mucopolysaccharidosis IV	0.5050703491187503
Fanconi Anemia	Chromosome Aberrations	0.5241256572484412
Fanconi Anemia	Calcinosis	0.27322906870060343
Fanconi Anemia	Syndactyly	0.5253931514163867
Fanconi Anemia	Retinal Degeneration	0.15331989444894095
Fanconi Anemia	Camurati-Engelmann Syndrome	0.17698211676881637
Fanconi Anemia	Eye Diseases, Hereditary	0.25240814673397666
Fanconi Anemia	Abnormalities, Drug-Induced	0.2581340015730017
Fanconi Anemia	Nail Diseases	0.18518596788677927
Fanconi Anemia	Craniosynostoses	0.4722870713585854
Fanconi Anemia	Hypogonadism	0.15116077617725907
Fanconi Anemia	Carbohydrate Metabolism, Inborn Errors	0.4163648477259791
Fanconi Anemia	Polydactyly	0.5482366889267305
Fanconi Anemia	Pterygium	0.3348013419238607
Fanconi Anemia	Puberty, Precocious	0.4055797361106846
Fanconi Anemia	Hand Deformities, Congenital	0.4848324851282774
Fanconi Anemia	Motor Skills Disorders	0.18323431460881384
Fanconi Anemia	Darier Disease	0.3620308481563425
Fanconi Anemia	Colorectal Neoplasms, Hereditary Nonpolyposis	0.6886961494576993
Fanconi Anemia	Folic Acid Deficiency	0.3699174172672317
Fanconi Anemia	Ectodermal Dysplasia	0.5064387301972104
Fanconi Anemia	Splenomegaly	0.13333768124626943
Fanconi Anemia	Exostoses, Multiple Hereditary	0.47593231894434157
Fanconi Anemia	Fractures, Bone	0.15774388163381067
Fanconi Anemia	Hypospadias	0.4474972530453304
Fanconi Anemia	Acidosis, Lactic	0.11356068882064
Fanconi Anemia	Arenaviridae Infections	0.20078060651314963
Fanconi Anemia	Hip Dislocation, Congenital	0.19274787328407103
Fanconi Anemia	Sebaceous Gland Neoplasms	0.4753908315199464
Fanconi Anemia	Androgen-Insensitivity Syndrome	0.12088054905559606
Fanconi Anemia	Pulmonary Valve Stenosis	0.15539049184261836
Fanconi Anemia	Granulomatous Disease, Chronic	0.2400118005505772
Fanconi Anemia	Neurofibromatosis 1	0.6355701595788168
Fanconi Anemia	Purine-Pyrimidine Metabolism, Inborn Errors	0.24442305694004968
Fanconi Anemia	Hernia, Diaphragmatic	0.15405153411154796
Fanconi Anemia	Eye Abnormalities	0.39019598101239067
Fanconi Anemia	Rett Syndrome	0.3111409776747135
Fanconi Anemia	Respiratory System Abnormalities	0.2766315146698407
Fanconi Anemia	Intestinal Polyposis	0.30314250219558564
Fanconi Anemia	Abruptio Placentae	0.10005119934189922
Fanconi Anemia	Heroin Dependence	0.21616262284007945
Fanconi Anemia	Glycogen Storage Disease	0.15100249232945145
Fanconi Anemia	Hernia, Umbilical	0.1952269439027118
Fanconi Anemia	Gonadal Dysgenesis, 46,XX	0.13864900381644044
Fanconi Anemia	Gonadal Dysgenesis, 46,XY	0.31188502479910274
Fanconi Anemia	Corneal Dystrophies, Hereditary	0.16139042459523503
Fanconi Anemia	Alopecia	0.1512523455055625
Fanconi Anemia	Anemia, Sideroblastic	0.21156673064372475
Fanconi Anemia	Retinitis Pigmentosa	0.1816176467261267
Fanconi Anemia	Primary Myelofibrosis	0.1283386679552139
Fanconi Anemia	Keratosis	0.1016931459122023
Fanconi Anemia	Optic Neuropathy, Ischemic	0.10410153754761531
Fanconi Anemia	Xanthomatosis	0.2300404296487664
Fanconi Anemia	Lymphopenia	0.1436756623462775
Fanconi Anemia	Thrombocytopenia	0.1119263156228877
Fanconi Anemia	Leukemia, T-Cell	0.10279191979610951
Fanconi Anemia	Hypergammaglobulinemia	0.10105558942406896
Fanconi Anemia	Thrombocytosis	0.14942181965983967
Fanconi Anemia	Vitamin A Deficiency	0.1582263042446897
Panic Disorder	Bipolar Disorder	0.18382353429566528
Panic Disorder	Respiratory Distress Syndrome, Adult	0.13690703409312244
Panic Disorder	Lung Diseases, Obstructive	0.18802694713221102
Panic Disorder	Myocardial Stunning	0.16682966492238444
Panic Disorder	Hypertension, Pulmonary	0.10514911490573911
Panic Disorder	Psychoses, Substance-Induced	0.10304012865809366
Panic Disorder	Glioblastoma	0.13957036619502014
Panic Disorder	Lymphoma, B-Cell	0.16433070266595534
Panic Disorder	Aortic Stenosis, Supravalvular	0.20215242690804835
Panic Disorder	Tobacco Use Disorder	0.16680070835698443
Panic Disorder	Anemia, Sickle Cell	0.19945573997083707
Panic Disorder	Cardiomyopathy, Hypertrophic, Familial	0.16900480637217094
Panic Disorder	Narcolepsy	0.17154907495837818
Panic Disorder	Psychotic Disorders	0.13633344084789661
Panic Disorder	Cocaine-Related Disorders	0.2643629949363559
Panic Disorder	Moyamoya Disease	0.4614786341567717
Panic Disorder	Vestibular Diseases	0.1495190502955757
Panic Disorder	Epidermal Cyst	0.10304137565015305
Panic Disorder	Lung Diseases, Interstitial	0.14135568931332126
Panic Disorder	Substance-Related Disorders	0.20285471153464782
Panic Disorder	Hemangiosarcoma	0.10623538108113063
Panic Disorder	Agricultural Workers' Diseases	0.10281206020276136
Panic Disorder	Pulmonary Emphysema	0.3440188899449435
Panic Disorder	Aneurysm, Dissecting	0.24758170738882193
Panic Disorder	Persistent Fetal Circulation Syndrome	0.26625769549850603
Panic Disorder	Prion Diseases	0.127105311770185
Panic Disorder	Spinocerebellar Ataxias	0.13883080619348892
Panic Disorder	Epilepsy, Complex Partial	0.2483335919478021
Panic Disorder	Aortic Aneurysm, Thoracic	0.20184781571316826
Panic Disorder	Schizophrenia	0.12118872109270311
Panic Disorder	Mesothelioma	0.20607127993047594
Panic Disorder	Depressive Disorder	0.2508114409635015
Panic Disorder	Calcinosis	0.12476778488376017
Panic Disorder	Erectile Dysfunction	0.13656656351059143
Panic Disorder	Eosinophilic Esophagitis	0.23905629447351281
Panic Disorder	Pulmonary Embolism	0.2946656803279352
Panic Disorder	Pulmonary Veno-Occlusive Disease	0.12428809868485818
Panic Disorder	Medulloblastoma	0.10987009664475378
Panic Disorder	Respiratory Hypersensitivity	0.13039459441907658
Panic Disorder	Amphetamine-Related Disorders	0.10593130504374734
Panic Disorder	Cardiomyopathy, Dilated	0.12094011365477918
Panic Disorder	Sexual Dysfunctions, Psychological	0.20544718945268992
Panic Disorder	Infertility	0.11957219917382221
Panic Disorder	Tietze's Syndrome	0.29836236927570664
Panic Disorder	Mood Disorders	0.23662131046387086
Panic Disorder	Death, Sudden, Cardiac	0.1043496296409788
Panic Disorder	Neuroectodermal Tumors	0.1685606116395679
Panic Disorder	Hypereosinophilic Syndrome	0.14494767482649562
Panic Disorder	Liver Failure, Acute	0.19813320675996604
Panic Disorder	Neoplasms, Second Primary	0.10401462943700483
Panic Disorder	Lymphoma, Large B-Cell, Diffuse	0.11145023243025544
Panic Disorder	Acidosis, Lactic	0.3145642187541523
Panic Disorder	Substance Withdrawal Syndrome	0.15770444805625777
Panic Disorder	Depression, Postpartum	0.16071002075403795
Panic Disorder	Pulmonary Fibrosis	0.1834047398097703
Panic Disorder	Hernia, Diaphragmatic	0.16933568298975088
Panic Disorder	Hyperkalemia	0.12432635786149729
Panic Disorder	Astrocytoma	0.16190804466964548
Panic Disorder	Rett Syndrome	0.5197349703176943
Panic Disorder	Pheochromocytoma	0.1575936582404396
Panic Disorder	Glycogen Storage Disease	0.2264632894412674
Panic Disorder	Idiopathic Pulmonary Fibrosis	0.18155858868072314
Panic Disorder	Angelman Syndrome	0.1081628949979962
Panic Disorder	Cluster Headache	0.17427999146176035
Panic Disorder	Heat Stress Disorders	0.13960556016785358
Panic Disorder	Depressive Disorder, Major	0.21766887569996557
Panic Disorder	Aortic Aneurysm	0.22302492070021535
Panic Disorder	Persian Gulf Syndrome	0.16088987987186373
Panic Disorder	Cardiomyopathy, Hypertrophic	0.11167627751596725
Panic Disorder	Sarcoma, Synovial	0.1451589598395061
Panic Disorder	Lewy Body Disease	0.10473903602664811
Panic Disorder	Emphysema	0.3361847521901003
Liver Diseases, Alcoholic	Respiratory Distress Syndrome, Adult	0.24417385357205484
Liver Diseases, Alcoholic	Lung Diseases, Obstructive	0.21624885351743026
Liver Diseases, Alcoholic	Disorders of Sex Development	0.2979037256116107
Liver Diseases, Alcoholic	Neurotoxicity Syndromes	0.1448941612026926
Liver Diseases, Alcoholic	Scleroderma, Localized	0.11466617416736648
Liver Diseases, Alcoholic	Lipid Metabolism, Inborn Errors	0.10722691540959992
Liver Diseases, Alcoholic	Hypoxia-Ischemia, Brain	0.1360596805486829
Liver Diseases, Alcoholic	Tobacco Use Disorder	0.4056752856903851
Liver Diseases, Alcoholic	Anemia, Sickle Cell	0.19769762199975763
Liver Diseases, Alcoholic	Aortic Aneurysm, Abdominal	0.1153462346840074
Liver Diseases, Alcoholic	Hemorrhage	0.16555561884287456
Liver Diseases, Alcoholic	Metabolic Diseases	0.5187061351627337
Liver Diseases, Alcoholic	Carbon Tetrachloride Poisoning	0.36999544310330057
Liver Diseases, Alcoholic	Ichthyosis, Lamellar	0.10426085445908491
Liver Diseases, Alcoholic	Sudden Infant Death	0.1372513978854241
Liver Diseases, Alcoholic	Gastrointestinal Stromal Tumors	0.14447740093834324
Liver Diseases, Alcoholic	Hyperlipoproteinemias	0.46183912826087825
Liver Diseases, Alcoholic	Failure to Thrive	0.4145512331499529
Liver Diseases, Alcoholic	Cardiomegaly	0.40811154404229244
Liver Diseases, Alcoholic	Arteriosclerosis	0.33819103680337187
Liver Diseases, Alcoholic	Pulmonary Emphysema	0.19186452004193877
Liver Diseases, Alcoholic	Colonic Polyps	0.17114699462720606
Liver Diseases, Alcoholic	Polycythemia	0.27556412176971795
Liver Diseases, Alcoholic	Facial Dermatoses	0.10074643929863072
Liver Diseases, Alcoholic	Fibrosis	0.3875193325567416
Liver Diseases, Alcoholic	Testicular Diseases	0.33214415950374215
Liver Diseases, Alcoholic	Precancerous Conditions	0.442810939837638
Liver Diseases, Alcoholic	Anemia, Iron-Deficiency	0.32071003610540566
Liver Diseases, Alcoholic	Lung Injury	0.12054582365069341
Liver Diseases, Alcoholic	Drug Toxicity	0.12113908706087084
Liver Diseases, Alcoholic	Calcinosis	0.14034715510283713
Liver Diseases, Alcoholic	Pulmonary Embolism	0.15169469857045256
Liver Diseases, Alcoholic	Thrombosis	0.15004926435275487
Liver Diseases, Alcoholic	Abnormalities, Drug-Induced	0.2504062873960934
Liver Diseases, Alcoholic	Diabetes Mellitus	0.4650706873141269
Liver Diseases, Alcoholic	Periodontitis	0.15556874146837496
Liver Diseases, Alcoholic	Hypogonadism	0.16988629413502349
Liver Diseases, Alcoholic	Venous Thrombosis	0.3244911983913636
Liver Diseases, Alcoholic	Diabetic Angiopathies	0.1357043522629076
Liver Diseases, Alcoholic	Cardiomyopathy, Dilated	0.11402268178851793
Liver Diseases, Alcoholic	Liver Cirrhosis, Experimental	0.44486884853325076
Liver Diseases, Alcoholic	Blood Coagulation Disorders	0.13006265573593834
Liver Diseases, Alcoholic	Splenomegaly	0.22068131812957734
Liver Diseases, Alcoholic	Pre-Eclampsia	0.1088408972419441
Liver Diseases, Alcoholic	Fractures, Bone	0.17803433774849095
Liver Diseases, Alcoholic	Hyperlipoproteinemia Type II	0.3765984007711931
Liver Diseases, Alcoholic	Hypospadias	0.30599416825240244
Liver Diseases, Alcoholic	Cryptorchidism	0.22634623562738676
Liver Diseases, Alcoholic	Acidosis, Lactic	0.2847717282613698
Liver Diseases, Alcoholic	Pulmonary Fibrosis	0.17101531596205471
Liver Diseases, Alcoholic	Hernia, Diaphragmatic	0.1715434896990219
Liver Diseases, Alcoholic	Thromboembolism	0.26792318139298665
Liver Diseases, Alcoholic	Glycogen Storage Disease	0.15010376082552682
Liver Diseases, Alcoholic	Idiopathic Pulmonary Fibrosis	0.1609404167885361
Liver Diseases, Alcoholic	Facies	0.1427172083720881
Liver Diseases, Alcoholic	Hernia, Umbilical	0.10007650417523342
Liver Diseases, Alcoholic	Pancreatic Diseases	0.32352263924428737
Liver Diseases, Alcoholic	Heat Stress Disorders	0.17401727957799482
Liver Diseases, Alcoholic	Dyslipidemias	0.525376748789038
Liver Diseases, Alcoholic	Lymphopenia	0.15109146462674128
Liver Diseases, Alcoholic	Graft vs Host Disease	0.21897778277284663
Liver Diseases, Alcoholic	Emphysema	0.2035540942985242
Liver Diseases, Alcoholic	Vitamin A Deficiency	0.26876428072474057
Aphakia	Refractive Errors	0.3941540253436681
Aphakia	Hyperopia	0.2652353184164679
Aphakia	Aniridia	0.510265942896137
Chromosome Aberrations	Muscle Hypotonia	0.15643365915520388
Chromosome Aberrations	Intestinal Polyps	0.13921429107141098
Chromosome Aberrations	Nails, Malformed	0.8502493701922077
Chromosome Aberrations	Macrocephaly	0.9014701983237529
Chromosome Aberrations	Fibrous Dysplasia, Polyostotic	0.15529892579702223
Chromosome Aberrations	Urogenital Abnormalities	0.3055681300918465
Chromosome Aberrations	Rubinstein-Taybi Syndrome	0.839743835024082
Chromosome Aberrations	Anodontia	0.5371492095946884
Chromosome Aberrations	Orofaciodigital Syndromes	0.8806942755844788
Chromosome Aberrations	Asperger Syndrome	0.18973084567726434
Chromosome Aberrations	Musculoskeletal Abnormalities	0.57229655482051
Chromosome Aberrations	Mental Retardation, X-Linked	0.36475015278846806
Chromosome Aberrations	Keratoderma, Palmoplantar	0.3557640202930942
Chromosome Aberrations	Failure to Thrive	0.1790580380464392
Chromosome Aberrations	Lissencephaly	0.5539372263501388
Chromosome Aberrations	Limb Deformities, Congenital	0.5514547731271742
Chromosome Aberrations	Waardenburg's Syndrome	0.15386354180640086
Chromosome Aberrations	Williams Syndrome	0.43172956124056905
Chromosome Aberrations	Neoplasms, Radiation-Induced	0.10507730723394276
Chromosome Aberrations	Niemann-Pick Diseases	0.3541001605328458
Chromosome Aberrations	Acanthosis Nigricans	0.1141443483683359
Chromosome Aberrations	Ectromelia	0.4914000284269363
Chromosome Aberrations	von Hippel-Lindau Disease	0.12555738243385317
Chromosome Aberrations	Albinism, Ocular	0.14744811071121308
Chromosome Aberrations	Hypertelorism	0.8666495235332126
Chromosome Aberrations	Sea-Blue Histiocyte Syndrome	0.19416678927556347
Chromosome Aberrations	Myopathies, Structural, Congenital	0.10645889783910978
Chromosome Aberrations	Metal Metabolism, Inborn Errors	0.6035260869919685
Chromosome Aberrations	Noonan Syndrome	0.6544922052102913
Chromosome Aberrations	Hypertrophy	0.12091342743597416
Chromosome Aberrations	Eye Diseases, Hereditary	0.392592775232538
Chromosome Aberrations	Telangiectasis	0.3283433554260994
Chromosome Aberrations	Anus, Imperforate	0.12829033637943127
Chromosome Aberrations	Polydactyly	0.8957366886608882
Chromosome Aberrations	Xeroderma Pigmentosum	0.9387297623855284
Chromosome Aberrations	Hand Deformities, Congenital	0.8825673672964801
Chromosome Aberrations	Motor Skills Disorders	0.3226545304406915
Chromosome Aberrations	Colorectal Neoplasms, Hereditary Nonpolyposis	0.2615516054986967
Chromosome Aberrations	Muscular Dystrophy, Facioscapulohumeral	0.24259490504864584
Chromosome Aberrations	Hereditary Central Nervous System Demyelinating Diseases	0.16387981580507432
Chromosome Aberrations	Chromosome Breakage	0.9654717866312468
Chromosome Aberrations	Exostoses, Multiple Hereditary	0.8797201851389257
Chromosome Aberrations	Periventricular Nodular Heterotopia	0.4596144240052317
Chromosome Aberrations	Hypospadias	0.654983083492671
Chromosome Aberrations	Androgen-Insensitivity Syndrome	0.22399010807386857
Chromosome Aberrations	Pulmonary Valve Stenosis	0.265352493909176
Chromosome Aberrations	Neurofibromatosis 1	0.22106985915241867
Chromosome Aberrations	Genetic Diseases, X-Linked	0.4496732869678717
Chromosome Aberrations	Eye Abnormalities	0.6463603080826517
Chromosome Aberrations	Rett Syndrome	0.5496553773737854
Chromosome Aberrations	Facies	0.10962066907046383
Chromosome Aberrations	Hernia, Umbilical	0.16427632344557566
Chromosome Aberrations	Gonadal Dysgenesis, 46,XY	0.6066646592331277
Chromosome Aberrations	Corneal Dystrophies, Hereditary	0.23119675203262965
Chromosome Aberrations	Retinitis Pigmentosa	0.31281363716247135
Chromosome Aberrations	Keratosis	0.15805944795941745
Chromosome Aberrations	Foot Deformities, Congenital	0.7842873760696621
Chromosome Aberrations	Atrophy	0.12437555214340551
Hypobetalipoproteinemias	Kuru	0.35783592039928486
Hypobetalipoproteinemias	Orofaciodigital Syndromes	0.5303757341868008
Hypobetalipoproteinemias	Leukoencephalopathies	0.34733028801686217
Hypobetalipoproteinemias	Hereditary Central Nervous System Demyelinating Diseases	0.3939403821660841
Hypobetalipoproteinemias	Periventricular Nodular Heterotopia	0.27310194115885994
Hypobetalipoproteinemias	Choroideremia	0.21624478961041563
Hypobetalipoproteinemias	Hyper-IgM Immunodeficiency Syndrome	0.22004526191658094
Vaginal Neoplasms	Rubinstein-Taybi Syndrome	0.13356844614290184
Vaginal Neoplasms	Neoplasms, Radiation-Induced	0.12464119418033279
Vaginal Neoplasms	Opioid-Related Disorders	0.12181406528693639
Severe Combined Immunodeficiency	Duodenal Diseases	0.10615842084914394
Severe Combined Immunodeficiency	Esophageal Neoplasms	0.10353380707610607
Severe Combined Immunodeficiency	Leukemia, Myeloid, Acute	0.27546993798496244
Severe Combined Immunodeficiency	Common Variable Immunodeficiency	0.5481978901552053
Severe Combined Immunodeficiency	Eczema	0.11995688258363718
Severe Combined Immunodeficiency	Skin Diseases	0.1237881670429824
Severe Combined Immunodeficiency	Scleroderma, Localized	0.1561547590576935
Severe Combined Immunodeficiency	Hypoproteinemia	0.19874354265473393
Severe Combined Immunodeficiency	Intestinal Polyps	0.22893389509741013
Severe Combined Immunodeficiency	Lymphoma, T-Cell	0.4430960348626159
Severe Combined Immunodeficiency	Hodgkin Disease	0.25073961526096394
Severe Combined Immunodeficiency	Leukemia, Lymphoid	0.3308851367271366
Severe Combined Immunodeficiency	Granuloma	0.2003053948226057
Severe Combined Immunodeficiency	Immunologic Deficiency Syndromes	0.6850948025913491
Severe Combined Immunodeficiency	Neuroendocrine Tumors	0.23527369187829564
Severe Combined Immunodeficiency	Uterine Cervical Neoplasms	0.21657134439483974
Severe Combined Immunodeficiency	Lymphoma, B-Cell	0.2791097286242831
Severe Combined Immunodeficiency	Tracheoesophageal Fistula	0.18746709251694774
Severe Combined Immunodeficiency	Eosinophilia	0.4689128165780237
Severe Combined Immunodeficiency	Agammaglobulinemia	0.6299153071779124
Severe Combined Immunodeficiency	Rhinitis	0.13935065647413686
Severe Combined Immunodeficiency	Leukemia, Promyelocytic, Acute	0.16555029763426288
Severe Combined Immunodeficiency	Asthma	0.19912313054677175
Severe Combined Immunodeficiency	Colitis, Ulcerative	0.33287853497970166
Severe Combined Immunodeficiency	Precursor Cell Lymphoblastic Leukemia-Lymphoma	0.2194228151115362
Severe Combined Immunodeficiency	Hemorrhage	0.10212739746412842
Severe Combined Immunodeficiency	Hypothyroidism	0.10216472685082871
Severe Combined Immunodeficiency	Carcinoma, Basal Cell	0.11660022227780428
Severe Combined Immunodeficiency	Carcinoma, Small Cell	0.15395997162526062
Severe Combined Immunodeficiency	Thyroid Neoplasms	0.2737999548712332
Severe Combined Immunodeficiency	Hepatitis C, Chronic	0.20836418026840875
Severe Combined Immunodeficiency	Epidermal Necrolysis, Toxic	0.1824494913882432
Severe Combined Immunodeficiency	Neoplasms, Germ Cell and Embryonal	0.13759065390278155
Severe Combined Immunodeficiency	Carcinoma, Hepatocellular	0.18861020784578778
Severe Combined Immunodeficiency	Sarcoma, Kaposi	0.2686771934830669
Severe Combined Immunodeficiency	Intestinal Neoplasms	0.287749372613324
Severe Combined Immunodeficiency	Hereditary Autoinflammatory Diseases	0.31843607771165106
Severe Combined Immunodeficiency	Influenza, Human	0.2818243595673875
Severe Combined Immunodeficiency	Lung Diseases, Interstitial	0.2241526491871298
Severe Combined Immunodeficiency	Lymphoma, Non-Hodgkin	0.37959370542184157
Severe Combined Immunodeficiency	Leukopenia	0.21592038165548225
Severe Combined Immunodeficiency	Leukemia, Monocytic, Acute	0.14786207614661034
Severe Combined Immunodeficiency	Respiration Disorders	0.11447817803866779
Severe Combined Immunodeficiency	Tuberculosis, Bovine	0.1307387858196543
Severe Combined Immunodeficiency	Sinusitis	0.10960787292194007
Severe Combined Immunodeficiency	Gaucher Disease	0.38179111433440227
Severe Combined Immunodeficiency	Hyponatremia	0.10477890763884146
Severe Combined Immunodeficiency	Failure to Thrive	0.2612810277770513
Severe Combined Immunodeficiency	Autoimmune Diseases	0.38087646917818485
Severe Combined Immunodeficiency	Mycobacterium Infections	0.2247048381253687
Severe Combined Immunodeficiency	Anus Neoplasms	0.17382454621276608
Severe Combined Immunodeficiency	Hypersensitivity	0.2823194884826012
Severe Combined Immunodeficiency	Carcinoma, Medullary	0.28671388919745305
Severe Combined Immunodeficiency	Colonic Polyps	0.2333766209643188
Severe Combined Immunodeficiency	Scleroderma, Systemic	0.2342430702483395
Severe Combined Immunodeficiency	Growth Disorders	0.12621813263621934
Severe Combined Immunodeficiency	Pneumococcal Infections	0.1755900042843478
Severe Combined Immunodeficiency	Leukemia, Myeloid	0.38680978970123114
Severe Combined Immunodeficiency	Cytomegalovirus Infections	0.4181259599220774
Severe Combined Immunodeficiency	Neoplasm Recurrence, Local	0.17223386092282014
Severe Combined Immunodeficiency	Blood Protein Disorders	0.4011143939804855
Severe Combined Immunodeficiency	Exanthema	0.15876488624831772
Severe Combined Immunodeficiency	Lymphoproliferative Disorders	0.6716540322733177
Severe Combined Immunodeficiency	Carcinoma, Non-Small-Cell Lung	0.20442261174326568
Severe Combined Immunodeficiency	Lymphoma, Follicular	0.38096701861085486
Severe Combined Immunodeficiency	Burkitt Lymphoma	0.1431211964595377
Severe Combined Immunodeficiency	Contracture	0.13285641313129198
Severe Combined Immunodeficiency	Carcinoma	0.24906766563694158
Severe Combined Immunodeficiency	Papilloma	0.1389658929145821
Severe Combined Immunodeficiency	Vitiligo	0.1879462207803956
Severe Combined Immunodeficiency	Myeloproliferative Disorders	0.15378696750539864
Severe Combined Immunodeficiency	Pulmonary Alveolar Proteinosis	0.13771067935204498
Severe Combined Immunodeficiency	Lymphoma	0.5093078968922502
Severe Combined Immunodeficiency	Cecal Neoplasms	0.1217810254069327
Severe Combined Immunodeficiency	Lung Neoplasms	0.17273217613899017
Severe Combined Immunodeficiency	Hepatitis B	0.1284801786916144
Severe Combined Immunodeficiency	Hepatitis C	0.3290696131439254
Severe Combined Immunodeficiency	Hair Diseases	0.11533765610628734
Severe Combined Immunodeficiency	Drug Hypersensitivity	0.19034367317310108
Severe Combined Immunodeficiency	Cystic Fibrosis	0.253245476943817
Severe Combined Immunodeficiency	Urinary Bladder Neoplasms	0.1030023816117964
Severe Combined Immunodeficiency	Osteogenesis Imperfecta	0.10563562461171741
Severe Combined Immunodeficiency	Precancerous Conditions	0.15938142142730574
Severe Combined Immunodeficiency	Job's Syndrome	0.5371806351678466
Severe Combined Immunodeficiency	Histiocytoma	0.1193628879081492
Severe Combined Immunodeficiency	Spherocytosis, Hereditary	0.16426916651756268
Severe Combined Immunodeficiency	von Willebrand Diseases	0.10236838124715757
Severe Combined Immunodeficiency	Genital Neoplasms, Female	0.11830868123660061
Severe Combined Immunodeficiency	Abdominal Neoplasms	0.1229562789334414
Severe Combined Immunodeficiency	Adenocarcinoma	0.2054495840075234
Severe Combined Immunodeficiency	Bacteremia	0.30982514933734884
Severe Combined Immunodeficiency	Malaria	0.28960082085198896
Severe Combined Immunodeficiency	Cough	0.21283755009054975
Severe Combined Immunodeficiency	Oral Ulcer	0.2375890600787286
Severe Combined Immunodeficiency	AIDS-Related Opportunistic Infections	0.410867382881203
Severe Combined Immunodeficiency	Neutropenia	0.22678049668164088
Severe Combined Immunodeficiency	Arthritis, Juvenile Rheumatoid	0.17429882263065813
Severe Combined Immunodeficiency	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0.22286243820252374
Severe Combined Immunodeficiency	Melanoma	0.13803202957223143
Severe Combined Immunodeficiency	Kidney Neoplasms	0.19823113755639904
Severe Combined Immunodeficiency	Venous Thrombosis	0.13370645579027873
Severe Combined Immunodeficiency	Bronchial Hyperreactivity	0.22345659576151286
