Source,Target,Relation Type,Weight
MESH:D018288,Hoarseness,disease-symptom,4.43225
MESH:D009456,Hoarseness,disease-symptom,2.21613
MESH:D009101,Hoarseness,disease-symptom,4.43225
MESH:D001943,Hoarseness,disease-symptom,2.21613
MESH:D013274,Hoarseness,disease-symptom,2.21613
MESH:D010051,Hoarseness,disease-symptom,4.43225
MESH:D008175,Hoarseness,disease-symptom,13.2968
MESH:D008180,Hoarseness,disease-symptom,15.5129
MESH:D015470,Oral_Manifestations,disease-symptom,9.32888
MESH:D009456,Oral_Manifestations,disease-symptom,13.0604
MESH:D009101,Oral_Manifestations,disease-symptom,9.32888
MESH:D008175,Oral_Manifestations,disease-symptom,1.86578
MESH:D004613,Oral_Manifestations,disease-symptom,3.73155
MESH:D001260,Oral_Manifestations,disease-symptom,1.86578
MESH:D000741,Oral_Manifestations,disease-symptom,9.32888
MESH:D011087,Oral_Manifestations,disease-symptom,1.86578
MESH:D008180,Oral_Manifestations,disease-symptom,7.46311
MESH:D015470,Oral_Hemorrhage,disease-symptom,23.1832
MESH:D008415,Oral_Hemorrhage,disease-symptom,2.57591
MESH:D006528,Oral_Hemorrhage,disease-symptom,10.3036
MESH:D009101,Oral_Hemorrhage,disease-symptom,12.8796
MESH:D008258,Oral_Hemorrhage,disease-symptom,2.57591
MESH:D011471,Oral_Hemorrhage,disease-symptom,12.8796
MESH:D000741,Oral_Hemorrhage,disease-symptom,12.8796
MESH:D014923,Oral_Hemorrhage,disease-symptom,2.57591
MESH:D011087,Oral_Hemorrhage,disease-symptom,12.8796
MESH:D008180,Oral_Hemorrhage,disease-symptom,5.15182
MESH:D054198,Abdominal_Pain,disease-symptom,11.0303
MESH:D015464,Abdominal_Pain,disease-symptom,1.69697
MESH:D015470,Abdominal_Pain,disease-symptom,6.78787
MESH:D015473,Abdominal_Pain,disease-symptom,3.39393
MESH:D009396,Abdominal_Pain,disease-symptom,4.24242
MESH:D008415,Abdominal_Pain,disease-symptom,1.69697
MESH:D012516,Abdominal_Pain,disease-symptom,1.69697
MESH:D005910,Abdominal_Pain,disease-symptom,1.69697
MESH:D008527,Abdominal_Pain,disease-symptom,0.848484
MESH:D011125,Abdominal_Pain,disease-symptom,7.63635
MESH:D006528,Abdominal_Pain,disease-symptom,28.8484
MESH:D018288,Abdominal_Pain,disease-symptom,6.78787
MESH:D009456,Abdominal_Pain,disease-symptom,8.48484
MESH:D009101,Abdominal_Pain,disease-symptom,2.54545
MESH:D001943,Abdominal_Pain,disease-symptom,9.33332
MESH:D046152,Abdominal_Pain,disease-symptom,23.7575
MESH:D015179,Abdominal_Pain,disease-symptom,33.0909
MESH:D013274,Abdominal_Pain,disease-symptom,50.909
MESH:D010190,Abdominal_Pain,disease-symptom,123.879
MESH:D010051,Abdominal_Pain,disease-symptom,108.606
MESH:D008175,Abdominal_Pain,disease-symptom,19.5151
MESH:D011471,Abdominal_Pain,disease-symptom,4.24242
MESH:D001749,Abdominal_Pain,disease-symptom,6.78787
MESH:D009634,Abdominal_Pain,disease-symptom,0.848484
MESH:D006502,Abdominal_Pain,disease-symptom,8.48484
MESH:D002538,Abdominal_Pain,disease-symptom,0.848484
MESH:D000741,Abdominal_Pain,disease-symptom,0.848484
MESH:D009190,Abdominal_Pain,disease-symptom,4.24242
MESH:D011087,Abdominal_Pain,disease-symptom,5.0909
MESH:D055728,Abdominal_Pain,disease-symptom,2.54545
MESH:D017681,Abdominal_Pain,disease-symptom,3.39393
MESH:D019851,Abdominal_Pain,disease-symptom,1.69697
MESH:D010505,Abdominal_Pain,disease-symptom,51.7575
MESH:D008180,Abdominal_Pain,disease-symptom,38.1818
MESH:D017492,Abdominal_Pain,disease-symptom,1.69697
MESH:D017074,Abdominal_Pain,disease-symptom,0.848484
MESH:D054198,Abdomen__Acute,disease-symptom,7.188
MESH:D015470,Abdomen__Acute,disease-symptom,10.0632
MESH:D015473,Abdomen__Acute,disease-symptom,1.4376
MESH:D009396,Abdomen__Acute,disease-symptom,8.6256
MESH:D008527,Abdomen__Acute,disease-symptom,1.4376
MESH:D006528,Abdomen__Acute,disease-symptom,27.3144
MESH:D018288,Abdomen__Acute,disease-symptom,1.4376
MESH:D009456,Abdomen__Acute,disease-symptom,8.6256
MESH:D009101,Abdomen__Acute,disease-symptom,7.188
MESH:D001943,Abdomen__Acute,disease-symptom,5.7504
MESH:D046152,Abdomen__Acute,disease-symptom,10.0632
MESH:D015179,Abdomen__Acute,disease-symptom,1.4376
MESH:D013274,Abdomen__Acute,disease-symptom,15.8136
MESH:D010190,Abdomen__Acute,disease-symptom,33.0648
MESH:D010051,Abdomen__Acute,disease-symptom,87.6936
MESH:D008175,Abdomen__Acute,disease-symptom,23.0016
MESH:D001749,Abdomen__Acute,disease-symptom,10.0632
MESH:D009634,Abdomen__Acute,disease-symptom,1.4376
MESH:D006502,Abdomen__Acute,disease-symptom,5.7504
MESH:D000741,Abdomen__Acute,disease-symptom,1.4376
MESH:D000361,Abdomen__Acute,disease-symptom,2.8752
MESH:D011087,Abdomen__Acute,disease-symptom,8.6256
MESH:D055728,Abdomen__Acute,disease-symptom,2.8752
MESH:D017681,Abdomen__Acute,disease-symptom,2.8752
MESH:D019851,Abdomen__Acute,disease-symptom,2.8752
MESH:D010505,Abdomen__Acute,disease-symptom,34.5024
MESH:D008180,Abdomen__Acute,disease-symptom,54.6288
MESH:D011125,Colic,disease-symptom,2.13475
MESH:D006528,Colic,disease-symptom,6.40424
MESH:D001943,Colic,disease-symptom,6.40424
MESH:D046152,Colic,disease-symptom,2.13475
MESH:D013274,Colic,disease-symptom,4.26949
MESH:D010190,Colic,disease-symptom,6.40424
MESH:D010051,Colic,disease-symptom,6.40424
MESH:D011471,Colic,disease-symptom,4.26949
MESH:D001749,Colic,disease-symptom,2.13475
MESH:D010505,Colic,disease-symptom,2.13475
MESH:D008180,Colic,disease-symptom,2.13475
MESH:D054198,Arthralgia,disease-symptom,22.1595
MESH:D015464,Arthralgia,disease-symptom,1.4773
MESH:D015470,Arthralgia,disease-symptom,2.9546
MESH:D012516,Arthralgia,disease-symptom,10.3411
MESH:D008527,Arthralgia,disease-symptom,1.4773
MESH:D006528,Arthralgia,disease-symptom,1.4773
MESH:D018288,Arthralgia,disease-symptom,1.4773
MESH:D009456,Arthralgia,disease-symptom,1.4773
MESH:D009101,Arthralgia,disease-symptom,4.4319
MESH:D001943,Arthralgia,disease-symptom,57.6147
MESH:D013274,Arthralgia,disease-symptom,4.4319
MESH:D010051,Arthralgia,disease-symptom,8.8638
MESH:D008175,Arthralgia,disease-symptom,26.5914
MESH:D011471,Arthralgia,disease-symptom,1.4773
MESH:D008557,Arthralgia,disease-symptom,4.4319
MESH:D054990,Arthralgia,disease-symptom,1.4773
MESH:D052537,Arthralgia,disease-symptom,1.4773
MESH:D018860,Arthralgia,disease-symptom,1.4773
MESH:D014923,Arthralgia,disease-symptom,1.4773
MESH:D009190,Arthralgia,disease-symptom,1.4773
MESH:D017681,Arthralgia,disease-symptom,1.4773
MESH:D010505,Arthralgia,disease-symptom,14.773
MESH:D008180,Arthralgia,disease-symptom,54.6601
MESH:D017074,Arthralgia,disease-symptom,2.9546
MESH:D054198,Shoulder_Pain,disease-symptom,4.84085
MESH:D015473,Shoulder_Pain,disease-symptom,2.42043
MESH:D006528,Shoulder_Pain,disease-symptom,2.42043
MESH:D009456,Shoulder_Pain,disease-symptom,2.42043
MESH:D009101,Shoulder_Pain,disease-symptom,4.84085
MESH:D001943,Shoulder_Pain,disease-symptom,19.3634
MESH:D010190,Shoulder_Pain,disease-symptom,2.42043
MESH:D010051,Shoulder_Pain,disease-symptom,4.84085
MESH:D008175,Shoulder_Pain,disease-symptom,14.5226
MESH:D011471,Shoulder_Pain,disease-symptom,2.42043
MESH:D001749,Shoulder_Pain,disease-symptom,2.42043
MESH:D008557,Shoulder_Pain,disease-symptom,4.84085
MESH:D010505,Shoulder_Pain,disease-symptom,2.42043
MESH:D054198,Chest_Pain,disease-symptom,2.19912
MESH:D015464,Chest_Pain,disease-symptom,2.19912
MESH:D015473,Chest_Pain,disease-symptom,2.19912
MESH:D008415,Chest_Pain,disease-symptom,1.09956
MESH:D012516,Chest_Pain,disease-symptom,1.09956
MESH:D011125,Chest_Pain,disease-symptom,1.09956
MESH:D006528,Chest_Pain,disease-symptom,2.19912
MESH:D018288,Chest_Pain,disease-symptom,5.4978
MESH:D009456,Chest_Pain,disease-symptom,1.09956
MESH:D009101,Chest_Pain,disease-symptom,12.0952
MESH:D001943,Chest_Pain,disease-symptom,7.69693
MESH:D013274,Chest_Pain,disease-symptom,3.29868
MESH:D010190,Chest_Pain,disease-symptom,3.29868
MESH:D010051,Chest_Pain,disease-symptom,2.19912
MESH:D008175,Chest_Pain,disease-symptom,64.8741
MESH:D011471,Chest_Pain,disease-symptom,1.09956
MESH:D001749,Chest_Pain,disease-symptom,1.09956
MESH:D009634,Chest_Pain,disease-symptom,1.09956
MESH:D054990,Chest_Pain,disease-symptom,1.09956
MESH:D002538,Chest_Pain,disease-symptom,3.29868
MESH:D005199,Chest_Pain,disease-symptom,1.09956
MESH:D000361,Chest_Pain,disease-symptom,1.09956
MESH:D009190,Chest_Pain,disease-symptom,1.09956
MESH:D011087,Chest_Pain,disease-symptom,1.09956
MESH:D017681,Chest_Pain,disease-symptom,3.29868
MESH:D019851,Chest_Pain,disease-symptom,2.19912
MESH:D010505,Chest_Pain,disease-symptom,14.2943
MESH:D008180,Chest_Pain,disease-symptom,21.9912
MESH:D054198,Angina_Pectoris,disease-symptom,1.45268
MESH:D015464,Angina_Pectoris,disease-symptom,1.45268
MESH:D015470,Angina_Pectoris,disease-symptom,1.45268
MESH:D011125,Angina_Pectoris,disease-symptom,1.45268
MESH:D006528,Angina_Pectoris,disease-symptom,1.45268
MESH:D018288,Angina_Pectoris,disease-symptom,1.45268
MESH:D009456,Angina_Pectoris,disease-symptom,1.45268
MESH:D009101,Angina_Pectoris,disease-symptom,5.81073
MESH:D008258,Angina_Pectoris,disease-symptom,2.90537
MESH:D001943,Angina_Pectoris,disease-symptom,11.6215
MESH:D015179,Angina_Pectoris,disease-symptom,2.90537
MESH:D013274,Angina_Pectoris,disease-symptom,8.7161
MESH:D010051,Angina_Pectoris,disease-symptom,2.90537
MESH:D008175,Angina_Pectoris,disease-symptom,15.9795
MESH:D011471,Angina_Pectoris,disease-symptom,4.35805
MESH:D001749,Angina_Pectoris,disease-symptom,1.45268
MESH:D054990,Angina_Pectoris,disease-symptom,4.35805
MESH:D002538,Angina_Pectoris,disease-symptom,1.45268
MESH:D004916,Angina_Pectoris,disease-symptom,1.45268
MESH:D000741,Angina_Pectoris,disease-symptom,4.35805
MESH:D013922,Angina_Pectoris,disease-symptom,7.26342
MESH:D009190,Angina_Pectoris,disease-symptom,1.45268
MESH:D011087,Angina_Pectoris,disease-symptom,8.7161
MESH:D055728,Angina_Pectoris,disease-symptom,1.45268
MESH:D017681,Angina_Pectoris,disease-symptom,1.45268
MESH:D019851,Angina_Pectoris,disease-symptom,8.7161
MESH:D010505,Angina_Pectoris,disease-symptom,2.90537
MESH:D008180,Angina_Pectoris,disease-symptom,26.1483
MESH:D015470,Acute_Coronary_Syndrome,disease-symptom,2.59796
MESH:D009101,Acute_Coronary_Syndrome,disease-symptom,2.59796
MESH:D015179,Acute_Coronary_Syndrome,disease-symptom,2.59796
MESH:D010190,Acute_Coronary_Syndrome,disease-symptom,2.59796
MESH:D010051,Acute_Coronary_Syndrome,disease-symptom,5.19592
MESH:D008175,Acute_Coronary_Syndrome,disease-symptom,5.19592
MESH:D011087,Acute_Coronary_Syndrome,disease-symptom,2.59796
MESH:D019851,Acute_Coronary_Syndrome,disease-symptom,7.79388
MESH:D008180,Acute_Coronary_Syndrome,disease-symptom,5.19592
MESH:D015464,Angina__Unstable,disease-symptom,2.24256
MESH:D015470,Angina__Unstable,disease-symptom,2.24256
MESH:D012516,Angina__Unstable,disease-symptom,2.24256
MESH:D006528,Angina__Unstable,disease-symptom,6.72768
MESH:D018288,Angina__Unstable,disease-symptom,2.24256
MESH:D001943,Angina__Unstable,disease-symptom,2.24256
MESH:D015179,Angina__Unstable,disease-symptom,2.24256
MESH:D008175,Angina__Unstable,disease-symptom,6.72768
MESH:D006502,Angina__Unstable,disease-symptom,2.24256
MESH:D002538,Angina__Unstable,disease-symptom,2.24256
MESH:D013922,Angina__Unstable,disease-symptom,4.48512
MESH:D009190,Angina__Unstable,disease-symptom,4.48512
MESH:D019851,Angina__Unstable,disease-symptom,8.97024
MESH:D008180,Angina__Unstable,disease-symptom,6.72768
MESH:D006528,Angina_Pectoris__Variant,disease-symptom,3.26595
MESH:D018288,Angina_Pectoris__Variant,disease-symptom,3.26595
MESH:D001943,Angina_Pectoris__Variant,disease-symptom,3.26595
MESH:D008175,Angina_Pectoris__Variant,disease-symptom,13.0638
MESH:D015473,Earache,disease-symptom,2.81792
MESH:D018288,Earache,disease-symptom,2.81792
MESH:D009456,Earache,disease-symptom,2.81792
MESH:D009101,Earache,disease-symptom,2.81792
MESH:D001943,Earache,disease-symptom,2.81792
MESH:D008175,Earache,disease-symptom,16.9075
MESH:D001816,Earache,disease-symptom,2.81792
MESH:D008180,Earache,disease-symptom,2.81792
MESH:D012516,Toothache,disease-symptom,2.73058
MESH:D009101,Toothache,disease-symptom,2.73058
MESH:D001943,Toothache,disease-symptom,2.73058
MESH:D008175,Toothache,disease-symptom,2.73058
MESH:D009396,Flank_Pain,disease-symptom,3.14886
MESH:D010190,Flank_Pain,disease-symptom,3.14886
MESH:D008175,Flank_Pain,disease-symptom,3.14886
MESH:D000741,Flank_Pain,disease-symptom,3.14886
MESH:D008180,Flank_Pain,disease-symptom,3.14886
MESH:D010190,Glossalgia,disease-symptom,4.01662
MESH:D009190,Glossalgia,disease-symptom,4.01662
MESH:D006528,Pain__Postoperative,disease-symptom,3.35571
MESH:D018288,Pain__Postoperative,disease-symptom,1.67786
MESH:D009101,Pain__Postoperative,disease-symptom,1.67786
MESH:D001943,Pain__Postoperative,disease-symptom,48.6578
MESH:D015179,Pain__Postoperative,disease-symptom,8.38928
MESH:D013274,Pain__Postoperative,disease-symptom,3.35571
MESH:D010190,Pain__Postoperative,disease-symptom,13.4228
MESH:D010051,Pain__Postoperative,disease-symptom,5.03357
MESH:D008175,Pain__Postoperative,disease-symptom,10.0671
MESH:D011471,Pain__Postoperative,disease-symptom,20.1343
MESH:D001749,Pain__Postoperative,disease-symptom,10.0671
MESH:D000361,Pain__Postoperative,disease-symptom,1.67786
MESH:D019851,Pain__Postoperative,disease-symptom,1.67786
MESH:D017492,Pain__Postoperative,disease-symptom,1.67786
MESH:D015470,Pelvic_Pain,disease-symptom,2.04108
MESH:D012516,Pelvic_Pain,disease-symptom,2.04108
MESH:D005910,Pelvic_Pain,disease-symptom,2.04108
MESH:D018288,Pelvic_Pain,disease-symptom,2.04108
MESH:D009456,Pelvic_Pain,disease-symptom,2.04108
MESH:D001943,Pelvic_Pain,disease-symptom,2.04108
MESH:D046152,Pelvic_Pain,disease-symptom,4.08216
MESH:D015179,Pelvic_Pain,disease-symptom,2.04108
MESH:D010051,Pelvic_Pain,disease-symptom,75.5199
MESH:D011471,Pelvic_Pain,disease-symptom,20.4108
MESH:D001749,Pelvic_Pain,disease-symptom,14.2875
MESH:D008180,Pelvic_Pain,disease-symptom,2.04108
MESH:D010051,Dysmenorrhea,disease-symptom,22.0808
MESH:D001749,Dysmenorrhea,disease-symptom,2.7601
MESH:D000741,Dysmenorrhea,disease-symptom,2.7601
MESH:D019851,Dysmenorrhea,disease-symptom,2.7601
MESH:D008180,Dysmenorrhea,disease-symptom,2.7601
MESH:D001943,Reticulocytosis,disease-symptom,5.1693
MESH:D000741,Reticulocytosis,disease-symptom,5.1693
MESH:D013274,Aerophagy,disease-symptom,4.07069
MESH:D010190,Aerophagy,disease-symptom,4.07069
MESH:D054198,Anorexia,disease-symptom,10.9516
MESH:D015464,Anorexia,disease-symptom,1.82526
MESH:D015470,Anorexia,disease-symptom,14.6021
MESH:D009396,Anorexia,disease-symptom,1.82526
MESH:D012516,Anorexia,disease-symptom,1.82526
MESH:D005910,Anorexia,disease-symptom,5.47578
MESH:D006528,Anorexia,disease-symptom,29.2042
MESH:D018288,Anorexia,disease-symptom,29.2042
MESH:D009101,Anorexia,disease-symptom,10.9516
MESH:D001943,Anorexia,disease-symptom,69.3599
MESH:D046152,Anorexia,disease-symptom,1.82526
MESH:D015179,Anorexia,disease-symptom,40.1557
MESH:D013274,Anorexia,disease-symptom,85.7872
MESH:D010190,Anorexia,disease-symptom,65.7094
MESH:D010051,Anorexia,disease-symptom,20.0779
MESH:D008175,Anorexia,disease-symptom,136.895
MESH:D011471,Anorexia,disease-symptom,20.0779
MESH:D001749,Anorexia,disease-symptom,23.7284
MESH:D009634,Anorexia,disease-symptom,1.82526
MESH:D000741,Anorexia,disease-symptom,3.65052
MESH:D009190,Anorexia,disease-symptom,3.65052
MESH:D008180,Anorexia,disease-symptom,7.30104
MESH:D054198,Constipation,disease-symptom,4.78175
MESH:D015470,Constipation,disease-symptom,3.18783
MESH:D015473,Constipation,disease-symptom,1.59392
MESH:D005910,Constipation,disease-symptom,1.59392
MESH:D011125,Constipation,disease-symptom,3.18783
MESH:D018288,Constipation,disease-symptom,7.96958
MESH:D009456,Constipation,disease-symptom,3.18783
MESH:D009101,Constipation,disease-symptom,30.2844
MESH:D001943,Constipation,disease-symptom,23.9087
MESH:D046152,Constipation,disease-symptom,1.59392
MESH:D015179,Constipation,disease-symptom,39.8479
MESH:D013274,Constipation,disease-symptom,6.37566
MESH:D010190,Constipation,disease-symptom,3.18783
MESH:D010051,Constipation,disease-symptom,30.2844
MESH:D008175,Constipation,disease-symptom,27.0966
MESH:D011471,Constipation,disease-symptom,25.5026
MESH:D001749,Constipation,disease-symptom,1.59392
MESH:D009190,Constipation,disease-symptom,3.18783
MESH:D010505,Constipation,disease-symptom,3.18783
MESH:D008180,Constipation,disease-symptom,1.59392
MESH:D017492,Constipation,disease-symptom,1.59392
MESH:D054198,Diarrhea,disease-symptom,9.23188
MESH:D015464,Diarrhea,disease-symptom,9.23188
MESH:D015470,Diarrhea,disease-symptom,18.4638
MESH:D015473,Diarrhea,disease-symptom,0.923188
MESH:D008415,Diarrhea,disease-symptom,16.6174
MESH:D012516,Diarrhea,disease-symptom,0.923188
MESH:D005910,Diarrhea,disease-symptom,1.84638
MESH:D008527,Diarrhea,disease-symptom,0.923188
MESH:D011125,Diarrhea,disease-symptom,2.76956
MESH:D006528,Diarrhea,disease-symptom,21.2333
MESH:D018288,Diarrhea,disease-symptom,12.9246
MESH:D009456,Diarrhea,disease-symptom,7.38551
MESH:D009101,Diarrhea,disease-symptom,14.771
MESH:D008258,Diarrhea,disease-symptom,6.46232
MESH:D001943,Diarrhea,disease-symptom,62.7768
MESH:D046152,Diarrhea,disease-symptom,2.76956
MESH:D015179,Diarrhea,disease-symptom,177.252
MESH:D013274,Diarrhea,disease-symptom,60.9304
MESH:D010190,Diarrhea,disease-symptom,167.097
MESH:D010051,Diarrhea,disease-symptom,23.0797
MESH:D008175,Diarrhea,disease-symptom,118.168
MESH:D011471,Diarrhea,disease-symptom,72.9319
MESH:D001749,Diarrhea,disease-symptom,15.6942
MESH:D009634,Diarrhea,disease-symptom,1.84638
MESH:D054990,Diarrhea,disease-symptom,3.69275
MESH:D001260,Diarrhea,disease-symptom,1.84638
MESH:D004916,Diarrhea,disease-symptom,0.923188
MESH:D000741,Diarrhea,disease-symptom,1.84638
MESH:D014923,Diarrhea,disease-symptom,0.923188
MESH:D013922,Diarrhea,disease-symptom,0.923188
MESH:D000361,Diarrhea,disease-symptom,58.1609
MESH:D009190,Diarrhea,disease-symptom,8.30869
MESH:D055728,Diarrhea,disease-symptom,0.923188
MESH:D017681,Diarrhea,disease-symptom,4.61594
MESH:D019851,Diarrhea,disease-symptom,1.84638
MESH:D019871,Diarrhea,disease-symptom,0.923188
MESH:D011038,Diarrhea,disease-symptom,0.923188
MESH:D010505,Diarrhea,disease-symptom,9.23188
MESH:D008180,Diarrhea,disease-symptom,14.771
MESH:D017074,Diarrhea,disease-symptom,18.4638
MESH:D054198,Diarrhea__Infantile,disease-symptom,2.28125
MESH:D010190,Diarrhea__Infantile,disease-symptom,4.56249
MESH:D054990,Diarrhea__Infantile,disease-symptom,2.28125
MESH:D000741,Diarrhea__Infantile,disease-symptom,2.28125
MESH:D014923,Diarrhea__Infantile,disease-symptom,2.28125
MESH:D000361,Diarrhea__Infantile,disease-symptom,4.56249
MESH:D008415,Dyspepsia,disease-symptom,4.1641
MESH:D009456,Dyspepsia,disease-symptom,2.08205
MESH:D001943,Dyspepsia,disease-symptom,4.1641
MESH:D046152,Dyspepsia,disease-symptom,2.08205
MESH:D015179,Dyspepsia,disease-symptom,4.1641
MESH:D013274,Dyspepsia,disease-symptom,310.226
MESH:D010190,Dyspepsia,disease-symptom,12.4923
MESH:D010051,Dyspepsia,disease-symptom,6.24616
MESH:D008175,Dyspepsia,disease-symptom,2.08205
MESH:D000361,Dyspepsia,disease-symptom,2.08205
MESH:D017681,Dyspepsia,disease-symptom,2.08205
MESH:D013274,Eructation,disease-symptom,7.95581
MESH:D010190,Eructation,disease-symptom,3.97791
MESH:D001943,Flatulence,disease-symptom,3.13787
MESH:D015179,Flatulence,disease-symptom,3.13787
MESH:D013274,Flatulence,disease-symptom,6.27573
MESH:D010051,Flatulence,disease-symptom,15.6893
MESH:D011471,Flatulence,disease-symptom,15.6893
