genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
1569594_a_at,9147,NEMF,10.7127,10.514,10.4282,10.4484,10.6332,10.0539,10.4243,10.9376,10.4699,10.9303,10.7489,10.4904,10.7089,10.5349,10.8499,12.1313,10.3012,10.555,10.2688,11.3145,10.3657,9.82124,10.8145,10.6861,10.2616,10.0724,11.4513,10.5493,10.6725
1569600_at,8847,DLEU2,4.48193,4.28153,3.79965,3.84135,3.74732,4.02251,3.66377,3.70096,3.72636,4.05891,3.93862,3.91691,4.93491,4.11532,3.70937,3.83121,3.77655,3.77529,4.23584,3.89542,3.79341,4.3393,3.94257,3.9061,3.34945,4.86855,5.68308,4.07036,3.72692
1569601_at,,,8.9921,8.72026,8.78987,8.59531,8.37156,8.59288,8.55279,8.50873,8.7957,8.82778,8.53398,8.58782,8.86386,8.72673,8.6018,8.47362,8.72922,8.37944,8.88604,9.03363,8.72751,8.31244,8.64079,9.63061,8.44697,8.6934,8.75497,8.93851,8.51076
1569603_at,,,4.2729,4.35321,4.00059,5.20298,3.73184,7.44135,5.70182,3.89431,4.08715,4.3349,4.08671,4.28132,4.06947,4.29831,4.90455,5.21764,4.45278,3.91115,3.95177,3.88718,4.42323,5.83777,4.10908,4.10701,6.51353,6.70156,5.3849,4.28776,4.12678
1569604_at,100133612,LINC01134,3.54713,3.63602,3.31908,3.35823,3.15694,3.59292,3.36747,3.3611,3.39023,3.54014,3.52517,3.54831,3.54503,3.33079,3.32182,3.36058,3.35887,3.31362,3.8122,3.38454,3.45911,3.33042,3.57688,3.44165,3.13997,3.29427,3.84315,3.57492,3.43827
1569607_s_at,84210,ANKRD20A1,6.44722,6.47546,7.78459,5.13077,6.43388,6.90755,6.16825,6.96196,6.00456,8.23691,7.09169,6.93099,7.20059,7.27814,6.1079,5.61158,8.74765,6.70303,7.13198,5.64952,6.67388,5.67985,7.2824,7.5193,7.74192,5.06613,4.63029,6.65718,7.22467
1569608_x_at,,,4.11953,5.10929,4.72696,3.73628,3.61439,4.12284,4.62275,4.63983,4.66106,6.36243,4.01966,5.32123,5.59357,4.11634,4.34343,4.58365,4.55622,4.54603,5.67902,5.07499,4.57829,3.88321,5.01604,4.34776,3.77226,3.95805,3.98922,4.56776,4.74089
1569609_at,,AC092192.1,2.5821,2.60438,2.52724,2.53852,2.51486,2.58195,2.49777,2.47715,2.50733,2.56227,2.54592,2.55434,2.55366,2.57027,2.50774,2.53281,2.50013,2.51625,2.57447,2.5062,2.51862,2.51213,2.59685,2.52051,2.5219,2.59571,2.58798,2.54738,2.54045
1569617_at,23762,OSBP2,3.17342,3.2622,3.02704,3.01173,3.11092,3.36155,3.10337,3.11402,3.09459,3.24831,3.20152,3.21655,3.19599,3.33722,3.09061,3.09461,3.07273,3.08665,3.36383,3.17578,3.16872,3.04904,3.39997,3.0717,2.9662,3.26089,3.1361,3.07367,3.00943
1569629_x_at,389906,LOC389906,3.79828,4.05212,3.92602,4.08538,3.94585,4.21896,3.84601,3.79815,3.97824,4.11545,3.98442,3.9428,4.08809,3.97472,3.71472,4.16245,3.44044,3.92643,3.89771,3.87663,3.87555,3.78741,4.0348,3.82075,3.9212,3.61225,3.81836,4.05396,3.7437
1569641_at,,,3.10435,3.15383,3.01823,3.18535,3.02364,3.10962,3.20936,3.00388,3.10551,3.26057,3.1939,3.21682,3.28048,3.21512,3.15945,3.32669,3.4381,3.29936,3.10567,3.28494,3.34782,2.8652,3.35573,3.35902,3.26022,3.27626,3.36301,3.45141,3.39747
1569652_at,4300,MLLT3,6.97289,5.82025,6.93852,6.29817,6.50338,5.56376,6.85591,7.89103,7.6101,6.12306,5.28409,6.44485,7.00109,6.51578,6.57221,7.81782,6.92609,4.64899,7.08038,4.64644,5.67757,7.34716,5.97407,8.65702,6.48485,6.99621,4.10151,6.57471,4.89864
1569664_at,,,2.63695,2.89993,2.48357,2.42594,2.67695,2.82614,2.63179,2.61056,2.8995,3.09188,2.74101,2.73048,2.73024,2.89462,2.59365,2.6698,2.60993,2.6123,3.35913,3.1757,3.04711,2.49952,2.85777,2.5984,2.39621,3.77834,2.63132,2.51938,2.48188
1569665_at,,,2.7994,2.88568,2.55313,2.70784,2.52612,2.77074,2.53592,2.5268,2.6497,2.77264,2.71318,2.70262,2.6895,2.85748,2.49967,2.63922,2.74088,2.76754,2.65745,2.78302,2.65087,2.73807,2.76849,2.74619,2.6417,2.61388,2.62693,2.62438,2.65308
1569666_s_at,,,4.45333,5.74978,4.84302,5.62919,6.06659,5.33286,6.13845,5.35898,5.89852,5.54327,5.93763,5.73481,4.88538,6.23383,6.14022,5.27807,5.40137,5.3159,5.73389,6.09985,5.10495,5.14779,6.69543,5.16061,5.54321,5.38387,4.99952,4.36568,4.57047
1569679_at,64405,CDH22,4.40239,4.45654,4.33076,4.1707,4.38199,4.61716,4.45896,4.36731,4.37472,4.51619,4.42716,4.43503,4.42919,4.55267,4.36698,4.21394,4.21666,4.42876,4.49509,4.48427,4.48058,4.31935,4.46588,4.42386,4.36057,4.4982,4.49485,4.33157,4.33157
1569701_at,8863,PER3,6.14011,3.52954,3.90227,3.61082,6.28307,3.55747,5.74597,4.45551,3.79606,3.79995,3.71433,3.72386,3.89133,3.80782,4.03647,4.60651,5.03442,3.49145,3.61703,6.50498,6.39993,3.70733,3.64668,6.23647,7.13768,5.73407,4.42334,5.76281,3.51888
1569706_at,114803,MYSM1,5.202,4.90603,2.90085,4.65049,2.82287,3.08717,2.84234,5.55338,2.73591,3.01396,3.23692,3.23314,4.59045,2.54951,3.13184,3.20837,3.08725,3.09996,2.61006,3.10199,2.99338,2.90043,3.17734,4.51311,3.63183,3.31919,4.02874,3.14441,2.39406
1569714_at,64145,ZFYVE20,3.18304,3.22163,3.11206,3.02828,2.89923,2.84403,3.28238,4.28301,2.79783,3.90587,3.05687,3.07152,3.10515,3.19467,3.15824,2.9804,2.99196,2.67354,2.90319,2.84255,2.75039,2.58444,2.61149,2.59402,3.3583,3.20205,3.16225,3.22684,2.96837
1569760_at,,LRRC37A7P,3.35807,3.50887,3.03288,3.09804,3.13867,3.52412,3.07384,3.05651,3.13804,3.49556,3.33327,3.32832,3.29153,3.37909,3.08673,3.21051,3.18935,3.16394,3.76724,3.38222,3.2299,3.18982,3.49784,3.19859,3.01388,3.36307,3.38278,3.23369,3.11188
1569761_x_at,,LRRC37A7P,3.35687,3.53515,3.04391,3.18391,3.07576,3.44142,3.05404,2.98215,3.13554,3.37017,3.26718,3.27176,3.2078,3.36225,3.03179,3.16703,3.1533,3.10939,3.76656,3.36659,3.16001,3.20885,3.51985,3.20311,3.02512,3.29176,3.36295,3.26226,3.15914
1569768_at,,,3.27893,3.34836,3.03707,3.10546,3.07488,3.34611,3.03167,3.00099,3.07789,3.46385,3.26475,3.26344,3.23295,3.36774,3.08348,3.24954,3.16029,3.14293,3.40563,3.4665,3.13983,3.16264,3.44051,3.17651,3.03706,3.22342,3.36574,3.2934,3.17668
1569788_at,6489,ST8SIA1,3.84672,3.83644,3.55149,3.48371,4.03025,4.06696,3.6759,3.65811,3.64669,3.73082,3.88219,4.87585,3.92318,3.70041,3.67161,3.62015,3.77943,3.8153,3.69805,3.59308,3.60119,3.55238,3.5402,3.51967,3.84544,3.65721,3.66041,3.62094,3.55917
1569830_at,5788,PTPRC,2.75173,2.76473,2.66798,2.62364,3.26144,2.68106,2.58876,2.67876,2.49332,2.58206,2.80544,2.80703,2.80544,2.81408,2.75774,2.71009,2.65065,2.62697,2.79699,2.68822,3.24011,2.60205,2.62726,2.62479,4.16284,2.61881,2.60543,2.50396,2.98348
1569857_s_at,7174,TPP2,3.91271,4.01074,4.80813,4.01047,3.99719,4.25204,3.82383,4.83535,4.11857,4.30482,4.22347,4.23725,4.22862,4.3553,4.02996,4.41725,4.0465,4.15608,4.04137,4.26523,4.07374,4.16997,4.21826,4.27505,4.6751,3.95912,4.05713,4.32067,4.17729
1569867_at,197342,EME2,6.86025,6.14798,5.99214,5.38811,4.25679,6.91676,5.1074,4.43091,6.43405,5.59805,7.1654,4.93874,5.84108,5.1174,5.19197,6.62856,4.8111,6.89262,4.92131,5.46025,5.98605,4.01982,6.83493,5.88463,5.67584,5.57597,6.16422,5.09666,5.99179
1569868_s_at,197342,EME2,9.07348,8.20822,7.98206,6.63121,6.14732,8.82685,6.87021,6.11046,7.84104,6.96446,8.98513,6.65772,7.33593,6.72168,7.37213,8.16749,6.62517,8.26208,6.05889,7.68598,7.50822,6.57364,8.77888,8.48329,7.4861,7.18726,7.95056,7.28615,7.37616
1569871_at,64788,LMF1,1.66806,1.67274,1.58631,1.52396,1.35043,1.36356,1.28036,1.28011,1.20669,1.22319,1.34167,1.35746,1.35086,1.2762,1.27013,1.21058,1.5327,1.53818,1.48542,1.56759,1.46836,1.402,1.40438,1.4059,1.57192,1.51773,1.5128,1.44319,1.44185
1569872_a_at,64788,LMF1,2.76377,2.75689,2.994,2.55402,4.00181,2.60193,2.70881,2.77055,2.70786,2.73734,3.06245,5.55628,3.0706,3.14376,3.63246,3.20994,2.23814,4.24469,3.42346,2.66843,2.67563,2.52943,2.41337,2.40328,2.62735,2.78335,2.75442,2.81633,2.80057
1569894_at,55012,PPP2R3C,3.63349,4.4238,3.75463,3.62902,3.47647,3.74957,3.63207,3.58534,3.49938,3.85406,3.52768,3.60958,3.59515,3.84422,3.54935,3.95647,3.55075,3.53122,3.63612,3.67784,3.5478,3.52085,3.52521,3.68716,3.49483,3.62763,3.76046,3.67487,4.15557
1569904_x_at,,,3.57439,3.6517,3.39676,3.35173,3.34742,3.68923,3.40247,3.36971,3.36671,3.61639,3.50627,3.43041,3.48916,3.60441,3.37496,3.34086,3.34629,3.26442,3.75719,3.57419,3.37484,3.32767,3.46426,3.31868,3.1856,3.66542,3.48295,3.47752,3.33526
1569906_s_at,51230,PHF20,6.854,7.06119,7.19258,6.80637,6.42766,6.77889,6.37294,7.61474,6.82051,7.20666,4.71987,7.07717,6.73662,6.70511,6.62151,6.40027,6.54862,6.6347,6.01854,6.40549,6.63452,4.84623,4.94187,5.8422,6.80952,5.54913,6.78347,6.46282,7.21818
1569930_at,,,3.61933,3.22912,3.26225,3.78468,3.23799,3.19391,3.23173,4.31745,4.13405,3.08562,3.31699,3.33062,3.57676,3.51909,3.47294,3.29136,3.53403,3.51764,3.36542,3.44055,3.45007,3.51074,4.12047,3.50816,3.54881,3.45144,3.44642,3.47756,3.47611
1569934_at,80243,BC036055,3.74042,3.98058,3.57908,3.64312,3.5796,3.79652,3.5728,3.5549,3.59398,3.8931,3.70495,3.7191,3.70974,3.84821,3.53778,3.65127,3.56154,3.61287,4.25935,4.12482,3.67173,3.76893,4.00846,3.69274,3.50636,3.65056,3.85724,3.71403,3.56527
1569940_at,28968,SLC6A16,8.1251,6.62463,5.79203,3.62226,6.10485,3.9403,3.81272,3.66304,3.80224,4.8996,6.26866,4.38697,5.45148,4.12435,6.7167,3.97883,4.16313,4.55089,4.13691,5.13526,5.15253,5.45816,5.7886,4.0805,4.49228,5.77414,5.65195,3.90431,4.06005
1569952_x_at,,,4.49947,4.66302,4.5087,4.10038,4.13127,4.49802,4.04957,4.04859,4.03567,4.25542,4.22269,4.29064,4.2732,4.11945,4.09199,4.11579,3.86839,3.54282,3.92712,3.84485,3.74704,3.75402,3.73301,3.69687,4.05585,4.14432,4.16077,4.07186,4.29875
1569973_at,641977,BC015774,4.70756,5.96677,5.21559,4.50208,4.51486,4.60202,4.76881,5.08063,5.07813,4.6028,6.29798,4.87325,4.42529,4.7371,4.94885,4.5633,4.58323,4.79181,4.79525,4.50244,4.556,4.82834,4.81171,5.38714,4.84654,4.88952,4.75562,4.57248,5.1285
1569974_x_at,641977,BC015774,5.14231,5.2136,4.47406,4.88459,4.49897,4.41262,4.64697,4.77266,4.54951,4.39354,5.41987,4.50372,4.48853,4.4238,4.59885,4.5424,4.50742,4.4245,4.8198,4.3712,4.3729,4.54024,4.6089,4.71615,4.98693,4.57875,5.45362,4.42569,4.59308
1569999_at,,,3.48592,4.48217,3.21013,3.38562,3.04187,3.52392,3.19136,4.22804,3.27902,3.33807,3.38858,3.39575,4.31397,3.50825,3.19974,3.53033,3.01157,3.43784,3.54797,3.42843,3.34617,3.31449,4.00231,3.7268,3.25107,3.2395,4.64121,3.29498,3.49514
1570001_at,9994,CASP8AP2,2.9273,2.97636,2.65712,2.8455,2.65068,3.03435,2.65079,2.72566,2.87604,2.95956,2.84801,2.84993,2.80965,2.70221,2.6612,2.7986,2.88462,2.93258,2.86857,2.8285,2.8699,3.01453,3.12436,2.9606,2.69339,2.82606,2.9186,2.93585,2.89848
1570007_at,84230,LOC101927933,2.58704,2.5872,2.38246,2.43218,2.15512,2.19243,1.98764,1.98385,2.02115,2.04841,2.56362,2.57128,2.57098,2.38839,2.37377,2.42664,2.51954,2.52223,2.38662,2.35428,2.35571,2.39598,2.40061,2.40343,2.56888,2.42765,2.42266,2.45343,2.45165
1570021_at,,,4.81719,4.94268,3.8748,4.22105,4.41945,4.07235,4.95117,4.97777,4.38948,4.61007,5.00374,3.42054,4.39089,5.09618,4.71839,5.41524,4.15662,4.10704,4.10443,4.77672,3.89319,2.3639,5.63667,4.87267,5.36963,5.24991,4.38136,5.40493,4.0684
1570048_at,120526,DNAJC24,3.58287,4.2416,3.51267,4.46013,3.61249,3.64966,3.54272,4.64499,3.58214,3.60876,4.23372,3.46196,3.8077,4.26273,3.32839,4.32052,3.91329,3.98911,3.80478,4.76888,3.52397,3.37105,3.69721,4.15208,3.83329,3.6086,4.10389,4.22025,3.53227
1570071_at,101929865,LOC101929865,4.14367,4.19313,3.93059,3.92588,3.93696,4.15542,3.89756,3.81685,4.01134,4.01209,4.01882,4.02718,3.99934,4.05106,3.84883,3.89557,3.69764,2.97764,4.11273,4.10354,3.90749,4.50373,3.89883,3.90961,3.94127,4.06469,4.10952,3.99783,4.00197
1570078_a_at,80005,DOCK5,5.76297,4.46681,4.19561,5.07532,4.41636,4.46498,4.53436,5.22133,4.27445,4.78642,4.45303,4.33907,4.7623,4.79863,4.65054,4.00991,4.72528,5.54145,4.33428,5.16833,5.02581,4.22224,5.57103,4.13775,6.33615,4.29216,5.4981,4.18413,4.18396
1570087_at,,,4.72039,4.83581,4.65353,4.75166,4.78863,4.54898,4.81096,4.97411,4.81277,5.08363,4.94738,4.92302,5.20549,4.95533,4.62042,4.86952,4.7147,4.63475,5.05999,4.81207,4.95446,4.88781,4.97532,5.6608,4.82841,4.95009,5.05977,5.46784,4.8529
1570120_at,,BC024027,3.50142,3.5175,3.33791,3.55581,3.23077,3.41952,3.22723,3.13648,3.45172,3.56149,3.36744,3.38206,3.38141,3.28252,3.23797,3.48341,3.26535,3.32151,3.36369,3.26257,3.24086,3.477,3.53399,3.47916,3.20837,3.2625,3.28023,3.4534,3.42603
1570130_at,65244,SPATS2,6.06844,5.40187,4.98179,5.0365,5.13208,5.36812,5.06904,5.05001,4.85706,4.91833,5.00056,4.78305,5.14824,5.08864,5.20418,4.86846,4.78091,5.00206,4.57362,4.98491,5.82564,4.07272,4.85157,4.84145,5.73763,5.1171,5.67179,5.07765,4.49708
1570134_at,,,3.86661,3.96848,4.17052,4.73568,3.37946,3.65944,3.29953,4.53188,3.63988,3.36526,3.45548,3.45864,4.06808,3.42498,3.45858,3.86634,4.12806,3.51748,3.19055,3.65834,3.14315,3.25602,3.33375,4.12391,3.31007,3.41104,4.35351,4.03064,3.9294
1570135_at,7773,ZNF230,4.1488,4.15164,3.93814,4.02624,4.42527,4.0884,3.97407,3.96778,3.96736,4.34003,4.09807,4.10084,4.11329,4.10346,3.99976,4.23786,3.96038,4.29511,4.05309,4.00858,4.19636,3.99726,4.1476,4.13107,3.96627,4.11653,4.32038,4.1361,3.96505
1570143_at,,,9.1589,9.91657,10.625,9.4346,9.31036,10.733,8.22405,9.17082,9.40248,9.54349,9.36841,8.65735,9.60212,9.21616,9.60555,9.69595,8.93686,9.37498,9.16014,10.4078,8.62473,9.49736,9.78278,9.37063,8.88102,8.96525,10.2386,9.32557,8.79848
1570151_at,,,2.50171,2.4048,2.41117,2.3433,2.12357,3.08581,2.20139,2.22749,4.00498,2.07277,2.30308,2.29659,2.93388,2.38075,2.33038,2.84019,2.32629,2.4596,2.55357,2.45003,2.55302,2.41391,2.46997,2.8679,2.43952,2.41996,2.51931,2.31096,4.27824
1570160_at,,,5.40342,5.60258,5.50947,5.39253,3.50228,5.15544,3.29253,4.63025,4.0593,4.01533,4.49019,3.72713,5.51884,3.81971,3.55947,5.35635,4.62712,4.93139,3.64629,4.88889,3.75637,3.81681,4.52326,6.73444,3.51823,3.55457,7.09685,4.85788,3.66109
1570165_at,,,5.01547,5.68859,4.64863,4.91096,5.87585,4.76678,5.69171,4.38444,3.77439,3.91587,4.11514,3.77486,3.94747,4.20095,6.09714,4.83962,3.91925,3.79565,4.02342,3.96233,4.96849,3.95308,4.02252,3.70843,6.94081,3.97781,4.03599,3.93368,5.21603
1570166_a_at,,,5.60239,5.92976,5.5002,5.25236,5.55582,5.64951,5.55242,5.37064,5.5819,5.75469,5.30461,5.33723,5.58992,5.54221,5.38097,5.51745,5.57784,5.5136,5.48916,5.94185,5.45787,5.39421,5.51465,5.5172,5.5035,5.41895,6.55114,6.91801,5.43792
1570173_at,25896,INTS7,3.54796,3.57778,3.36752,3.55695,3.25086,3.41167,3.24707,3.26607,3.33022,3.54663,3.47232,3.37177,3.36869,3.446,3.34334,3.48432,3.35624,4.19926,3.40338,3.87487,3.37612,3.3311,3.51472,3.48118,3.34586,3.4492,3.76695,3.53708,4.30204
1570185_at,,,3.75822,3.82738,3.5395,3.42712,3.65307,4.00805,3.78178,3.78477,3.66564,3.84331,3.75806,3.76583,3.74388,3.5647,3.57863,3.68901,3.68993,3.75719,3.67653,3.64609,3.64866,3.72854,3.81522,3.53593,3.5015,4.06613,3.86447,3.73528,3.88568
1570197_at,,,3.92237,4.06472,3.37883,3.92647,2.51146,3.84487,3.35965,3.48814,4.11141,3.63007,3.79641,3.73647,4.31537,3.63266,3.45157,3.64552,3.18009,3.42586,3.73356,3.49996,3.50097,3.39239,3.51038,3.46132,3.69442,3.55404,3.64196,3.64921,3.59269
1570198_x_at,,,3.8035,3.8969,3.46026,3.62477,3.58563,3.90383,3.62301,3.65754,3.76736,3.7934,4.23853,3.94408,4.64197,3.71792,3.67608,3.7996,3.76564,3.76088,3.69138,3.58616,3.61213,3.67807,3.68424,3.68828,3.51896,3.6754,4.37452,3.79323,3.75694
1570200_at,92797,HELB,4.03455,4.33316,3.79917,3.80389,3.89907,4.16315,3.89825,4.23561,3.71941,4.21415,4.0965,4.06222,4.14919,4.11548,4.1045,3.78005,3.21143,4.01258,3.91721,4.07765,4.00121,3.96139,4.01965,3.71935,4.01945,4.06049,4.40153,4.09076,3.95972
1570210_x_at,9701,PPP6R2,6.71637,7.56602,6.70224,7.42945,5.97947,6.76258,6.76679,7.00119,7.70468,6.4784,6.67686,6.32753,6.83202,6.64588,6.69607,7.05468,6.82785,6.87443,6.38957,6.45233,5.76886,6.38426,7.94227,6.89767,6.19664,6.24496,7.82753,6.20188,6.40888
1570227_at,,,3.5291,3.91189,3.93002,3.57384,3.37318,3.47706,3.50773,3.381,3.824,3.55498,3.55388,3.18587,3.38992,3.59624,3.42554,4.18201,3.03449,3.26119,3.55479,3.62531,4.18875,3.54213,3.57715,3.51597,3.12816,3.51094,3.69536,3.51052,3.61641
1570242_x_at,374955,SPATA21,3.82442,3.85939,3.72832,3.56386,3.38574,3.83567,3.60848,3.58322,3.46408,3.81234,3.63428,3.6517,3.65631,4.01659,3.87082,3.71208,3.33262,3.62821,4.33319,3.61463,3.66741,3.46636,3.52839,3.60472,3.39935,4.22712,3.82604,3.47344,3.65672
1570244_at,,,3.38623,3.5379,3.11243,3.1925,3.20232,3.48173,3.13558,3.10513,3.17997,3.54318,3.33671,3.34535,3.3177,3.43655,3.1303,3.28959,3.20397,3.16603,3.57482,3.45824,3.24004,3.20508,3.49637,3.2151,3.07402,3.27401,3.45978,3.30383,3.17826
1570248_at,,,5.27329,4.5038,3.68936,5.00673,4.67949,5.11108,4.08761,5.85188,4.80668,3.97123,4.49342,4.23178,4.3712,4.64065,4.66539,5.45189,3.99643,4.637,4.41419,4.36079,4.39211,3.39804,4.04695,4.2352,4.0808,3.69022,5.42053,3.70451,5.86055
1570249_x_at,,,5.55046,5.01992,4.19569,4.84821,4.57162,5.46422,4.45712,6.10083,5.17396,4.53605,4.64764,4.63982,4.81902,5.21684,5.05724,5.11407,4.41004,5.4673,4.23948,4.52618,4.92681,3.82681,4.49645,4.80461,4.62751,4.37658,6.01138,4.57002,5.97386
1570255_s_at,84210,ANKRD20A1,3.59154,3.80437,3.6215,3.2574,3.64973,3.79953,3.4611,3.35705,3.34427,3.72284,3.40378,3.42284,3.41296,3.46033,3.1296,3.76635,3.61588,3.50694,3.5939,3.7888,3.68666,3.45737,3.81802,3.42024,3.66116,4.61522,3.67477,3.74001,3.543
1570257_x_at,,,5.89952,5.929,5.8129,5.77207,5.75337,5.95894,5.80183,5.78017,5.75511,5.85448,5.84146,5.85373,5.84936,5.84116,5.77643,5.77785,5.75742,5.75223,6.49662,5.78231,5.78038,5.75649,6.28328,5.76816,5.70113,5.78494,5.82409,5.93557,6.12615
1570259_at,3987,LIMS1,3.90991,4.35707,3.80467,4.06344,3.78529,3.90347,3.78255,3.87056,3.98413,3.76487,4.08042,4.10153,4.09067,4.3703,4.03065,4.2171,3.22763,3.87493,3.25266,4.01446,5.11038,3.60423,3.77021,3.61706,5.05963,4.3117,4.09828,3.89416,4.10131
1570264_at,,,4.09129,4.49608,4.1562,4.75367,4.68654,4.12144,3.82463,4.37038,3.88222,4.30767,3.5903,4.26429,4.05625,4.41351,4.28446,4.20891,3.98228,4.33149,4.05228,4.4399,4.21204,3.8165,3.29224,3.58175,4.67963,4.17247,4.632,3.61051,4.22861
1570329_at,,,5.1001,5.04646,4.89397,4.96751,4.94632,4.96478,5.16592,5.77369,4.94431,5.40308,4.91269,4.92016,5.70855,4.91723,4.92335,4.899,6.03043,5.23245,5.02859,4.98173,4.93576,4.9572,4.99036,4.96877,4.93316,4.84243,6.24543,4.85017,6.36603
1570335_at,,,4.09474,3.83096,3.53431,3.00829,2.97177,3.04403,3.98828,3.66233,4.1315,2.98307,3.71611,2.88616,3.45045,3.10173,3.18922,4.29519,3.29417,3.15516,2.88753,3.38741,4.30595,3.09864,3.42117,3.8119,3.14417,3.10367,3.23891,3.3204,3.60033
1570338_at,,,2.2074,3.5074,1.9172,3.52773,2.17857,2.71848,2.51356,2.32347,2.50514,3.42631,3.63231,2.39627,3.57768,2.15065,4.81176,3.46265,4.32686,4.88538,2.07681,4.55632,2.06136,2.06847,2.11152,4.46954,2.56894,3.78029,6.38651,6.13906,2.01505
1570339_x_at,,,2.21075,2.86577,2.05661,2.5031,2.36244,2.67354,2.50901,2.49538,2.48876,2.60327,2.96874,2.35949,4.07163,2.21374,4.61662,2.21921,3.12429,4.32928,2.181,3.87387,2.1487,2.1361,2.15269,4.14406,2.65697,3.29779,6.32927,5.41011,1.96919
1570345_at,58483,LINC00474,3.55696,3.58226,3.3658,3.37338,3.42349,3.73,3.43856,3.44093,3.46138,3.89376,3.56205,3.55371,3.5409,3.74059,3.40301,3.43025,3.41159,3.46035,3.58626,3.84151,3.54676,3.48692,3.83755,3.46504,3.36332,3.60236,3.49731,3.64302,3.40236
1570351_at,11174,ADAMTS6,3.20913,3.85799,3.62445,3.07331,2.98987,3.08979,3.79098,3.37852,3.00084,3.6209,2.74953,3.01896,2.75755,5.18597,3.49339,3.67783,3.11699,2.87938,4.66383,3.56239,2.75231,2.95623,2.96852,2.96077,3.18679,4.66403,3.93116,3.41105,3.64156
1570361_a_at,,,3.62604,3.86293,3.47025,3.47171,3.50176,3.71153,3.54317,3.52777,3.46829,3.91724,3.70663,3.58263,3.95931,3.68785,3.56277,3.60767,3.47433,3.52979,3.80802,3.61781,3.56525,3.46484,3.89586,4.09722,3.53299,3.71277,3.68348,3.72131,3.5686
1570371_a_at,85465,EPT1,3.38379,3.38651,3.40879,3.40405,3.48112,3.51474,3.537,3.53728,3.5211,3.54049,3.54018,3.33139,3.54672,3.58051,3.36368,3.92257,3.44657,3.44752,3.50454,3.4818,3.48287,3.27522,3.28365,3.47957,3.55468,3.60186,3.59784,3.69394,3.58736
1570420_at,6813,STXBP2,5.05022,5.16041,4.88754,4.83824,4.44031,5.76796,4.87108,4.85678,5.18512,4.99897,4.84869,4.84178,4.9512,4.72559,4.82605,4.77541,4.87027,4.98612,5.00328,4.93375,5.05549,4.65148,4.90159,4.84491,4.70568,4.8978,4.92527,4.79466,5.33013
1570439_at,,,6.0586,5.55734,7.1254,6.49664,6.70036,5.4306,6.64913,6.9207,5.37095,6.33062,6.59792,6.02331,5.02273,5.96042,6.33326,6.57593,6.41575,6.15718,6.4307,5.86886,5.27093,6.81349,6.38198,5.36148,6.46995,5.52367,6.74733,5.86283,4.93981
1570441_at,63908,NAPB,3.74409,3.10433,3.24645,4.14203,3.40903,4.85761,3.16413,3.72126,4.07515,3.6552,3.32595,3.44893,3.30916,3.17349,3.40919,3.42001,3.05282,3.40627,2.69935,4.00438,2.92568,3.17166,3.00564,3.3503,3.26997,2.61716,5.41636,3.7212,4.34501
1570471_at,23365,ARHGEF12,4.03623,3.34165,3.02169,3.32009,3.07165,3.30636,3.23814,3.03024,2.96238,3.47827,3.18665,3.19746,3.23039,3.25391,3.1791,3.04349,3.12796,3.3055,3.97258,3.56914,2.99185,2.92175,3.72317,3.5849,3.43634,3.22672,3.53607,3.31517,2.97659
1570496_at,,,5.19654,5.19713,6.11144,5.24491,5.21185,5.7499,5.29085,5.46493,5.42448,5.52302,5.6249,5.2837,6.18308,5.1907,5.32457,5.49508,5.15984,5.27523,4.95292,6.20611,4.91839,5.15993,5.42979,5.21224,5.20982,5.36918,6.47166,5.58268,5.35767
1570507_at,9169,SCAF11,8.51151,7.69064,7.23432,7.2158,6.16944,7.12964,6.89885,7.78134,5.85343,6.33267,6.3924,6.80788,7.82318,6.88624,7.66027,7.6263,6.79175,6.70072,4.6232,7.48458,5.63013,6.95936,5.00676,6.71164,7.38576,6.6384,8.93303,7.64663,6.54901
1570511_at,55160,ARHGEF10L,5.73998,6.34704,6.31817,6.00076,6.14916,6.39621,5.90412,6.13435,6.10625,6.12326,6.41714,6.36238,5.95746,7.34874,5.88019,7.95538,5.93684,5.39661,6.55178,6.66942,6.71615,6.39483,6.50506,6.65319,6.5709,6.24369,6.38104,5.95918,6.28333
1570523_s_at,83734,ATG10,2.47221,2.39547,3.10742,2.86837,2.88399,3.35117,3.76182,3.99763,2.72213,3.39398,2.25395,2.90524,4.32854,3.1763,3.12336,3.3652,3.33153,4.92486,2.40694,2.9608,3.34614,2.53657,2.54384,2.54602,3.41921,2.58028,3.4388,3.33961,3.44352
1570552_at,,,7.06315,6.0053,5.71461,7.2501,5.96084,5.88864,6.05105,6.07055,6.45573,6.12628,6.49255,5.74719,7.14637,6.35382,5.74883,6.17443,5.8143,5.81663,6.04745,6.29122,7.0711,5.20796,6.26452,8.28567,6.78276,6.12566,6.55245,5.88907,5.67401
