genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
228706_s_at,137075,CLDN23,2.94895,2.94869,2.6122,2.83439,2.53235,2.70592,2.3677,2.33464,2.56662,2.59739,2.7469,2.75945,2.76453,2.59407,2.47856,2.71011,2.65344,2.63874,2.57061,2.47446,2.67571,2.64495,2.73714,2.63507,2.73823,2.63603,2.63113,2.76804,2.77396
228707_at,137075,CLDN23,5.92088,4.09558,4.8611,4.75995,5.05127,4.23901,4.61443,4.87902,5.84188,4.88215,5.74682,5.05632,6.32407,6.21684,4.56188,5.31476,4.88805,4.60578,4.45856,3.50737,5.9532,4.85699,5.34917,3.8433,4.76886,3.32567,3.39902,3.21745,5.27488
228708_at,5874,RAB27B,11.3307,11.0715,11.8876,11.5874,10.9504,11.1711,10.7277,11.2805,9.28291,11.8284,11.5531,10.5159,10.9716,11.7088,10.6641,11.8171,12.8643,11.0565,11.6015,11.0678,11.2701,10.5453,12.3012,10.5063,11.0611,10.9922,10.5659,10.5453,11.2796
228709_at,7175,TPR,4.84143,4.77614,5.11131,4.48552,5.67145,4.71025,5.46722,5.42439,5.69499,6.00347,4.5566,5.61692,6.62665,4.78491,4.69242,5.53149,5.28066,6.13048,5.27653,6.20859,4.19144,6.40221,5.61143,5.68644,4.64308,4.08394,6.22189,4.17087,4.88167
228710_at,,,8.93579,8.8749,9.84117,8.32782,8.33444,8.11078,8.14243,8.31788,7.79388,8.41886,8.83916,8.48616,8.93608,7.9437,8.14347,8.16988,8.66137,9.10068,7.21608,9.5482,7.75371,7.67872,8.85456,10.25,9.04682,8.16027,9.88281,9.493,7.80089
228711_at,7587,LOC101929740,7.73913,7.64211,7.67768,7.79208,8.3291,7.73455,8.18473,8.45931,8.56672,7.88751,8.70143,7.40687,8.14598,8.20007,7.79854,7.64679,8.00742,7.67196,7.97535,8.61884,7.98123,7.5641,7.85683,8.20927,7.9096,8.28671,8.65441,8.81018,7.71916
228713_s_at,51171,HSD17B14,4.00137,4.37937,4.74637,4.74669,4.92,4.18176,4.4317,4.5787,5.03062,4.41639,5.92376,4.38198,4.22623,4.48014,4.46807,4.51895,6.38454,4.3435,4.6138,4.32838,5.25186,4.63306,4.64251,5.73452,4.21604,4.48386,4.4789,4.30539,4.51227
228714_at,101927027,LOC101927027,6.69202,5.86118,5.348,5.24361,4.40654,4.51475,5.14263,5.16079,6.36844,5.15549,4.44435,4.32863,6.82559,4.83929,4.89429,6.01033,4.7571,4.94945,4.41523,4.82764,6.24743,4.65924,4.53686,4.66536,5.99566,5.41892,5.53802,4.21697,4.49878
228716_at,7068,THRB,5.44287,5.4794,6.76849,6.32826,6.75326,5.48142,7.04799,7.61253,3.90586,6.74886,6.01482,6.52625,7.19604,5.84592,7.90738,6.11764,6.16552,7.19536,7.44905,6.68298,4.33714,7.58894,6.95913,4.60328,5.16671,6.38488,4.25797,3.17016,5.82872
228718_at,51710,ZNF44,8.60719,7.14615,7.1579,7.6154,6.53559,6.86937,6.9835,8.08981,7.93575,7.30192,8.16911,6.20217,8.52045,7.11674,6.36546,8.90384,6.40841,5.96283,7.29787,7.53486,5.09058,7.6466,7.94679,8.18439,7.28475,7.89785,5.55766,8.00859,7.29237
228719_at,125150,ZSWIM7,5.49404,4.90166,5.47536,6.0796,5.41812,7.48751,6.1684,5.39557,4.36948,5.92519,6.82372,7.01625,6.25723,7.00239,5.5362,4.54722,6.5248,6.9873,6.13041,5.6122,6.29584,5.78722,6.66319,7.54891,4.83375,5.41493,5.95616,4.75457,5.41415
228720_at,57537,SORCS2,2.72402,4.88886,6.52306,6.11026,5.92603,4.54628,5.55366,5.71212,4.40612,3.93905,4.72176,4.5857,2.65653,5.47075,6.40411,5.06954,4.83,3.47164,7.73754,3.29223,3.43672,5.87844,5.69504,2.28983,5.40072,6.44353,3.57016,5.04943,5.21609
228721_at,100506243,KRBOX1,2.52975,2.81752,3.40399,2.9258,2.4626,2.49337,2.3982,3.06175,2.45269,2.48597,4.28188,2.42516,2.42749,2.33698,3.47913,2.41591,2.30174,2.27577,3.49616,3.50587,2.30606,2.38262,2.38761,4.16998,3.49745,2.38687,2.37968,2.45023,2.72053
228722_at,3275,PRMT2,6.36405,5.60893,6.29641,6.14561,6.34907,5.63033,6.31949,6.29022,5.54199,6.09355,6.50298,6.6482,6.20514,6.24878,6.23055,6.5718,5.92686,5.96704,6.09182,6.05799,5.49643,6.7705,5.8308,5.17126,6.19738,5.35526,5.90578,5.26565,5.96127
228723_at,101241892,NPTN-IT1,5.72118,6.12519,5.63037,5.62505,6.21803,5.79404,6.17747,7.21454,6.68599,6.40634,7.50258,6.07811,6.55487,5.88088,6.06147,5.99796,6.43617,6.56279,6.02417,6.94589,7.25419,6.80279,6.22497,7.93248,6.59111,7.17131,6.89786,6.06792,6.45275
228725_x_at,3275,PRMT2,9.10287,8.62038,9.10456,8.64328,8.96777,8.9168,9.29461,9.23462,8.75303,8.77934,8.11538,9.12494,9.07586,8.86692,8.69109,9.10851,9.39002,9.43745,8.35793,8.02504,8.08213,8.44091,8.20794,7.82592,9.5358,8.60342,8.24287,9.24185,8.89905
228726_at,1992,SERPINB1,7.09006,6.94035,7.37241,7.80252,7.00139,5.5522,7.61332,6.9692,7.92824,7.26086,7.98834,7.4217,8.02254,7.43903,7.11386,7.76318,7.36825,7.08959,7.46363,7.22238,7.06083,7.92611,7.39471,8.35016,7.46165,6.72655,7.86024,7.34348,7.81346
228727_at,311,ANXA11,2.88231,2.78899,2.44414,2.30815,3.60279,2.55167,2.24419,2.26157,3.11679,3.30174,2.6118,2.53373,2.46685,2.30768,2.12982,4.07319,2.62617,2.36016,2.42293,2.93512,2.34836,3.63283,2.51786,2.51026,2.25656,2.08687,2.91633,2.4443,2.22719
228728_at,79974,CPED1,8.82791,7.67293,8.01801,7.63114,9.84201,6.93953,8.78964,8.53161,8.36256,8.26791,8.28397,8.74283,8.16632,6.75136,8.78535,8.45657,7.2203,7.91661,9.17734,7.92323,8.09853,9.40892,8.19037,8.91034,8.26688,8.30952,7.74315,6.8827,7.35114
228729_at,891,CCNB1,7.60986,5.7617,5.07022,5.79847,6.81125,6.49181,4.82039,5.40685,4.96952,4.00986,7.64153,6.25215,4.96745,5.69007,5.04295,6.72087,4.63365,4.82512,3.98369,3.98549,4.94344,6.32585,5.73446,7.48631,6.21285,4.21724,4.21377,4.11922,4.75426
228730_s_at,90507,SCRN2,5.07958,7.15818,7.41525,8.10017,7.36836,5.7698,8.08715,6.70978,8.02823,7.79246,7.49844,7.67024,7.45693,7.28093,7.58051,6.80793,8.14509,7.76104,7.45849,8.45242,6.33731,7.65135,8.66253,8.17452,7.37179,6.088,6.83687,7.86107,6.33224
228731_at,2977,GUCY1A2,4.84743,4.51937,5.4304,5.63037,6.32033,6.97389,6.79262,7.09833,4.76022,4.88051,5.00868,5.89406,4.25088,6.65415,7.40468,8.14153,5.31079,9.34039,5.89335,9.24811,4.2698,4.3313,5.61211,6.72191,5.82878,5.12637,5.94832,4.03611,4.97939
228732_at,2977,GUCY1A2,2.68823,2.69809,3.28409,2.85279,3.16987,3.92941,2.84514,3.29857,2.86042,2.89774,2.77577,3.17846,2.70272,2.99134,2.87177,3.14211,2.39281,6.05955,2.76942,2.91757,2.608,2.69094,2.65048,2.67748,2.9638,2.57336,2.54816,2.55471,2.54949
228733_at,126789,PUSL1,6.31777,5.10962,6.14748,6.26462,6.3252,6.61164,6.19968,6.00151,5.73329,5.63753,5.94225,5.26068,5.02504,5.75207,6.00208,5.42751,6.16654,6.42778,5.82087,4.99768,6.95954,6.22344,6.47748,6.43436,6.35238,5.92814,4.86208,4.17552,5.77649
228734_at,7336,UBE2V2,4.13571,4.73499,4.6698,4.00731,3.60987,4.77432,3.34787,3.75472,3.76872,4.03793,4.50117,4.03919,4.30378,4.04841,3.61197,3.90822,3.53737,3.11854,3.6473,3.24081,3.20553,4.63062,3.44429,4.02131,3.10623,3.11437,3.4723,3.62056,3.48753
228736_at,113510,HELQ,6.76791,6.5619,6.62999,6.52546,6.83212,6.09498,6.75579,5.79985,6.74563,6.05508,6.32007,6.55252,6.73095,6.43942,6.23997,6.17715,6.1677,6.54469,6.14547,5.86806,6.42156,7.15141,6.28623,6.62317,6.49545,6.77733,5.15292,6.58998,8.40454
