symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
HCST	0.009223343194695829	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07585849599108645	No data	No data	No data	1	0	0	0	0	0	No data	0.7759514616657475	-0.6340377365407662	0	No data	No data	No data	0.5	-1
PNOC	0.009222000102579153	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	0.048058863276529244	No data	No data	0	1	0	0	0	0.0625	No data	0.24302261445118578	No data	0	-1	No data	0	0.75	0.5
RAB6A	0.009219557416627819	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07582735940380642	No data	No data	No data	0	0	0	1	0	0.9519249999999999	No data	-0.6229453943739658	No data	0	No data	No data	-0.7596150000000002	-1	-1
MAP3K9	0.009205627874620509	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07571279420936294	No data	No data	0.75	0	0	1	1	1	0.7418500000000001	0	-0.4724765581908439	-0.4280953876873453	0	No data	No data	0	0.5	0
RASSF5	0.009201101126658635	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07567556342602659	No data	No data	No data	0	0	0	0	0	0.2583750000000002	No data	-0.037617209045780475	-0.6756423298667363	0	No data	No data	0	0.5	0
SULT2B1	0.009195968073121346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07563334600952579	No data	No data	No data	0	0	0	0	1	0	No data	-0.20099282956425812	0	0	-1	No data	0	0.5	0
DENND1B	0.00918051423689787	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0755062440738763	No data	No data	0	0	0	0	0	0.19354999999999975	No data	-0.2900165471594043	-0.1427159954401025	0	No data	No data	0	-1	0
MAP3K12	0.009179336979660536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07549656158006318	No data	No data	0.75	1	0	1	1	0	0.798205	1	-0.926199669056812	-0.8416847849363737	0	-1	No data	0	0.5	-1
ARSA	0.009179336979660536	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07549656158006318	No data	No data	1	0	0	0	0	0	0.2730849999999997	No data	0.34274682846111415	-0.3506253224686315	0	No data	No data	0	-1	-1
IGKV5-2	0.009178993612133665	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07549373751251948	No data	No data	No data	1	1	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	0
CSAG3	0.00917030280543491	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07542225892702176	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.9803149999999998	0.5	0.5
RIPOR2	0.009163006583833636	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.037995674850726316	0.06586333156179339	No data	No data	0	0	0	0	0	0.38873000000000035	No data	-0.6859349145063431	-0.27021577314744305	0	-1	No data	0	0.5	0
CSNK2A2	0.009160765835143216	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07534382096723127	No data	No data	No data	0	0	1	1	1	0.9428550000000001	1	-0.7678985107556536	-0.3229226957698267	0	No data	No data	-0.5714275000000001	0.5	-1
HDGFL3	0.009156288532508728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07109412938735903	0.016851469862323862	No data	No data	0	0	0	0	0	0.8275849999999998	No data	-0.9132928847214561	-0.08480689161302124	0	No data	No data	0	-1	0
GLG1	0.009154903644823046	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07529560667751933	No data	No data	No data	0	0	0	0	0	0.7964399999999998	No data	-0.7580805295091009	-0.7240574313695897	0	No data	No data	No data	-1	-1
IGHV3-72	0.009153681144653638	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0704186507233461	0.019467605417683942	No data	No data	1	1	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.7268899999999998	0.5	0
GGT5	0.009146678188420031	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07522795542152662	No data	No data	No data	0	0	0	0	0	0	No data	0.3798124655267512	No data	0	No data	No data	0	-1	-1
TRAJ22	0.009146125711219545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07522341150630915	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0.5
WASHC1	0.009146074792738913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07522299272113794	No data	No data	No data	0	0	0	0	0	0.19354999999999975	No data	0.9709873138444567	No data	No data	No data	No data	-0.7419350000000001	-1	-1
WASH6P	0.009146074792738913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07522299272113794	No data	No data	No data	0	0	No data	No data	No data	0	No data	No data	No data	No data	No data	No data	-0.6809625	-1	0
WASH6P	0.009146074792738913	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07522299272113794	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
LINC00518	0.009139161116684313	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0751661303604732	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
PIAS2	0.009138272551362236	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07515882224805673	No data	No data	No data	0	0	0	0	0	0.90338	No data	-0.8744622173193601	-0.2340266951161893	0	No data	No data	0	1	-1
FAM13B	0.009135909371015294	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07513938598692121	No data	No data	0	0	0	0	0	0.11953000000000032	No data	-0.5859900717043574	-0.7335693766550863	0	No data	No data	0	-1	-1
ZDHHC5	0.00912656918929722	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07506256653843489	No data	No data	No data	1	0	0	0	0	0.8951050000000003	No data	-0.7488141202426917	-0.6929110220817103	0	No data	No data	0	-1	-1
PKHD1	0.00912656918929722	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07506256653843489	No data	No data	No data	0	0	0	0	0	0	No data	-0.3129619415333701	-0.9740050256257445	0	No data	No data	0	0.75	0.5
CHKB-CPT1B	0.009124105323599321	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07504230217851449	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ENSG00000268051	0.009119194596139428	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07500191330959072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
KRT6C	0.009116508404364137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0749798204020933	No data	No data	No data	0	0	0	0	0	0.29078000000000015	No data	0.5503585217870932	-0.7527716257565448	0	No data	No data	-0.9689724999999999	0.5	0.5
TSKU	0.009116303082222645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07497813170543327	No data	No data	No data	0	1	0	0	0	0.22096500000000036	No data	-0.0957528957528958	-0.05373224667943238	0	No data	No data	0	0.5	-1
TMEM30B	0.009116152938491133	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.07193724284218789	No data	No data	1	0	0	0	0	0.5156700000000001	No data	0.7639271924986211	0	0	No data	No data	0	-1	0
IGHV3-7	0.009109648230379951	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0704186507233461	0.01801898940919486	No data	No data	1	1	0	0	0	No data	No data	No data	No data	No data	No data	No data	-0.7649574999999998	0.5	0
GNB5	0.009108706162987458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07491564992901206	No data	No data	No data	0	0	0	0	0	0.9620249999999999	No data	0.3237727523441809	-0.6106448458463667	0	No data	No data	0	0.5	-1
NFATC2IP	0.009108706162987458	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07491564992901206	No data	No data	No data	0	0	0	0	0	0	No data	0.0335355763927192	-0.2343353229693243	0	No data	No data	0	-1	-1
PLTP	0.009103573109450171	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07487343251251126	No data	No data	No data	0	1	0	1	0	0.09736499999999992	No data	0.05791505791505802	-0.28218113022129787	0	No data	No data	0	-1	-1
ATF6B	0.009095770868073495	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07480926203943004	No data	No data	No data	0	0	0	0	0	0.3954500000000003	No data	-0.36370656370656373	0	0	No data	No data	0	-1	-1
SLC8A1	0.009093786198178634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07479293888305553	No data	No data	No data	1	0	0	1	0	0.7379249999999999	No data	-0.8357418643132929	-0.9689230981713831	0	No data	No data	-0.18036999999999992	1	0
BEX3	0.009080849628500727	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07468654050902404	No data	No data	No data	0	0	0	0	0	0.653465	No data	No data	-0.3345593353138285	0	No data	No data	-0.00990000000000002	0.5	-1
MYOM2	0.009080849628500727	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07468654050902404	No data	No data	No data	0	0	0	0	0	0.45733999999999997	No data	0.6593491450634308	0	0	No data	No data	0	0.75	0.5
LINC01375	0.0090732021535011	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07462364293063459	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CTRL	0.009068347791441023	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0745837176457243	No data	No data	No data	No data	No data	1	1	0	0.31818000000000024	No data	0.5819084390512963	0	0	No data	No data	0	1	0
EPN1	0.00906764173468916	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07457791059700562	No data	No data	No data	1	0	0	0	0	0.7395850000000003	No data	-0.38698290126861556	No data	0	No data	No data	0	-1	-1
STK17B	0.009057913533731246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05085752957227075	0.06178351744452146	No data	No data	0	0	1	1	1	0.5698950000000004	1	-0.1366795366795367	0	0	No data	No data	0	0.75	0
F13A1	0.009057154209320843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06612944066367976	0.03344885607569249	No data	1	0	1	1	1	1	0.3442599999999999	No data	-0.3905129619415334	-0.8906478271008028	0	No data	No data	0	0.5	-1
COMMD7	0.009054706439775195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	No data	No data	No data	0	0	0	0	0	0.4	No data	0.3118587975730833	No data	0	No data	No data	0	-1	-1
TMEM230	0.009054706439775195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	No data	No data	No data	0	0	0	0	0	0.8333350000000003	No data	0.49299503585217863	No data	0	No data	No data	No data	-1	-1
CYCSP38	0.009054706439775195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRM5	0.009054706439775195	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07447152270742358	No data	No data	0.5	1	0	1	1	1	0.7689749999999996	1	-0.7615002757859901	-0.31591212550149406	0	No data	No data	0	1	0.5
OPN1MW3	0.009049573386237906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07442930529092277	No data	No data	No data	1	0	0	0	0	0	No data	No data	0	No data	No data	No data	-1	1	1
ICMT-DT	0.009049573386237906	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07442930529092277	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
MNDA	0.009047048244996986	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	0.04230321285482007	No data	No data	0	0	0	0	0	0	No data	0.7188086045228903	-0.6399472362188768	0	No data	No data	0	0.75	-1
SMR3A	0.00904587758769106	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07439890875104219	No data	No data	No data	0	1	0	0	0	No data	No data	0.7730832873690017	No data	0	No data	No data	No data	1	1
MED30	0.009043845236238787	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06813891023230254	0.024973132798633915	No data	No data	0	0	0	0	0	0.7471899999999998	No data	-0.2111417539988969	-0.8652183097687693	-1	No data	No data	No data	-1	-1
GAS2	0.009040744534153773	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0743566913345414	No data	No data	No data	1	0	0	0	0	0.8722050000000003	No data	-0.35797021511307225	-0.10464984253932358	0	No data	No data	0	0.5	0
UNC45A	0.009040744534153773	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0743566913345414	No data	No data	No data	0	0	0	0	0	0.7033900000000003	No data	-0.1458356315499173	-0.3074028175658705	0	No data	No data	0	-1	-1
FIBP	0.009040744534153773	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0743566913345414	No data	No data	No data	0	0	0	0	0	0.8599449999999997	No data	0.07060121345835624	0	0	No data	No data	No data	-1	-1
PLXNA4	0.009034602062073254	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06383273374922022	0.04189375233817476	No data	No data	1	0	0	0	0	0.8864849999999997	No data	-0.8960838389409818	-0.8145167665323888	0	No data	No data	-0.18294500000000014	0.5	0
KCNH7	0.009034174225626045	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07430265304142036	No data	No data	1	1	0	0	0	0	0.7198999999999998	No data	-0.690457804743519	No data	0	No data	No data	0	0.5	0.5
EEF1D	0.009029246494230248	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07426212432157958	No data	No data	No data	0	0	0	0	0	0.27357000000000015	No data	0.20915609487038056	-0.8814118638226859	0	No data	No data	0	-1	-1
ACSM1	0.009024716836374078	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07422486960546745	No data	No data	No data	0	0	0	0	0	0	No data	0.4515168229453943	-0.49110258931613276	0	No data	No data	0	1	0
SAMD9	0.009024587908137842	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07143186871936548	0.011167762001234038	No data	No data	0	0	0	0	0	No data	No data	0.8328736900165472	No data	0	No data	No data	0	0.5	0
LINC01644	0.009019102212909075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07417869145914666	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
NMNAT1	0.009018249188917096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07417167566067642	No data	No data	No data	0	0	0	0	1	0.10394000000000006	No data	0.5242140099282957	-0.820419450700996	0	No data	No data	0	-1	-1
PGCKA1	0.009014028564384087	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03343619386863916	0.0657779141591582	No data	No data	0	0	0	0	0	0	No data	0.7735245449531163	-0.649983737163532	No data	No data	No data	No data	0.5	0
BRK1	0.009013642011476895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07413378337541714	No data	No data	No data	0	0	0	0	0	0.9333350000000002	No data	0.8290126861555434	No data	0	No data	No data	No data	-1	-1
PRKAR2A	0.009003375904402318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07404934854241552	No data	No data	No data	0	0	0	1	0	0.29455499999999973	No data	-0.3725317153888582	No data	0	No data	No data	-0.1646049999999999	0.5	-1
HHIP	0.00900091203870442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07402908418249511	No data	No data	No data	0	1	0	0	1	0.7142850000000003	No data	-0.8921125206839493	-0.68041509732095	0	No data	No data	0	0.5	0
CRLF1	0.008999154229758386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07401462687129341	No data	No data	No data	0	1	0	0	0	0.7511850000000002	No data	0.14164368450082732	-0.5360234195772728	0	No data	No data	0	0.5	0
MLF2	0.008998720771904127	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07401106184501113	No data	No data	No data	1	0	0	0	0	0.8387099999999996	No data	-0.5076668505239934	No data	0	No data	No data	0	-1	-1
ENSG00000264215	0.008984539814592801	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07389442885514584	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EVPL	0.008978205085954575	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07384232811717442	No data	No data	No data	0	0	0	0	0	0.1441200000000002	No data	0.05273028130170987	0	0	No data	No data	0	0.5	0
SNCB	0.008975897650584456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07382335033730882	No data	No data	No data	0	0	0	0	0	0.8507449999999999	No data	-0.45052399338113625	0	0	No data	No data	-0.10447750000000014	0.75	0.5
KMT5B	0.008972051707081508	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07379171891216915	No data	No data	No data	1	0	1	1	0	0.36158	1	-0.9624931053502482	-0.7542966518426081	0	No data	No data	0	-1	-1
ATG16L2	0.008970113717480695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07377577968349028	No data	No data	No data	0	0	0	0	0	0.12762499999999974	No data	0.3555432984004412	0	0	No data	No data	0	0.5	-1
LINC00942	0.008955706631700257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07365728687281974	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
EFCAB6-DT	0.00895512785376196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07365252664401925	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
VPREB3	0.008947529043971988	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07359002931850271	No data	No data	No data	No data	0	0	0	0	No data	0.7375620518477661	0	0	No data	No data	0	0.5	0
SYN1	0.008947117637633648	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07358664565756667	No data	No data	No data	0	0	0	0	0	0.815605	No data	No data	-0.3160324934496167	0	No data	No data	0	1	0
RNF11	0.008946068324161139	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07357801545264342	No data	No data	No data	0	0	0	0	0	0.96753	No data	-0.6472145615002758	No data	0	No data	No data	0	-1	-1
DEGS1	0.008944448449794258	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07356469260098625	No data	No data	No data	1	0	0	1	0	0.2724449999999997	No data	0.15223386651958082	-0.871541090728832	0	No data	No data	-0.08668750000000003	1	-1
RPL30	0.00894177926195487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07354273954440584	No data	No data	1	0	0	1	1	0	No data	No data	-0.9424158852730281	No data	-1	No data	No data	No data	-1	-1
RPRM	0.00894177926195487	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07354273954440584	No data	No data	No data	0	0	0	0	0	0.8623849999999997	No data	0.6717043574186432	No data	0	No data	No data	0	-1	0
KANSL1L	0.008940555204889247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07353267213977334	No data	No data	0	0	0	0	0	0	No data	-0.8523993381136239	-0.440403107978502	0	No data	No data	0	1	-1
WFS1	0.008933253270955411	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.020321607096610517	No data	No data	0	0	0	0	0	0.3426949999999998	No data	0.7615002757859901	-0.7407455288547526	0	No data	No data	No data	-1	0
PRDM6	0.008931513154880295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07345830471140422	No data	No data	No data	0	0	0	0	0	0.764705	No data	-0.5042471042471042	-0.7855330764770169	0	No data	No data	0	0.5	0.5
XKR8	0.008931513154880293	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0734583047114042	No data	No data	No data	0	0	0	0	0	0	No data	0.6346387203530062	0	0	No data	No data	0	-1	-1
CRHBP	0.008926380101343006	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07341608729490341	No data	No data	No data	0	1	0	1	0	0.363355	No data	-0.33976833976833976	-0.07751386270003602	0	-1	No data	No data	0.5	0
ENSG00000254177	0.008925463566225186	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07340854914153612	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC6A1	0.008923916235645108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07339582293498302	No data	No data	1	1	0	1	1	0	0.8998350000000002	0	-0.9792608935466078	-0.3361793625097892	0	-1	No data	0	0.75	0
UTP20	0.008923916235645108	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07339582293498302	No data	No data	No data	1	0	0	0	0	0.30879499999999993	No data	-0.6370656370656371	0	-1	No data	No data	No data	-1	-1
HBD	0.008923884759307202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06518369107724604	0.032847491907232754	No data	No data	No data	No data	0	0	0	No data	No data	0.7350248207391064	0	0	No data	No data	-0.8299325	1	0
ENSG00000279439	0.008919865673237725	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07336250859704113	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCS1L	0.00891394037267212	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07331377524952126	No data	No data	No data	0	0	0	0	0	0.6897350000000003	No data	-0.019305019305019266	-0.9555683569367357	0	No data	No data	No data	-1	-1
ERF	0.008913021591402703	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07330621862240988	No data	No data	No data	1	0	0	0	0	0.8448900000000001	No data	-0.7490347490347491	-0.8638253219329514	0	No data	No data	0	-1	-1
CEBPZ	0.008906444997503295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07325212863449311	No data	No data	No data	0	0	0	0	0	0.08444000000000003	No data	-0.07843353557639277	No data	-1	No data	No data	No data	-1	-1
DKK4	0.008901808721120138	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07321399702147588	No data	No data	No data	0	1	0	0	0	0	No data	0.7592939878654164	-0.5954246115931805	0	No data	No data	No data	0.5	0.5
TASL	0.008897462123125149	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06687238773727831	0.02522344066376846	No data	No data	0	0	0	0	0	0.169435	No data	No data	No data	0	No data	No data	No data	0.5	0
COL13A1	0.008889922850484908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07311624024815624	No data	No data	No data	1	0	0	0	0	0.3612650000000002	No data	-0.14329840044125763	-0.31249301749025654	0	No data	No data	0	0.5	0
ENPP3	0.008882851807346808	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07305808360297657	No data	No data	0.5	1	0	1	1	0	0.039999999999999855	No data	0.4026475455046883	-0.567880538551157	0	No data	No data	0	0.5	0
GALNT7-DT	0.008882061747122973	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07305158565759413	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
