source,target,type,subtype
TNF,fu:888932e7,gene_to_fu,
MAPKAPK5,fu:762cb2e5,gene_to_fu,
RAC1,fu:cd108692,gene_to_fu,
RAC2,fu:cd108692,gene_to_fu,
RAC3,fu:cd108692,gene_to_fu,
CDC42,fu:cd108692,gene_to_fu,
PAK1,fu:5d795275,gene_to_fu,
PAK2,fu:5d795275,gene_to_fu,
MAP3K2,fu:ed3b49b2,gene_to_fu,
MAP3K3,fu:ed3b49b2,gene_to_fu,
MAPK8IP2,fu:0d25146a,gene_to_fu,
MAPK8IP1,fu:0d25146a,gene_to_fu,
MAP3K11,fu:7c9a7432,gene_to_fu,
MAP2K7,fu:7224dcdb,gene_to_fu,
MAPK8,fu:c58de1d0,gene_to_fu,
MAPK9,fu:c58de1d0,gene_to_fu,
MAPK10,fu:c58de1d0,gene_to_fu,
MAP2K4,fu:57055c4e,gene_to_fu,
CRK,fu:045e2574,gene_to_fu,
CRKL,fu:045e2574,gene_to_fu,
ARRB1,fu:9a241322,gene_to_fu,
ARRB2,fu:9a241322,gene_to_fu,
MECOM,fu:caaa3f23,gene_to_fu,
HSPA1A,fu:b00d576a,gene_to_fu,
HSPA1B,fu:b00d576a,gene_to_fu,
HSPA1L,fu:b00d576a,gene_to_fu,
HSPA6,fu:b00d576a,gene_to_fu,
HSPA8,fu:b00d576a,gene_to_fu,
JUND,fu:8b469fd4,gene_to_fu,
FOS,fu:1f5670d1,gene_to_fu,
JUN,fu:1f5670d1,gene_to_fu,
NFATC3,fu:07c91aa5,gene_to_fu,
NFATC1,fu:44d632b3,gene_to_fu,
PPP3CA,fu:952968f0,gene_to_fu,
PPP3CB,fu:952968f0,gene_to_fu,
PPP3CC,fu:952968f0,gene_to_fu,
PPP3R1,fu:952968f0,gene_to_fu,
PPP3R2,fu:952968f0,gene_to_fu,
MAPK8IP3,fu:a02813ab,gene_to_fu,
FLNA,fu:0e58f43d,gene_to_fu,
MAP3K1,fu:96f39533,gene_to_fu,
MAP3K8,fu:524928b5,gene_to_fu,
MAP4K1,fu:7d8f4352,gene_to_fu,
MAP4K3,fu:8150bf29,gene_to_fu,
FOS,fu:d0883595,gene_to_fu,
SRF,fu:491d26a2,gene_to_fu,
MYC,fu:f2492ea9,gene_to_fu,
ELK4,fu:d34a15b8,gene_to_fu,
ELK1,fu:d5bebf15,gene_to_fu,
ATF4,fu:55fad545,gene_to_fu,
RPS6KA6,fu:a82b8eb0,gene_to_fu,
RPS6KA1,fu:a82b8eb0,gene_to_fu,
RPS6KA2,fu:a82b8eb0,gene_to_fu,
RPS6KA3,fu:a82b8eb0,gene_to_fu,
MKNK2,fu:4198d6fe,gene_to_fu,
MKNK1,fu:4198d6fe,gene_to_fu,
EFNA4-EFNA3,fu:85082bcd,gene_to_fu,
CSF1,fu:85082bcd,gene_to_fu,
EFNA1,fu:85082bcd,gene_to_fu,
EFNA2,fu:85082bcd,gene_to_fu,
EFNA3,fu:85082bcd,gene_to_fu,
EFNA4,fu:85082bcd,gene_to_fu,
EFNA5,fu:85082bcd,gene_to_fu,
EGF,fu:85082bcd,gene_to_fu,
EREG,fu:85082bcd,gene_to_fu,
FGF1,fu:85082bcd,gene_to_fu,
FGF2,fu:85082bcd,gene_to_fu,
FGF3,fu:85082bcd,gene_to_fu,
FGF4,fu:85082bcd,gene_to_fu,
FGF5,fu:85082bcd,gene_to_fu,
FGF6,fu:85082bcd,gene_to_fu,
FGF7,fu:85082bcd,gene_to_fu,
FGF8,fu:85082bcd,gene_to_fu,
FGF9,fu:85082bcd,gene_to_fu,
FGF10,fu:85082bcd,gene_to_fu,
VEGFD,fu:85082bcd,gene_to_fu,
FLT3LG,fu:85082bcd,gene_to_fu,
FGF20,fu:85082bcd,gene_to_fu,
FGF21,fu:85082bcd,gene_to_fu,
GDNF,fu:85082bcd,gene_to_fu,
FGF22,fu:85082bcd,gene_to_fu,
ANGPT1,fu:85082bcd,gene_to_fu,
ANGPT2,fu:85082bcd,gene_to_fu,
HGF,fu:85082bcd,gene_to_fu,
IGF1,fu:85082bcd,gene_to_fu,
IGF2,fu:85082bcd,gene_to_fu,
INS,fu:85082bcd,gene_to_fu,
AREG,fu:85082bcd,gene_to_fu,
KITLG,fu:85082bcd,gene_to_fu,
NGF,fu:85082bcd,gene_to_fu,
NRTN,fu:85082bcd,gene_to_fu,
NTF3,fu:85082bcd,gene_to_fu,
NTF4,fu:85082bcd,gene_to_fu,
ANGPT4,fu:85082bcd,gene_to_fu,
PDGFA,fu:85082bcd,gene_to_fu,
PDGFB,fu:85082bcd,gene_to_fu,
PGF,fu:85082bcd,gene_to_fu,
PDGFC,fu:85082bcd,gene_to_fu,
PSPN,fu:85082bcd,gene_to_fu,
BDNF,fu:85082bcd,gene_to_fu,
TGFA,fu:85082bcd,gene_to_fu,
VEGFA,fu:85082bcd,gene_to_fu,
VEGFB,fu:85082bcd,gene_to_fu,
VEGFC,fu:85082bcd,gene_to_fu,
PDGFD,fu:85082bcd,gene_to_fu,
FGF23,fu:85082bcd,gene_to_fu,
FGF18,fu:85082bcd,gene_to_fu,
FGF17,fu:85082bcd,gene_to_fu,
FGF16,fu:85082bcd,gene_to_fu,
ARTN,fu:85082bcd,gene_to_fu,
FGF19,fu:85082bcd,gene_to_fu,
TRADD,fu:47df25a3,gene_to_fu,
MYD88,fu:c1f44866,gene_to_fu,
IRAK1,fu:76a1c54d,gene_to_fu,
IRAK4,fu:76a1c54d,gene_to_fu,
ARAF,fu:640a8809,gene_to_fu,
MAX,fu:e6a13e0d,gene_to_fu,
MYC,fu:2fb576e7,gene_to_fu,
MAX,fu:2fb576e7,gene_to_fu,
SRF,fu:19936281,gene_to_fu,
ELK4,fu:19936281,gene_to_fu,
ELK1,fu:19936281,gene_to_fu,
fu:618f9b57,fu:a74f111b,protein_protein_interaction,activation
fu:292747d5,fu:de327064,protein_protein_interaction,activation
fu:94ced6e1,fu:de327064,protein_protein_interaction,activation
fu:3306f113,fu:de327064,protein_protein_interaction,activation
fu:8a875718,fu:b344d97f,protein_protein_interaction,activation
fu:888932e7,fu:994f289b,protein_protein_interaction,activation
fu:637bcc89,fu:c561a985,protein_protein_interaction,activation
fu:e31b7340,fu:249a5b6e,protein_protein_interaction,activation
fu:e57e5d99,fu:b909e99b,protein_protein_interaction,activation
fu:249a5b6e,fu:83ff1a97,protein_protein_interaction,activation
fu:b909e99b,fu:83ff1a97,protein_protein_interaction,activation
fu:25ce285e,fu:a5ece49b,protein_protein_interaction,binding/association
fu:1296c511,fu:25ce285e,protein_protein_interaction,binding/association
fu:04aa3206,fu:23393f96,protein_protein_interaction,binding/association
fu:c78f0cde,fu:23393f96,protein_protein_interaction,binding/association
fu:491d26a2,fu:d5bebf15,protein_protein_interaction,binding/association
fu:491d26a2,fu:d34a15b8,protein_protein_interaction,binding/association
fu:cd963cb8,fu:6d8ebe0b,protein_protein_interaction,binding/association
fu:cd963cb8,fu:edebe3a1,protein_protein_interaction,binding/association
fu:7322350d,fu:cd963cb8,protein_protein_interaction,binding/association
fu:0d25146a,fu:c58de1d0,protein_protein_interaction,binding/association
fu:0d25146a,fu:7224dcdb,protein_protein_interaction,binding/association
fu:0d25146a,fu:7c9a7432,protein_protein_interaction,binding/association
fu:0d25146a,fu:7d8f4352,protein_protein_interaction,binding/association
fu:c58de1d0,fu:a02813ab,protein_protein_interaction,binding/association
fu:57055c4e,fu:a02813ab,protein_protein_interaction,binding/association
fu:7224dcdb,fu:a02813ab,protein_protein_interaction,binding/association
fu:a02813ab,fu:96f39533,protein_protein_interaction,binding/association
fu:7c9a7432,fu:a02813ab,protein_protein_interaction,binding/association
fu:c58de1d0,fu:045e2574,protein_protein_interaction,binding/association
fu:57055c4e,fu:045e2574,protein_protein_interaction,binding/association
fu:57055c4e,fu:0e58f43d,protein_protein_interaction,binding/association
fu:57055c4e,fu:9a241322,protein_protein_interaction,binding/association
fu:67180032,fu:8a875718,protein_protein_interaction,phosphorylation
fu:91b0acc6,fu:de327064,protein_protein_interaction,phosphorylation
fu:91b0acc6,fu:3e4de2c7,protein_protein_interaction,phosphorylation
fu:1296c511,fu:de327064,protein_protein_interaction,activation
fu:de327064,fu:b344d97f,protein_protein_interaction,activation
fu:de327064,fu:3e4de2c7,protein_protein_interaction,activation
fu:b344d97f,fu:6d8ebe0b,protein_protein_interaction,phosphorylation
fu:b344d97f,fu:edebe3a1,protein_protein_interaction,phosphorylation
fu:3e4de2c7,fu:6d8ebe0b,protein_protein_interaction,phosphorylation
fu:3e4de2c7,fu:edebe3a1,protein_protein_interaction,phosphorylation
fu:6d8ebe0b,fu:7322350d,protein_protein_interaction,phosphorylation
fu:edebe3a1,fu:7322350d,protein_protein_interaction,phosphorylation
fu:7322350d,fu:3ee88785,protein_protein_interaction,phosphorylation
fu:7322350d,fu:d344b8ad,protein_protein_interaction,phosphorylation
fu:7322350d,fu:ad28b956,protein_protein_interaction,phosphorylation
fu:7322350d,fu:4198d6fe,protein_protein_interaction,phosphorylation
fu:7322350d,fu:a82b8eb0,protein_protein_interaction,phosphorylation
fu:7322350d,fu:d5bebf15,protein_protein_interaction,phosphorylation
fu:7322350d,fu:d34a15b8,protein_protein_interaction,phosphorylation
fu:4198d6fe,fu:55fad545,protein_protein_interaction,phosphorylation
fu:a82b8eb0,fu:55fad545,protein_protein_interaction,phosphorylation
fu:7322350d,fu:2fb576e7,protein_protein_interaction,phosphorylation
fu:cd108692,fu:96f39533,protein_protein_interaction,activation
fu:cd108692,fu:5d795275,protein_protein_interaction,activation
fu:639267b9,fu:3e5ba6c9,protein_protein_interaction,activation
fu:c888309f,fu:18665bcd,protein_protein_interaction,activation
fu:c888309f,fu:d9ef3265,protein_protein_interaction,activation
fu:c888309f,fu:96f39533,protein_protein_interaction,activation
fu:83ff1a97,fu:d9ef3265,protein_protein_interaction,activation
fu:e2184ef8,fu:d2a67a69,protein_protein_interaction,activation
fu:5d795275,fu:ed3b49b2,protein_protein_interaction,phosphorylation
fu:7d8f4352,fu:7c9a7432,protein_protein_interaction,phosphorylation
fu:2800db3e,fu:96f39533,protein_protein_interaction,phosphorylation
fu:8150bf29,fu:96f39533,protein_protein_interaction,phosphorylation
fu:ddbbf138,fu:7224dcdb,protein_protein_interaction,phosphorylation
fu:fb8bcd03,fu:7224dcdb,protein_protein_interaction,phosphorylation
fu:36a80391,fu:7224dcdb,protein_protein_interaction,phosphorylation
fu:d9ef3265,fu:8a4c69b0,protein_protein_interaction,phosphorylation
fu:d9ef3265,fu:ebeb97f3,protein_protein_interaction,phosphorylation
fu:ae916742,fu:cd063ff0,protein_protein_interaction,phosphorylation
fu:ae916742,fu:42758e63,protein_protein_interaction,phosphorylation
fu:ae916742,fu:8a4c69b0,protein_protein_interaction,phosphorylation
fu:ae916742,fu:ebeb97f3,protein_protein_interaction,phosphorylation
fu:ae916742,fu:cf3a93c5,protein_protein_interaction,phosphorylation
fu:4b9b7996,fu:8a4c69b0,protein_protein_interaction,phosphorylation
fu:4b9b7996,fu:ebeb97f3,protein_protein_interaction,phosphorylation
fu:8a4c69b0,fu:295bf12c,protein_protein_interaction,phosphorylation
fu:ebeb97f3,fu:295bf12c,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:256c4bca,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:ee039625,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:19f5b351,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:fa58328a,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:531a5e06,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:11606ae6,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:ab399c96,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:762cb2e5,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:665381ed,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:5ae2c9f2,protein_protein_interaction,phosphorylation
fu:295bf12c,fu:d7926132,protein_protein_interaction,phosphorylation
fu:762cb2e5,fu:52a04670,protein_protein_interaction,phosphorylation
fu:665381ed,fu:52a04670,protein_protein_interaction,phosphorylation
fu:665381ed,fu:3d349895,protein_protein_interaction,phosphorylation
fu:5ae2c9f2,fu:3d349895,protein_protein_interaction,phosphorylation
fu:e95555b8,fu:28d0b5d1,protein_protein_interaction,phosphorylation
fu:28d0b5d1,fu:cf682b35,protein_protein_interaction,phosphorylation
fu:524928b5,fu:cd063ff0,protein_protein_interaction,phosphorylation
fu:524928b5,fu:42758e63,protein_protein_interaction,phosphorylation
fu:524928b5,fu:6d8ebe0b,protein_protein_interaction,phosphorylation
fu:524928b5,fu:edebe3a1,protein_protein_interaction,phosphorylation
fu:96f39533,fu:42758e63,protein_protein_interaction,phosphorylation
fu:96f39533,fu:57055c4e,protein_protein_interaction,phosphorylation
fu:7c9a7432,fu:7224dcdb,protein_protein_interaction,phosphorylation
fu:96f39533,fu:6d8ebe0b,protein_protein_interaction,phosphorylation
fu:96f39533,fu:edebe3a1,protein_protein_interaction,phosphorylation
fu:57055c4e,fu:c58de1d0,protein_protein_interaction,phosphorylation
fu:7224dcdb,fu:c58de1d0,protein_protein_interaction,phosphorylation
fu:c58de1d0,fu:1f5670d1,protein_protein_interaction,phosphorylation
fu:c58de1d0,fu:8b469fd4,protein_protein_interaction,phosphorylation
fu:c58de1d0,fu:ee039625,protein_protein_interaction,phosphorylation
fu:c58de1d0,fu:19f5b351,protein_protein_interaction,phosphorylation
fu:c58de1d0,fu:44d632b3,protein_protein_interaction,inhibition|phosphorylation
fu:c58de1d0,fu:07c91aa5,protein_protein_interaction,inhibition|phosphorylation
fu:952968f0,fu:44d632b3,protein_protein_interaction,dephosphorylation
fu:7fdcbeec,fu:d9ef3265,protein_protein_interaction,inhibition|phosphorylation
fu:7fdcbeec,fu:57055c4e,protein_protein_interaction,inhibition|phosphorylation
fu:952968f0,fu:07c91aa5,protein_protein_interaction,dephosphorylation
fu:a74f111b,fu:de327064,protein_protein_interaction,inhibition
fu:7f8d78d3,fu:de327064,protein_protein_interaction,inhibition
fu:4362baed,fu:de327064,protein_protein_interaction,inhibition
fu:eb0913c8,fu:7322350d,protein_protein_interaction,inhibition|dephosphorylation
fu:426ff04d,fu:7322350d,protein_protein_interaction,inhibition|dephosphorylation
fu:282f2b98,fu:c58de1d0,protein_protein_interaction,inhibition|dephosphorylation
fu:282f2b98,fu:295bf12c,protein_protein_interaction,inhibition|dephosphorylation
fu:0eea7c8b,fu:c58de1d0,protein_protein_interaction,inhibition|dephosphorylation
fu:0eea7c8b,fu:295bf12c,protein_protein_interaction,inhibition|dephosphorylation
fu:67e73720,fu:8a4c69b0,protein_protein_interaction,inhibition|dephosphorylation
fu:67e73720,fu:ebeb97f3,protein_protein_interaction,inhibition|dephosphorylation
fu:67e73720,fu:7224dcdb,protein_protein_interaction,inhibition|dephosphorylation
fu:67e73720,fu:57055c4e,protein_protein_interaction,inhibition|dephosphorylation
fu:944102db,fu:d9ef3265,protein_protein_interaction,inhibition|dephosphorylation
fu:8f4928df,fu:ae916742,protein_protein_interaction,inhibition|dephosphorylation
fu:caaa3f23,fu:c58de1d0,protein_protein_interaction,inhibition
fu:b00d576a,fu:c58de1d0,protein_protein_interaction,inhibition
fu:19936281,fu:d0883595,gene_expression_regulation,expression
fu:1984f1f8,fu:57402cbc,protein_protein_interaction,indirect effect
fu:cd063ff0,fu:6a14651d,protein_protein_interaction,indirect effect
fu:42758e63,fu:6a14651d,protein_protein_interaction,indirect effect
fu:5010a05c,fu:94ced6e1,protein_protein_interaction,compound
fu:5010a05c,fu:3306f113,protein_protein_interaction,compound
