source,target,type,subtype,final_layer_mean_attn,final_layer_max_attn
MIMAT0000252,GNA12,mir_to_gene,,0.5000824332237244,0.5008352994918823
MIMAT0000252,CACNG5,mir_to_gene,,0.5001208186149597,0.5006877779960632
MIMAT0000441,TAOK1,mir_to_gene,,0.33334335684776306,0.3334474265575409
RASGRF1,RASGRF_f,gene_to_fu,,0.24985697865486145,0.2504797875881195
RASGRF2,RASGRF_f,gene_to_fu,,0.24989153444766998,0.25021892786026
DUSP10,DUSPs_f,gene_to_fu,,0.0907449871301651,0.09101967513561249
DUSP1,DUSPs_f,gene_to_fu,,0.09107574075460434,0.09154985100030899
DUSP2,DUSPs_f,gene_to_fu,,0.09101524204015732,0.09206019341945648
DUSP4,DUSPs_f,gene_to_fu,,0.09101356565952301,0.09147647768259048
DUSP5,DUSPs_f,gene_to_fu,,0.09116621315479279,0.09185737371444702
DUSP6,DUSPs_f,gene_to_fu,,0.09079480916261673,0.09098580479621887
DUSP7,DUSPs_f,gene_to_fu,,0.09081447869539261,0.09086751937866211
DUSP8,DUSPs_f,gene_to_fu,,0.0908389762043953,0.09112238138914108
DUSP9,DUSPs_f,gene_to_fu,,0.09103024005889893,0.09136354923248291
DUSP16,DUSPs_f,gene_to_fu,,0.09061399102210999,0.09106363356113434
DUSP3,MAPKReg_f,gene_to_fu,,0.11107240617275238,0.11151060461997986
PTPN7,MAPKReg_f,gene_to_fu,,0.11155346035957336,0.11248529702425003
PTPRR,MAPKReg_f,gene_to_fu,,0.11099280416965485,0.11178667098283768
PTPN5,MAPKReg_f,gene_to_fu,,0.11083905398845673,0.11107324808835983
PPM1B,PPM1B_f,gene_to_fu,,0.49997609853744507,0.5004141926765442
FASLG,FASLG_f,gene_to_fu,,0.5002176761627197,0.5013443827629089
MAP4K4,MAP4K4_f,gene_to_fu,,0.5000763535499573,0.5006768107414246
PLA2G4B,PLA2G4_f,gene_to_fu,,0.11131522059440613,0.11229640245437622
PLA2G4E,PLA2G4_f,gene_to_fu,,0.11101045459508896,0.11135312914848328
PLA2G4F,PLA2G4_f,gene_to_fu,,0.11109472811222076,0.11146479099988937
PLA2G4D,PLA2G4_f,gene_to_fu,,0.1109996885061264,0.11115934699773788
PLA2G4A,PLA2G4_f,gene_to_fu,,0.1109267845749855,0.11124610900878906
PLA2G4C,PLA2G4_f,gene_to_fu,,0.11101605743169785,0.11153493076562881
JMJD7-PLA2G4B,PLA2G4_f,gene_to_fu,,0.11129939556121826,0.11190887540578842
STMN1,STMN1_f,gene_to_fu,,0.3331109881401062,0.3336162269115448
MAPT,MAPT_f,gene_to_fu,,0.33329904079437256,0.33397698402404785
NFKB1,NFKB_f,gene_to_fu,,0.14273396134376526,0.14309553802013397
NFKB2,NFKB_f,gene_to_fu,,0.14286606013774872,0.14329324662685394
RELA,NFKB_f,gene_to_fu,,0.14307743310928345,0.14378301799297333
RELB,NFKB_f,gene_to_fu,,0.14289340376853943,0.14330454170703888
CHUK,IKK_f,gene_to_fu,,0.12492097914218903,0.12563173472881317
IKBKB,IKK_f,gene_to_fu,,0.12495511770248413,0.1257062554359436
IKBKG,IKK_f,gene_to_fu,,0.12526661157608032,0.1257321685552597
MAP3K14,MAP3K14_f,gene_to_fu,,0.2515052556991577,0.25826266407966614
MAPK1,MAPK1_3_f,gene_to_fu,,0.14309552311897278,0.1437775045633316
MAPK3,MAPK1_3_f,gene_to_fu,,0.14305177330970764,0.14347892999649048
LAMTOR3,LAMTOR3_f,gene_to_fu,,0.3330787420272827,0.33373910188674927
MAP2K2,MAP2K2_f,gene_to_fu,,0.1253896802663803,0.12619709968566895
MAP2K1,MAP2K1_f,gene_to_fu,,0.1253206729888916,0.12593764066696167
RAF1,RAF1_f,gene_to_fu,,0.25007346272468567,0.25059279799461365
BRAF,BRAF_f,gene_to_fu,,0.25003182888031006,0.25089728832244873
RASA1,RASA1_f,gene_to_fu,,0.5001075267791748,0.5008817911148071
NF1,NF1_f,gene_to_fu,,0.500109076499939,0.5009520053863525
PRKCA,PKC_f,gene_to_fu,,0.2499765008687973,0.25048208236694336
PRKCB,PKC_f,gene_to_fu,,0.24995726346969604,0.250273734331131
PRKCG,PKC_f,gene_to_fu,,0.2501349449157715,0.25094059109687805
RAP1A,RAP1_f,gene_to_fu,,0.24975897371768951,0.25019383430480957
RAP1B,RAP1_f,gene_to_fu,,0.24993012845516205,0.25028613209724426
PRKACA,PKA_f,gene_to_fu,,0.25008460879325867,0.25039470195770264
PRKACB,PKA_f,gene_to_fu,,0.24971094727516174,0.2500273585319519
PRKACG,PKA_f,gene_to_fu,,0.2502519190311432,0.2510455250740051
RAPGEF2,RAPGEF2_f,gene_to_fu,,0.49994581937789917,0.5003841519355774
RASA2,RASA2_f,gene_to_fu,,0.3333854675292969,0.3348122835159302
RRAS2,RAS_f,gene_to_fu,,0.06676341593265533,0.06712419539690018
MRAS,RAS_f,gene_to_fu,,0.0667162537574768,0.06700949370861053
HRAS,RAS_f,gene_to_fu,,0.06667481362819672,0.0671684518456459
KRAS,RAS_f,gene_to_fu,,0.06660085916519165,0.066820427775383
NRAS,RAS_f,gene_to_fu,,0.06670045852661133,0.06692385673522949
RRAS,RAS_f,gene_to_fu,,0.06678703427314758,0.06702593713998795
RASGRP1,RASGRP_f,gene_to_fu,,0.16655516624450684,0.16696783900260925
RASGRP2,RASGRP_f,gene_to_fu,,0.16664628684520721,0.16676394641399384
RASGRP4,RASGRP_f,gene_to_fu,,0.16676512360572815,0.16740049421787262
RASGRP3,RASGRP_f,gene_to_fu,,0.16648554801940918,0.16693373024463654
SOS1,SOS_f,gene_to_fu,,0.3333921730518341,0.33365991711616516
SOS2,SOS_f,gene_to_fu,,0.33330267667770386,0.33333128690719604
GNA12,GNA_f,gene_to_fu,,0.3339214026927948,0.33428895473480225
GNG12,GNA_f,gene_to_fu,,0.33268702030181885,0.33365628123283386
GRB2,GRB2_f,gene_to_fu,,0.33366405963897705,0.3348638117313385
CSF1R,RTK_f,gene_to_fu,,0.03573358803987503,0.03591705113649368
EGFR,RTK_f,gene_to_fu,,0.035759709775447845,0.03605591133236885
EPHA2,RTK_f,gene_to_fu,,0.03570765629410744,0.03584238886833191
ERBB2,RTK_f,gene_to_fu,,0.03568582236766815,0.03574461489915848
ERBB3,RTK_f,gene_to_fu,,0.03569566085934639,0.035764820873737335
ERBB4,RTK_f,gene_to_fu,,0.03573004528880119,0.03595603257417679
FGFR1,RTK_f,gene_to_fu,,0.03573007881641388,0.03592140972614288
FGFR3,RTK_f,gene_to_fu,,0.0357523187994957,0.03598754107952118
FGFR2,RTK_f,gene_to_fu,,0.035705551505088806,0.03583237901329994
FGFR4,RTK_f,gene_to_fu,,0.035740599036216736,0.035902440547943115
FLT1,RTK_f,gene_to_fu,,0.03566540777683258,0.035965099930763245
FLT3,RTK_f,gene_to_fu,,0.03566604107618332,0.03583947569131851
FLT4,RTK_f,gene_to_fu,,0.035691991448402405,0.035781554877758026
IGF1R,RTK_f,gene_to_fu,,0.035640161484479904,0.03577718138694763
INSR,RTK_f,gene_to_fu,,0.03565263748168945,0.03580281883478165
KDR,RTK_f,gene_to_fu,,0.03568625822663307,0.035780325531959534
KIT,RTK_f,gene_to_fu,,0.03575208783149719,0.03602222353219986
MET,RTK_f,gene_to_fu,,0.03576909750699997,0.036052390933036804
NGFR,RTK_f,gene_to_fu,,0.03575765714049339,0.036129530519247055
NTRK1,RTK_f,gene_to_fu,,0.035718727856874466,0.03581878915429115
NTRK2,RTK_f,gene_to_fu,,0.03570497781038284,0.0359313078224659
PDGFRA,RTK_f,gene_to_fu,,0.035729870200157166,0.03597484156489372
PDGFRB,RTK_f,gene_to_fu,,0.035678546875715256,0.035714101046323776
RET,RTK_f,gene_to_fu,,0.035738345235586166,0.03585754334926605
TEK,RTK_f,gene_to_fu,,0.03568929061293602,0.035767462104558945
CACNG3,CACNA_f,gene_to_fu,,0.0370979905128479,0.03730079531669617
CACNG2,CACNA_f,gene_to_fu,,0.037106141448020935,0.03732162341475487
CACNG5,CACNA_f,gene_to_fu,,0.03708061948418617,0.03746655583381653
CACNG4,CACNA_f,gene_to_fu,,0.03712465986609459,0.037392936646938324
CACNA2D3,CACNA_f,gene_to_fu,,0.03698505461215973,0.03723709285259247
CACNG8,CACNA_f,gene_to_fu,,0.03705310449004173,0.037385519593954086
CACNG7,CACNA_f,gene_to_fu,,0.037096165120601654,0.037443771958351135
CACNG6,CACNA_f,gene_to_fu,,0.03718815743923187,0.03768089786171913
CACNA1A,CACNA_f,gene_to_fu,,0.037006672471761703,0.03713853657245636
CACNA1B,CACNA_f,gene_to_fu,,0.03702336177229881,0.037148017436265945
CACNA1C,CACNA_f,gene_to_fu,,0.037033118307590485,0.03716890513896942
CACNA1D,CACNA_f,gene_to_fu,,0.03700409084558487,0.03711535409092903
CACNA1E,CACNA_f,gene_to_fu,,0.03703942894935608,0.03717067465186119
CACNA1F,CACNA_f,gene_to_fu,,0.03700076416134834,0.037049055099487305
CACNA1S,CACNA_f,gene_to_fu,,0.03695915639400482,0.0370841845870018
CACNA2D1,CACNA_f,gene_to_fu,,0.03699412941932678,0.0371953547000885
CACNB1,CACNA_f,gene_to_fu,,0.03699043020606041,0.03713235631585121
CACNB2,CACNA_f,gene_to_fu,,0.03700016438961029,0.037180036306381226
CACNB3,CACNA_f,gene_to_fu,,0.03701151907444,0.03703951835632324
CACNB4,CACNA_f,gene_to_fu,,0.03697102889418602,0.03707226738333702
CACNG1,CACNA_f,gene_to_fu,,0.037041909992694855,0.03717639297246933
CACNA1I,CACNA_f,gene_to_fu,,0.03701974079012871,0.03704706206917763
CACNA1H,CACNA_f,gene_to_fu,,0.03709505498409271,0.037165477871894836
CACNA1G,CACNA_f,gene_to_fu,,0.0370066799223423,0.03706834465265274
CACNA2D2,CACNA_f,gene_to_fu,,0.037067949771881104,0.037176359444856644
CACNA2D4,CACNA_f,gene_to_fu,,0.036974500864744186,0.03712528571486473
NR4A1,NR4A1_f,gene_to_fu,,0.33320096135139465,0.33393895626068115
MAPK7,MAPK7_f,gene_to_fu,,0.333588570356369,0.3346478343009949
MAP2K5,MAP2K5_f,gene_to_fu,,0.5000938177108765,0.500586748123169
NLK,NLK_f,gene_to_fu,,0.33375683426856995,0.3346942961215973
CDC25B,CDC25B_f,gene_to_fu,,0.3330319821834564,0.3337867558002472
RPS6KA4,RPS6KA_f,gene_to_fu,,0.2500435709953308,0.25064244866371155
RPS6KA5,RPS6KA_f,gene_to_fu,,0.24976804852485657,0.25068607926368713
MAPKAPK3,MAPKAPK_f,gene_to_fu,,0.25014251470565796,0.25067099928855896
MAPKAPK2,MAPKAPK_f,gene_to_fu,,0.25024473667144775,0.2508499324321747
ATF4,ATF_f,gene_to_fu,,0.1429283618927002,0.14325758814811707
MEF2C,MEF2C_f,gene_to_fu,,0.3331155776977539,0.33375582098960876
MAX,MAX_f,gene_to_fu,,0.24971306324005127,0.2502402365207672
DDIT3,DDIT3_f,gene_to_fu,,0.3328469395637512,0.33433258533477783
ELK4,ELK4_f,gene_to_fu,,0.16660837829113007,0.16728104650974274
TP53,TP53_f,gene_to_fu,,0.2503746449947357,0.2515174150466919
ELK1,ELK_f,gene_to_fu,,0.14310744404792786,0.14406074583530426
ATF2,ATF2_f,gene_to_fu,,0.3331124484539032,0.3335648775100708
MAPK14,MAPK11_14_f,gene_to_fu,,0.11103695631027222,0.11158720403909683
MAPK11,MAPK11_14_f,gene_to_fu,,0.11134111881256104,0.11203667521476746
MAPK13,MAPK11_14_f,gene_to_fu,,0.11119750142097473,0.11181534081697464
MAPK12,MAPK11_14_f,gene_to_fu,,0.11124828457832336,0.11167006939649582
PPP5C,PPP5C_f,gene_to_fu,,0.5000771284103394,0.5007875561714172
MAP2K6,MAP2K6_f,gene_to_fu,,0.1253926306962967,0.1259508579969406
MAP2K3,MAP2K3_f,gene_to_fu,,0.12539857625961304,0.12598131597042084
DUSP10,DUSP_f,gene_to_fu,,0.11092402786016464,0.11128261685371399
DUSP2,DUSP_f,gene_to_fu,,0.11124174296855927,0.11244145035743713
DUSP4,DUSP_f,gene_to_fu,,0.11124004423618317,0.11184494942426682
DUSP5,DUSP_f,gene_to_fu,,0.11142668128013611,0.11231065541505814
DUSP7,DUSP_f,gene_to_fu,,0.11100900173187256,0.11110039800405502
DUSP8,DUSP_f,gene_to_fu,,0.111038938164711,0.11140818893909454
DUSP9,DUSP_f,gene_to_fu,,0.11126045882701874,0.11170687526464462
DUSP16,DUSP_f,gene_to_fu,,0.11076860129833221,0.1113363653421402
DUSP3,MAPKReg_f,gene_to_fu,,0.11107240617275238,0.11151060461997986
PTPN7,MAPKReg_f,gene_to_fu,,0.11155346035957336,0.11248529702425003
PTPRR,MAPKReg_f,gene_to_fu,,0.11099280416965485,0.11178667098283768
PTPN5,MAPKReg_f,gene_to_fu,,0.11083905398845673,0.11107324808835983
PPM1A,PPM1A_f,gene_to_fu,,0.5000790953636169,0.5007573962211609
AKT3,AKT_f,gene_to_fu,,0.2502676546573639,0.25111207365989685
AKT1,AKT_f,gene_to_fu,,0.2500706613063812,0.2506697177886963
AKT2,AKT_f,gene_to_fu,,0.2498938888311386,0.2510993480682373
TAOK3,TAOK_f,gene_to_fu,,0.24980023503303528,0.25073590874671936
TAOK1,TAOK_f,gene_to_fu,,0.25035783648490906,0.25137290358543396
TAOK2,TAOK_f,gene_to_fu,,0.24998489022254944,0.2505156993865967
MAP3K4,MAP3K4_f,gene_to_fu,,0.33326053619384766,0.33594679832458496
HSPB1,HSPB1_f,gene_to_fu,,0.25014376640319824,0.25161659717559814
MAP3K7,MAP3K7_f,gene_to_fu,,0.20002029836177826,0.20091158151626587
MAP3K5,MAP3K5_f,gene_to_fu,,0.16669949889183044,0.16712602972984314
MAP3K6,MAP3K6_f,gene_to_fu,,0.500073254108429,0.5005918145179749
MAP3K20,MAP3K20_f,gene_to_fu,,0.5,0.5
MAP3K12,MAPKKK12_13_f,gene_to_fu,,0.3335080146789551,0.3341786563396454
MAP3K13,MAPKKK12_13_f,gene_to_fu,,0.33317992091178894,0.3337790369987488
MAP3K9,MAPKKK9_21_f,gene_to_fu,,0.24983391165733337,0.2509932518005371
MAP3K10,MAPKKK9_21_f,gene_to_fu,,0.2501559853553772,0.25095701217651367
MAP3K21,MAPKKK9_21_f,gene_to_fu,,0.2501680254936218,0.25140872597694397
MAP4K2,MAP4K2_f,gene_to_fu,,0.3332439064979553,0.3335036337375641
STK3,SFRP1_f,gene_to_fu,,0.2500242590904236,0.2516956925392151
STK4,SFRP1_f,gene_to_fu,,0.24998246133327484,0.2507665753364563
ECSIT,ECSIT_f,gene_to_fu,,0.50018310546875,0.5009424686431885
TAB2,TAB2_f,gene_to_fu,,0.5000854134559631,0.5004973411560059
TAB1,TAB1_f,gene_to_fu,,0.1999591439962387,0.20032460987567902
GADD45G,GADD45_f,gene_to_fu,,0.24997565150260925,0.25011083483695984
GADD45A,GADD45_f,gene_to_fu,,0.249900683760643,0.2503947615623474
GADD45B,GADD45_f,gene_to_fu,,0.25013411045074463,0.2504403293132782
TRAF6,TRAF6_f,gene_to_fu,,0.19983196258544922,0.20049253106117249
DAXX,DAXX_f,gene_to_fu,,0.24978119134902954,0.2505016028881073
TRAF2,TRAF2_f,gene_to_fu,,0.33304527401924133,0.3343214988708496
CASP3,CASP3_f,gene_to_fu,,0.332967609167099,0.3334951400756836
CD14,CD14_f,gene_to_fu,,0.5003060698509216,0.5012123584747314
TGFBR1,TGFBR_f,gene_to_fu,,0.24989306926727295,0.2506425976753235
TGFBR2,TGFBR_f,gene_to_fu,,0.24990658462047577,0.2506661117076874
FAS,FAS_f,gene_to_fu,,0.33344167470932007,0.3352448046207428
IL1R1,IL1R_f,gene_to_fu,,0.2499178647994995,0.2507140338420868
IL1RAP,IL1R_f,gene_to_fu,,0.25001639127731323,0.25026166439056396
TNFRSF1A,TNFRSF1A_f,gene_to_fu,,0.33312171697616577,0.3339887857437134
TGFB1,TGFB_f,gene_to_fu,,0.2503628134727478,0.2513279914855957
TGFB2,TGFB_f,gene_to_fu,,0.2497444450855255,0.2505300045013428
TGFB3,TGFB_f,gene_to_fu,,0.24993014335632324,0.2503453493118286
IL1A,IL1A_B_f,gene_to_fu,,0.33327531814575195,0.33375459909439087
IL1B,IL1A_B_f,gene_to_fu,,0.3334246575832367,0.3337906301021576
TNF,TNF_f,gene_to_fu,,0.49997031688690186,0.5006773471832275
MAPKAPK5,MAPKAPK5_f,gene_to_fu,,0.3332384526729584,0.3342835605144501
RAC1,RAC_f,gene_to_fu,,0.20003089308738708,0.20037351548671722
RAC2,RAC_f,gene_to_fu,,0.1999305635690689,0.20020624995231628
RAC3,RAC_f,gene_to_fu,,0.20013025403022766,0.20084816217422485
CDC42,RAC_f,gene_to_fu,,0.19992169737815857,0.2012433558702469
PAK1,PAK12_f,gene_to_fu,,0.20000672340393066,0.20071782171726227
PAK2,PAK12_f,gene_to_fu,,0.1999436765909195,0.20141912996768951
MAP3K2,MAPKKK2_3_f,gene_to_fu,,0.2502288222312927,0.25121039152145386
MAP3K3,MAPKKK2_3_f,gene_to_fu,,0.24998345971107483,0.25063571333885193
MAPK8IP2,MAPK8IP_f,gene_to_fu,,0.33321985602378845,0.33335426449775696
MAPK8IP1,MAPK8IP_f,gene_to_fu,,0.33344724774360657,0.3336423933506012
MAP3K11,MAP3K11_f,gene_to_fu,,0.25041109323501587,0.2509861886501312
MAP2K7,MAP2K7_f,gene_to_fu,,0.1251879185438156,0.12589424848556519
MAPK8,MAPK8_10_f,gene_to_fu,,0.09092789143323898,0.09110541641712189
MAPK9,MAPK8_10_f,gene_to_fu,,0.09094215929508209,0.09136629849672318
MAPK10,MAPK8_10_f,gene_to_fu,,0.09091880917549133,0.09115178138017654
MAP2K4,MAP2K4_f,gene_to_fu,,0.20032845437526703,0.20115967094898224
CRK,CRK_f,gene_to_fu,,0.20044653117656708,0.20194673538208008
CRKL,CRK_f,gene_to_fu,,0.2004929929971695,0.20172561705112457
ARRB1,ARRK_f,gene_to_fu,,0.25008904933929443,0.25070393085479736
ARRB2,ARRK_f,gene_to_fu,,0.2501305937767029,0.25071531534194946
MECOM,MECOM_f,gene_to_fu,,0.5000281929969788,0.5005616545677185
HSPA1A,HSP70_f,gene_to_fu,,0.16665847599506378,0.16679875552654266
HSPA1B,HSP70_f,gene_to_fu,,0.1666601300239563,0.166734978556633
HSPA1L,HSP70_f,gene_to_fu,,0.16668346524238586,0.1667250245809555
HSPA6,HSP70_f,gene_to_fu,,0.16671499609947205,0.16701631247997284
HSPA8,HSP70_f,gene_to_fu,,0.16662384569644928,0.16667883098125458
JUND,JUND_f,gene_to_fu,,0.33453816175460815,0.33689549565315247
FOS,AP-1_f,gene_to_fu,,0.24989962577819824,0.25014790892601013
JUN,AP-1_f,gene_to_fu,,0.25079068541526794,0.2521955668926239
NFATC3,NFATC3_f,gene_to_fu,,0.24986138939857483,0.2502164840698242
NFATC1,NFATC1_f,gene_to_fu,,0.2501574456691742,0.25128045678138733
PPP3CA,p38MAPK_f,gene_to_fu,,0.16666585206985474,0.16749921441078186
PPP3CB,p38MAPK_f,gene_to_fu,,0.16691187024116516,0.1674536168575287
PPP3CC,p38MAPK_f,gene_to_fu,,0.16667671501636505,0.16731442511081696
PPP3R1,p38MAPK_f,gene_to_fu,,0.16683471202850342,0.167965367436409
PPP3R2,p38MAPK_f,gene_to_fu,,0.16634173691272736,0.16694241762161255
MAPK8IP3,MAPK8IP3_f,gene_to_fu,,0.16650839149951935,0.16698671877384186
FLNA,FLNA_f,gene_to_fu,,0.33361688256263733,0.33473262190818787
MAP3K1,MAP3K1_f,gene_to_fu,,0.11133499443531036,0.11177121102809906
MAP3K8,MAP3K8_f,gene_to_fu,,0.5000528693199158,0.5004896521568298
MAP4K1,MAP4K1_f,gene_to_fu,,0.3335365056991577,0.33505648374557495
MAP4K3,MAP4K3_f,gene_to_fu,,0.5000340342521667,0.5006623864173889
FOS,FOS_f,gene_to_fu,,0.33345267176628113,0.333857923746109
SRF,SRF_f,gene_to_fu,,0.500139594078064,0.50062495470047
MYC,MYC_f,gene_to_fu,,0.5000806450843811,0.5005305409431458
ELK4,ELK4_f,gene_to_fu,,0.16660837829113007,0.16728104650974274
ELK1,ELK_f,gene_to_fu,,0.14310744404792786,0.14406074583530426
ATF4,ATF_f,gene_to_fu,,0.1429283618927002,0.14325758814811707
RPS6KA6,S6K_f,gene_to_fu,,0.1665991097688675,0.16687588393688202
RPS6KA1,S6K_f,gene_to_fu,,0.16661277413368225,0.16680528223514557
RPS6KA2,S6K_f,gene_to_fu,,0.16657809913158417,0.1667906492948532
RPS6KA3,S6K_f,gene_to_fu,,0.16658666729927063,0.16693955659866333
MKNK2,MAPKK_f,gene_to_fu,,0.24993419647216797,0.25005558133125305
MKNK1,MAPKK_f,gene_to_fu,,0.2501569092273712,0.2506103813648224
EFNA4-EFNA3,VEGFR_f,gene_to_fu,,0.017827892675995827,0.017957128584384918
CSF1,VEGFR_f,gene_to_fu,,0.017810344696044922,0.017928175628185272
EFNA1,VEGFR_f,gene_to_fu,,0.017833970487117767,0.017865430563688278
EFNA2,VEGFR_f,gene_to_fu,,0.01789131574332714,0.0179830901324749
EFNA3,VEGFR_f,gene_to_fu,,0.017877716571092606,0.018022477626800537
EFNA4,VEGFR_f,gene_to_fu,,0.017830640077590942,0.017884911969304085
EFNA5,VEGFR_f,gene_to_fu,,0.01783038303256035,0.017867935821413994
EGF,VEGFR_f,gene_to_fu,,0.017791662365198135,0.017902180552482605
EREG,VEGFR_f,gene_to_fu,,0.017836472019553185,0.01794731430709362
FGF1,VEGFR_f,gene_to_fu,,0.017769502475857735,0.0178823322057724
FGF2,VEGFR_f,gene_to_fu,,0.017838254570961,0.017954787239432335
FGF3,VEGFR_f,gene_to_fu,,0.01791526935994625,0.01806756854057312
FGF4,VEGFR_f,gene_to_fu,,0.017875589430332184,0.017941763624548912
FGF5,VEGFR_f,gene_to_fu,,0.01785491406917572,0.017917737364768982
FGF6,VEGFR_f,gene_to_fu,,0.017865264788269997,0.017939221113920212
FGF7,VEGFR_f,gene_to_fu,,0.017831452190876007,0.01789679192006588
FGF8,VEGFR_f,gene_to_fu,,0.017883773893117905,0.01796063967049122
FGF9,VEGFR_f,gene_to_fu,,0.01783493161201477,0.017862526699900627
FGF10,VEGFR_f,gene_to_fu,,0.017832398414611816,0.017882194370031357
VEGFD,VEGFR_f,gene_to_fu,,0.017827892675995827,0.017957128584384918
FLT3LG,VEGFR_f,gene_to_fu,,0.017856771126389503,0.017896784469485283
FGF20,VEGFR_f,gene_to_fu,,0.01785390079021454,0.017896804958581924
FGF21,VEGFR_f,gene_to_fu,,0.017843108624219894,0.01791183464229107
GDNF,VEGFR_f,gene_to_fu,,0.01786479353904724,0.017969992011785507
FGF22,VEGFR_f,gene_to_fu,,0.017933601513504982,0.018066132441163063
ANGPT1,VEGFR_f,gene_to_fu,,0.01779543049633503,0.017993751913309097
ANGPT2,VEGFR_f,gene_to_fu,,0.017796119675040245,0.018013928085565567
HGF,VEGFR_f,gene_to_fu,,0.01782417669892311,0.017888478934764862
IGF1,VEGFR_f,gene_to_fu,,0.01779291220009327,0.017889354377985
IGF2,VEGFR_f,gene_to_fu,,0.017862264066934586,0.01792408525943756
INS,VEGFR_f,gene_to_fu,,0.01783072017133236,0.01801694743335247
AREG,VEGFR_f,gene_to_fu,,0.01785147376358509,0.01789899356663227
KITLG,VEGFR_f,gene_to_fu,,0.017834903672337532,0.017963172867894173
