Source1,Source2,Weight_mean
parkinson's disease,traumatic brain injury,0.02215
parkinson's disease,type 1 diabetes,0.014875
parkinson's disease,type 2 diabetes,0.0155455
parkinson's disease,ulcerative colitis,0.0156429
parkinson's disease,upper respiratory infection,0.0630625
parkinson's disease,urinary tract infection,0.0193462
parkinson's disease,vitamin d deficiency,0.0155
pink eye,plantar fasciitis,0.13775
pink eye,pleural effusion,0.048125
pink eye,pneumonia,0.0986667
pink eye,pneumothorax,0.0473333
pink eye,polycystic ovary syndrome,0.0345
pink eye,post traumatic stress disorder,0.0705
pink eye,prostate cancer,0.032
pink eye,psoriasis,0.0685714
pink eye,pulmonary embolism,0.0493
pink eye,pulmonary hypertension,0.0365
pink eye,retinal detachment,0.0642
pink eye,rhabdomyolysis,0.088
pink eye,rheumatoid arthritis,0.0623333
pink eye,seasonal allergies,0.0718846
pink eye,sebaceous cyst,0.143167
pink eye,sepsis,0.0974
pink eye,shingles,0.0733889
pink eye,sickle cell anemia,0.0508
pink eye,sinusitis,0.0535714
pink eye,sleep apnea,0.0258
pink eye,spondylosis,0.0445
pink eye,sprained ankle,0.1705
pink eye,sprained knee,0.107
pink eye,sprained wrist,0.2205
pink eye,stomach flu,0.05975
pink eye,stomach ulcer,0.025
pink eye,strep throat,0.118227
pink eye,stroke,0.04025
pink eye,tension headache,0.0948
pink eye,thyroid cancer,0.04925
pink eye,thyroid nodules,0.0595
pink eye,traumatic brain injury,0.055
pink eye,type 1 diabetes,0.03075
pink eye,type 2 diabetes,0.0773333
pink eye,ulcerative colitis,0.042875
pink eye,upper respiratory infection,0.124312
pink eye,urinary tract infection,0.040125
pink eye,vitamin d deficiency,0.02
plantar fasciitis,pneumothorax,0.1505
plantar fasciitis,polycystic ovary syndrome,0.171333
plantar fasciitis,post traumatic stress disorder,0.009
plantar fasciitis,prostate cancer,0.148
plantar fasciitis,psoriasis,0.117833
plantar fasciitis,pulmonary embolism,0.041
plantar fasciitis,rhabdomyolysis,0.03
plantar fasciitis,rheumatoid arthritis,0.1475
plantar fasciitis,sciatica,0.1025
plantar fasciitis,seasonal allergies,0.04375
plantar fasciitis,sebaceous cyst,0.173833
plantar fasciitis,sepsis,0.0105
plantar fasciitis,shingles,0.0937
plantar fasciitis,sickle cell anemia,0.169
plantar fasciitis,sinusitis,0.15575
plantar fasciitis,sleep apnea,0.0085
plantar fasciitis,spondylosis,0.2055
plantar fasciitis,sprained ankle,0.15975
plantar fasciitis,sprained knee,0.0861667
plantar fasciitis,sprained wrist,0.130333
plantar fasciitis,stomach flu,0.233
plantar fasciitis,stomach ulcer,0.20775
plantar fasciitis,strep throat,0.126125
plantar fasciitis,tension headache,0.24025
plantar fasciitis,thoracic radiculopathy,0.1235
plantar fasciitis,thyroid nodules,0.17325
plantar fasciitis,traumatic brain injury,0.0385
plantar fasciitis,type 1 diabetes,0.12
plantar fasciitis,type 2 diabetes,0.046
plantar fasciitis,ulcerative colitis,0.2475
plantar fasciitis,upper respiratory infection,0.03175
plantar fasciitis,urinary tract infection,0.055
pleural effusion,pneumonia,0.0749167
pleural effusion,pneumothorax,0.0569
pleural effusion,prostate cancer,0.0293
pleural effusion,psoriasis,0.0216667
pleural effusion,pulmonary embolism,0.088
pleural effusion,pulmonary hypertension,0.0509375
pleural effusion,retinal detachment,0.028
pleural effusion,rhabdomyolysis,0.029
pleural effusion,rheumatoid arthritis,0.0383333
pleural effusion,schizophrenia,0.01875
pleural effusion,sciatica,0.0355
pleural effusion,seasonal allergies,0.0551667
pleural effusion,sepsis,0.0498182
pleural effusion,shingles,0.0235
pleural effusion,sickle cell anemia,0.059
pleural effusion,sinusitis,0.0515625
pleural effusion,sleep apnea,0.0478333
pleural effusion,spondylosis,0.0695
pleural effusion,stomach flu,0.034
pleural effusion,stomach ulcer,0.0975
pleural effusion,strep throat,0.0735
pleural effusion,stroke,0.0905
pleural effusion,tension headache,0.024
pleural effusion,thoracic radiculopathy,0.1265
pleural effusion,thyroid cancer,0.0454
pleural effusion,type 1 diabetes,0.0375714
pleural effusion,type 2 diabetes,0.0401667
pleural effusion,ulcerative colitis,0.031
pleural effusion,upper respiratory infection,0.101813
pleural effusion,urinary tract infection,0.0288
pleural effusion,vitamin d deficiency,0.024
pneumonia,pneumothorax,0.0545
pneumonia,polycystic ovary syndrome,0.05575
pneumonia,post traumatic stress disorder,0.0145
pneumonia,prostate cancer,0.0495714
pneumonia,psoriasis,0.0505
pneumonia,psychosis,0.021
pneumonia,pulmonary embolism,0.0726111
pneumonia,pulmonary hypertension,0.0692222
pneumonia,retinal detachment,0.027
pneumonia,rhabdomyolysis,0.0345
pneumonia,rheumatoid arthritis,0.04445
pneumonia,schizophrenia,0.0184167
pneumonia,sciatica,0.045
pneumonia,seasonal allergies,0.0713333
pneumonia,sebaceous cyst,0.0245
pneumonia,sepsis,0.0606053
pneumonia,shingles,0.03225
pneumonia,sickle cell anemia,0.0825833
pneumonia,sinusitis,0.0677692
pneumonia,sleep apnea,0.0595
pneumonia,spondylosis,0.079
pneumonia,stomach flu,0.0791111
pneumonia,stomach ulcer,0.0551667
pneumonia,strep throat,0.102583
pneumonia,stroke,0.072125
pneumonia,tension headache,0.04875
pneumonia,thoracic radiculopathy,0.136
pneumonia,thyroid cancer,0.0837857
pneumonia,traumatic brain injury,0.02425
pneumonia,type 1 diabetes,0.06065
pneumonia,type 2 diabetes,0.04555
pneumonia,ulcerative colitis,0.0697143
pneumonia,upper respiratory infection,0.122455
pneumonia,urinary tract infection,0.0371667
pneumonia,vitamin d deficiency,0.027
pneumothorax,polycystic ovary syndrome,0.249
pneumothorax,post traumatic stress disorder,0.017125
pneumothorax,prostate cancer,0.02875
pneumothorax,psoriasis,0.0355
pneumothorax,psychosis,0.0148333
pneumothorax,pulmonary embolism,0.04575
pneumothorax,pulmonary hypertension,0.0335
pneumothorax,retinal detachment,0.016
pneumothorax,rhabdomyolysis,0.0155
pneumothorax,rheumatoid arthritis,0.0523
pneumothorax,schizophrenia,0.0095
pneumothorax,sciatica,0.26775
pneumothorax,seasonal allergies,0.0434
pneumothorax,sebaceous cyst,0.0553333
pneumothorax,sepsis,0.029
pneumothorax,shingles,0.0728333
pneumothorax,sickle cell anemia,0.0786667
pneumothorax,sinusitis,0.0523
pneumothorax,sleep apnea,0.0263333
pneumothorax,spondylosis,0.084
pneumothorax,sprained ankle,0.112167
pneumothorax,sprained knee,0.07575
pneumothorax,sprained wrist,0.133
pneumothorax,stomach flu,0.0821667
pneumothorax,stomach ulcer,0.0818333
pneumothorax,strep throat,0.07375
pneumothorax,stroke,0.03525
pneumothorax,tension headache,0.1565
pneumothorax,thoracic radiculopathy,0.2995
pneumothorax,thyroid cancer,0.05
pneumothorax,thyroid nodules,0.0545
pneumothorax,traumatic brain injury,0.024
pneumothorax,type 1 diabetes,0.0351667
pneumothorax,type 2 diabetes,0.026375
pneumothorax,ulcerative colitis,0.074
pneumothorax,upper respiratory infection,0.151
pneumothorax,urinary tract infection,0.0152
pneumothorax,vitamin d deficiency,0.022
polycystic ovary syndrome,post traumatic stress disorder,0.1369
polycystic ovary syndrome,prostate cancer,0.085625
polycystic ovary syndrome,psoriasis,0.0717778
polycystic ovary syndrome,psychosis,0.109167
polycystic ovary syndrome,pulmonary embolism,0.0345
polycystic ovary syndrome,pulmonary hypertension,0.03425
polycystic ovary syndrome,retinal detachment,0.0475
polycystic ovary syndrome,rhabdomyolysis,0.055
polycystic ovary syndrome,rheumatoid arthritis,0.0921
polycystic ovary syndrome,schizophrenia,0.0545
polycystic ovary syndrome,sciatica,0.188167
polycystic ovary syndrome,seasonal allergies,0.0368333
polycystic ovary syndrome,sebaceous cyst,0.232
polycystic ovary syndrome,sepsis,0.043
polycystic ovary syndrome,shingles,0.18175
polycystic ovary syndrome,sickle cell anemia,0.1468
polycystic ovary syndrome,sinusitis,0.086
polycystic ovary syndrome,sleep apnea,0.0470833
polycystic ovary syndrome,spondylosis,0.0877143
polycystic ovary syndrome,sprained ankle,0.25225
polycystic ovary syndrome,sprained knee,0.156
polycystic ovary syndrome,sprained wrist,0.22975
polycystic ovary syndrome,stomach flu,0.1515
polycystic ovary syndrome,stomach ulcer,0.0852083
polycystic ovary syndrome,strep throat,0.104071
polycystic ovary syndrome,stroke,0.0491667
polycystic ovary syndrome,tension headache,0.146643
polycystic ovary syndrome,thoracic radiculopathy,0.190833
polycystic ovary syndrome,thyroid cancer,0.0619167
polycystic ovary syndrome,thyroid nodules,0.109833
polycystic ovary syndrome,traumatic brain injury,0.0540714
polycystic ovary syndrome,type 1 diabetes,0.0472857
polycystic ovary syndrome,type 2 diabetes,0.033
polycystic ovary syndrome,ulcerative colitis,0.12475
polycystic ovary syndrome,upper respiratory infection,0.0551667
polycystic ovary syndrome,urinary tract infection,0.04675
polycystic ovary syndrome,vitamin d deficiency,0.06225
post traumatic stress disorder,prostate cancer,0.015
post traumatic stress disorder,psoriasis,0.0962857
post traumatic stress disorder,psychosis,0.0576429
post traumatic stress disorder,pulmonary embolism,0.0165
post traumatic stress disorder,pulmonary hypertension,0.137
post traumatic stress disorder,retinal detachment,0.0385
post traumatic stress disorder,rhabdomyolysis,0.0193
post traumatic stress disorder,rheumatoid arthritis,0.136667
post traumatic stress disorder,schizophrenia,0.0498158
post traumatic stress disorder,sciatica,0.079
post traumatic stress disorder,seasonal allergies,0.141625
post traumatic stress disorder,sepsis,0.0216667
post traumatic stress disorder,shingles,0.01975
post traumatic stress disorder,sickle cell anemia,0.0463333
post traumatic stress disorder,sinusitis,0.02
post traumatic stress disorder,sleep apnea,0.0985
post traumatic stress disorder,spondylosis,0.116667
post traumatic stress disorder,sprained ankle,0.01975
post traumatic stress disorder,sprained knee,0.012
post traumatic stress disorder,sprained wrist,0.02525
post traumatic stress disorder,stomach flu,0.13925
post traumatic stress disorder,stomach ulcer,0.1233
post traumatic stress disorder,strep throat,0.018
post traumatic stress disorder,stroke,0.0237
post traumatic stress disorder,tension headache,0.0432
post traumatic stress disorder,thoracic radiculopathy,0.15125
post traumatic stress disorder,thyroid cancer,0.0285
post traumatic stress disorder,thyroid nodules,0.03375
post traumatic stress disorder,traumatic brain injury,0.0258571
post traumatic stress disorder,type 1 diabetes,0.0725
post traumatic stress disorder,type 2 diabetes,0.0065
post traumatic stress disorder,ulcerative colitis,0.13875
post traumatic stress disorder,upper respiratory infection,0.018
post traumatic stress disorder,urinary tract infection,0.014625
post traumatic stress disorder,vitamin d deficiency,0.131167
prostate cancer,psoriasis,0.0239
prostate cancer,pulmonary embolism,0.020625
prostate cancer,pulmonary hypertension,0.0225
prostate cancer,retinal detachment,0.02
prostate cancer,rhabdomyolysis,0.035625
prostate cancer,rheumatoid arthritis,0.03725
prostate cancer,schizophrenia,0.0105
prostate cancer,sciatica,0.105417
prostate cancer,seasonal allergies,0.0195
prostate cancer,sebaceous cyst,0.062
prostate cancer,sepsis,0.05775
prostate cancer,shingles,0.0481667
prostate cancer,sickle cell anemia,0.1057
prostate cancer,sinusitis,0.0340714
prostate cancer,sleep apnea,0.0199
prostate cancer,spondylosis,0.08325
prostate cancer,sprained ankle,0.142
prostate cancer,sprained knee,0.12575
prostate cancer,sprained wrist,0.219
prostate cancer,stomach flu,0.0618
prostate cancer,stomach ulcer,0.068125
prostate cancer,strep throat,0.0865
prostate cancer,stroke,0.1005
prostate cancer,tension headache,0.0706667
prostate cancer,thoracic radiculopathy,0.1577
prostate cancer,thyroid cancer,0.0387
prostate cancer,thyroid nodules,0.0466667
prostate cancer,traumatic brain injury,0.0325
prostate cancer,type 1 diabetes,0.0220714
prostate cancer,type 2 diabetes,0.0224
prostate cancer,ulcerative colitis,0.0551818
prostate cancer,upper respiratory infection,0.0491
prostate cancer,urinary tract infection,0.03
prostate cancer,vitamin d deficiency,0.02
psoriasis,psychosis,0.113667
psoriasis,pulmonary embolism,0.0275
psoriasis,pulmonary hypertension,0.027875
psoriasis,retinal detachment,0.0205
psoriasis,rhabdomyolysis,0.045
psoriasis,rheumatoid arthritis,0.0413636
psoriasis,schizophrenia,0.059
psoriasis,sciatica,0.323
psoriasis,seasonal allergies,0.0353889
psoriasis,sebaceous cyst,0.0829
psoriasis,sepsis,0.0541667
psoriasis,shingles,0.061
psoriasis,sickle cell anemia,0.0793333
psoriasis,sinusitis,0.0353333
psoriasis,sleep apnea,0.04
psoriasis,spondylosis,0.066
psoriasis,sprained ankle,0.25775
psoriasis,sprained knee,0.171
psoriasis,sprained wrist,0.194
psoriasis,stomach flu,0.119389
psoriasis,stomach ulcer,0.0655
psoriasis,strep throat,0.06935
psoriasis,stroke,0.01275
psoriasis,tension headache,0.0571667
psoriasis,thoracic radiculopathy,0.32
psoriasis,thyroid cancer,0.041375
psoriasis,thyroid nodules,0.039
psoriasis,traumatic brain injury,0.02075
psoriasis,type 1 diabetes,0.0223125
psoriasis,type 2 diabetes,0.0265
psoriasis,ulcerative colitis,0.095625
psoriasis,upper respiratory infection,0.0554
psoriasis,urinary tract infection,0.0346429
psoriasis,vitamin d deficiency,0.0624
psychosis,pulmonary embolism,0.033
psychosis,pulmonary hypertension,0.108
psychosis,retinal detachment,0.0135
psychosis,rhabdomyolysis,0.0158333
psychosis,rheumatoid arthritis,0.0766667
psychosis,schizophrenia,0.0334583
psychosis,sciatica,0.0165
psychosis,seasonal allergies,0.0921667
psychosis,sebaceous cyst,0.016
psychosis,sepsis,0.029625
psychosis,shingles,0.0045
psychosis,sickle cell anemia,0.026
psychosis,sleep apnea,0.0585714
psychosis,spondylosis,0.108
psychosis,sprained ankle,0.0165
psychosis,sprained knee,0.0115
psychosis,sprained wrist,0.033
psychosis,stomach flu,0.0313333
psychosis,stomach ulcer,0.1095
psychosis,stroke,0.036
psychosis,tension headache,0.0415
psychosis,traumatic brain injury,0.0273571
psychosis,type 1 diabetes,0.106
psychosis,type 2 diabetes,0.0155
psychosis,ulcerative colitis,0.0138333
psychosis,urinary tract infection,0.01675
psychosis,vitamin d deficiency,0.063875
pulmonary embolism,pulmonary hypertension,0.0568333
pulmonary embolism,retinal detachment,0.0246667
pulmonary embolism,rhabdomyolysis,0.03175
pulmonary embolism,rheumatoid arthritis,0.0523
pulmonary embolism,schizophrenia,0.024
pulmonary embolism,sciatica,0.13125
pulmonary embolism,seasonal allergies,0.0499286
pulmonary embolism,sebaceous cyst,0.064375
pulmonary embolism,sepsis,0.0522143
pulmonary embolism,shingles,0.022
pulmonary embolism,sickle cell anemia,0.0508125
pulmonary embolism,sinusitis,0.0619
pulmonary embolism,sleep apnea,0.050625
pulmonary embolism,spondylosis,0.061
pulmonary embolism,sprained ankle,0.0928333
pulmonary embolism,sprained knee,0.05
pulmonary embolism,sprained wrist,0.172
pulmonary embolism,stomach flu,0.05
pulmonary embolism,stomach ulcer,0.07425
pulmonary embolism,strep throat,0.072375
pulmonary embolism,tension headache,0.0305
pulmonary embolism,thoracic radiculopathy,0.17075
pulmonary embolism,thyroid cancer,0.0348333
pulmonary embolism,thyroid nodules,0.0349
pulmonary embolism,type 1 diabetes,0.047
pulmonary embolism,type 2 diabetes,0.04325
pulmonary embolism,ulcerative colitis,0.029
pulmonary embolism,upper respiratory infection,0.178833
pulmonary embolism,urinary tract infection,0.0233
pulmonary embolism,vitamin d deficiency,0.02975
pulmonary hypertension,retinal detachment,0.021
pulmonary hypertension,rheumatoid arthritis,0.034625
pulmonary hypertension,schizophrenia,0.0295
pulmonary hypertension,sciatica,0.186
pulmonary hypertension,seasonal allergies,0.0384286
pulmonary hypertension,sebaceous cyst,0.0185
pulmonary hypertension,sepsis,0.0352857
pulmonary hypertension,shingles,0.02475
pulmonary hypertension,sickle cell anemia,0.0514
pulmonary hypertension,sinusitis,0.0405833
pulmonary hypertension,sleep apnea,0.0475
pulmonary hypertension,spondylosis,0.04025
pulmonary hypertension,stomach ulcer,0.05475
pulmonary hypertension,strep throat,0.049
pulmonary hypertension,stroke,0.01975
pulmonary hypertension,tension headache,0.0215
pulmonary hypertension,thoracic radiculopathy,0.2525
pulmonary hypertension,thyroid cancer,0.0445
pulmonary hypertension,thyroid nodules,0.0465
pulmonary hypertension,traumatic brain injury,0.0095
pulmonary hypertension,type 1 diabetes,0.034
pulmonary hypertension,type 2 diabetes,0.0403333
pulmonary hypertension,ulcerative colitis,0.0195
pulmonary hypertension,upper respiratory infection,0.102
pulmonary hypertension,urinary tract infection,0.0195
pulmonary hypertension,vitamin d deficiency,0.05125
retinal detachment,rhabdomyolysis,0.022
retinal detachment,rheumatoid arthritis,0.012
