Source1,Source2,Weight_mean
cholecystitis,groin hernia,0.11185
cholecystitis,heart attack,0.119
cholecystitis,hepatitis a,0.101385
cholecystitis,hepatitis b,0.04705
cholecystitis,hepatitis c,0.08845
cholecystitis,hiatal hernia,0.10495
cholecystitis,high cholesterol,0.0518333
cholecystitis,hiv/aids,0.0588333
cholecystitis,hyperthyroidism,0.05175
cholecystitis,hypoglycemia,0.017
cholecystitis,hyponatremia,0.0527857
cholecystitis,hypothyroidism,0.0429286
cholecystitis,insect bites and stings,0.03725
cholecystitis,iron deficiency anemia,0.0566667
cholecystitis,irritable bowel syndrome,0.1317
cholecystitis,kidney infection,0.136333
cholecystitis,kidney stone,0.105808
cholecystitis,liver cancer,0.1154
cholecystitis,low back pain,0.128
cholecystitis,lung cancer,0.0390714
cholecystitis,lupus,0.09415
cholecystitis,lyme disease,0.115214
cholecystitis,major depression,0.014375
cholecystitis,melanoma,0.0806667
cholecystitis,meningitis,0.124
cholecystitis,middle ear infection,0.0971
cholecystitis,migraine,0.146833
cholecystitis,miscarriage,0.120083
cholecystitis,mono,0.108773
cholecystitis,multiple myeloma,0.0930714
cholecystitis,multiple sclerosis,0.0217143
cholecystitis,myasthenia gravis,0.0265
cholecystitis,neutropenia,0.09825
cholecystitis,obesity,0.110438
cholecystitis,osteoarthritis,0.150833
cholecystitis,osteoporosis,0.21
cholecystitis,ovarian cancer,0.103708
cholecystitis,ovarian cyst,0.133917
cholecystitis,pancreatitis,0.134538
cholecystitis,parkinson's disease,0.020625
cholecystitis,pink eye,0.03825
cholecystitis,plantar fasciitis,0.208
cholecystitis,pleural effusion,0.028
cholecystitis,pneumonia,0.0599
cholecystitis,pneumothorax,0.127833
cholecystitis,polycystic ovary syndrome,0.142437
cholecystitis,post traumatic stress disorder,0.0576667
cholecystitis,prostate cancer,0.0771875
cholecystitis,psoriasis,0.09125
cholecystitis,pulmonary embolism,0.0243333
cholecystitis,pulmonary hypertension,0.0175
cholecystitis,retinal detachment,0.0165
cholecystitis,rhabdomyolysis,0.017
cholecystitis,rheumatoid arthritis,0.09525
cholecystitis,sciatica,0.172125
cholecystitis,seasonal allergies,0.0285
cholecystitis,sebaceous cyst,0.2065
cholecystitis,sepsis,0.0762857
cholecystitis,shingles,0.123625
cholecystitis,sickle cell anemia,0.136
cholecystitis,sinusitis,0.0856667
cholecystitis,sleep apnea,0.049875
cholecystitis,spondylosis,0.24025
cholecystitis,sprained ankle,0.211167
cholecystitis,sprained knee,0.148875
cholecystitis,sprained wrist,0.289
cholecystitis,stomach flu,0.137233
cholecystitis,stomach ulcer,0.136313
cholecystitis,strep throat,0.122222
cholecystitis,stroke,0.011
cholecystitis,tension headache,0.219167
cholecystitis,thoracic radiculopathy,0.2275
cholecystitis,thyroid cancer,0.0680833
cholecystitis,thyroid nodules,0.194
cholecystitis,traumatic brain injury,0.0858333
cholecystitis,type 1 diabetes,0.0542778
cholecystitis,type 2 diabetes,0.0135
cholecystitis,ulcerative colitis,0.125292
cholecystitis,upper respiratory infection,0.0515833
cholecystitis,urinary tract infection,0.0523182
cholecystitis,vitamin d deficiency,0.0498333
chronic kidney disease,chronic obstructive pulmonary disease,0.0283333
chronic kidney disease,chronic pain,0.028375
chronic kidney disease,cirrhosis of the liver,0.0261875
chronic kidney disease,colon cancer,0.0362
chronic kidney disease,common cold,0.0231875
chronic kidney disease,concussion,0.0185
chronic kidney disease,congestive heart failure,0.0378
chronic kidney disease,coronary artery disease,0.025375
chronic kidney disease,crohn's disease,0.0557778
chronic kidney disease,deep vein thrombosis,0.0199
chronic kidney disease,dementia,0.0286875
chronic kidney disease,diverticulitis,0.0758
chronic kidney disease,diverticulosis,0.0413
chronic kidney disease,drug withdrawal,0.0158571
chronic kidney disease,ectopic pregnancy,0.05975
chronic kidney disease,encephalitis,0.042625
chronic kidney disease,encephalopathy,0.0640714
chronic kidney disease,endometrial cancer,0.023375
chronic kidney disease,endometriosis,0.0428571
chronic kidney disease,epididymitis,0.0345
chronic kidney disease,epilepsy,0.02425
chronic kidney disease,esophageal cancer,0.033
chronic kidney disease,fibroids,0.05825
chronic kidney disease,fibromyalgia,0.02175
chronic kidney disease,gallstones,0.0528
chronic kidney disease,gastritis,0.071375
chronic kidney disease,gastroparesis,0.114625
chronic kidney disease,glaucoma,0.021
chronic kidney disease,goiter,0.0308333
chronic kidney disease,gout,0.026
chronic kidney disease,groin hernia,0.0255
chronic kidney disease,heart attack,0.0174167
chronic kidney disease,hepatitis a,0.03895
chronic kidney disease,hepatitis b,0.0198
chronic kidney disease,hepatitis c,0.0181818
chronic kidney disease,hiatal hernia,0.0321667
chronic kidney disease,high blood pressure,0.022
chronic kidney disease,high cholesterol,0.0195
chronic kidney disease,hiv/aids,0.024
chronic kidney disease,hives,0.0355
chronic kidney disease,hyperthyroidism,0.0209375
chronic kidney disease,hypoglycemia,0.0215625
chronic kidney disease,hyponatremia,0.0283182
chronic kidney disease,hypothyroidism,0.0130417
chronic kidney disease,insect bites and stings,0.034625
chronic kidney disease,iron deficiency anemia,0.0292
chronic kidney disease,irritable bowel syndrome,0.078
chronic kidney disease,kidney infection,0.0521667
chronic kidney disease,kidney stone,0.0296667
chronic kidney disease,liver cancer,0.03825
chronic kidney disease,low back pain,0.041
chronic kidney disease,lung cancer,0.0278846
chronic kidney disease,lupus,0.0205
chronic kidney disease,lyme disease,0.0516875
chronic kidney disease,melanoma,0.0331429
chronic kidney disease,meningitis,0.0420417
chronic kidney disease,middle ear infection,0.0319167
chronic kidney disease,migraine,0.0228333
chronic kidney disease,miscarriage,0.146
chronic kidney disease,mono,0.0607727
chronic kidney disease,multiple myeloma,0.0237917
chronic kidney disease,multiple sclerosis,0.0245
chronic kidney disease,myasthenia gravis,0.0417143
chronic kidney disease,neutropenia,0.0527273
chronic kidney disease,obesity,0.019
chronic kidney disease,osteoporosis,0.0315
chronic kidney disease,ovarian cancer,0.03605
chronic kidney disease,ovarian cyst,0.0464167
chronic kidney disease,pancreatitis,0.0763
chronic kidney disease,parkinson's disease,0.019
chronic kidney disease,pink eye,0.05225
chronic kidney disease,plantar fasciitis,0.0065
chronic kidney disease,pleural effusion,0.03495
chronic kidney disease,pneumonia,0.0495313
chronic kidney disease,pneumothorax,0.03225
chronic kidney disease,polycystic ovary syndrome,0.0345
chronic kidney disease,post traumatic stress disorder,0.012
chronic kidney disease,prostate cancer,0.0234444
chronic kidney disease,psoriasis,0.0239167
chronic kidney disease,psychosis,0.0155
chronic kidney disease,pulmonary embolism,0.0437
chronic kidney disease,pulmonary hypertension,0.0335833
chronic kidney disease,retinal detachment,0.0085
chronic kidney disease,rhabdomyolysis,0.0225
chronic kidney disease,rheumatoid arthritis,0.02
chronic kidney disease,schizophrenia,0.01
chronic kidney disease,sciatica,0.038
chronic kidney disease,seasonal allergies,0.0280833
chronic kidney disease,sebaceous cyst,0.0605
chronic kidney disease,sepsis,0.035
chronic kidney disease,shingles,0.02
chronic kidney disease,sickle cell anemia,0.0247
chronic kidney disease,sinusitis,0.03155
chronic kidney disease,sleep apnea,0.0159091
chronic kidney disease,spondylosis,0.072
chronic kidney disease,stomach flu,0.08895
chronic kidney disease,stomach ulcer,0.03275
chronic kidney disease,strep throat,0.05555
chronic kidney disease,stroke,0.061
chronic kidney disease,tension headache,0.0255
chronic kidney disease,thoracic radiculopathy,0.129
chronic kidney disease,thyroid cancer,0.0308125
chronic kidney disease,traumatic brain injury,0.018125
chronic kidney disease,type 1 diabetes,0.0169615
chronic kidney disease,type 2 diabetes,0.0125909
chronic kidney disease,ulcerative colitis,0.0553889
chronic kidney disease,upper respiratory infection,0.0752222
chronic kidney disease,urinary tract infection,0.0207917
chronic kidney disease,vitamin d deficiency,0.03
chronic obstructive pulmonary disease,chronic pain,0.02975
chronic obstructive pulmonary disease,cirrhosis of the liver,0.03245
chronic obstructive pulmonary disease,colon cancer,0.02165
chronic obstructive pulmonary disease,common cold,0.036375
chronic obstructive pulmonary disease,concussion,0.0153333
chronic obstructive pulmonary disease,congestive heart failure,0.0360882
chronic obstructive pulmonary disease,coronary artery disease,0.0206429
chronic obstructive pulmonary disease,crohn's disease,0.0380714
chronic obstructive pulmonary disease,deep vein thrombosis,0.052875
chronic obstructive pulmonary disease,dementia,0.017
chronic obstructive pulmonary disease,diverticulitis,0.0441667
chronic obstructive pulmonary disease,diverticulosis,0.0155
chronic obstructive pulmonary disease,drug withdrawal,0.0464375
chronic obstructive pulmonary disease,encephalitis,0.0311875
chronic obstructive pulmonary disease,encephalopathy,0.0427857
chronic obstructive pulmonary disease,endometrial cancer,0.02325
chronic obstructive pulmonary disease,endometriosis,0.0139167
chronic obstructive pulmonary disease,epididymitis,0.0363333
chronic obstructive pulmonary disease,epilepsy,0.0179444
chronic obstructive pulmonary disease,esophageal cancer,0.045
chronic obstructive pulmonary disease,fibroids,0.025
chronic obstructive pulmonary disease,fibromyalgia,0.0245833
chronic obstructive pulmonary disease,gallstones,0.0265
chronic obstructive pulmonary disease,gastritis,0.016
chronic obstructive pulmonary disease,gastroparesis,0.0151667
chronic obstructive pulmonary disease,glaucoma,0.0115
chronic obstructive pulmonary disease,goiter,0.0315
chronic obstructive pulmonary disease,gout,0.023375
chronic obstructive pulmonary disease,groin hernia,0.013
chronic obstructive pulmonary disease,heart attack,0.0215
chronic obstructive pulmonary disease,hepatitis a,0.0310556
chronic obstructive pulmonary disease,hepatitis b,0.0263
chronic obstructive pulmonary disease,hepatitis c,0.0271
chronic obstructive pulmonary disease,hiatal hernia,0.0242143
chronic obstructive pulmonary disease,high blood pressure,0.0281
chronic obstructive pulmonary disease,high cholesterol,0.02325
chronic obstructive pulmonary disease,hiv/aids,0.0321562
chronic obstructive pulmonary disease,hives,0.033375
chronic obstructive pulmonary disease,hyperthyroidism,0.024875
chronic obstructive pulmonary disease,hypoglycemia,0.0163125
chronic obstructive pulmonary disease,hyponatremia,0.0363125
chronic obstructive pulmonary disease,hypothyroidism,0.0189167
chronic obstructive pulmonary disease,insect bites and stings,0.0155
chronic obstructive pulmonary disease,iron deficiency anemia,0.0277857
chronic obstructive pulmonary disease,irritable bowel syndrome,0.0329
chronic obstructive pulmonary disease,kidney infection,0.05375
chronic obstructive pulmonary disease,kidney stone,0.0195
chronic obstructive pulmonary disease,liver cancer,0.0357143
chronic obstructive pulmonary disease,low back pain,0.0315
chronic obstructive pulmonary disease,lung cancer,0.0369333
chronic obstructive pulmonary disease,lupus,0.0305417
chronic obstructive pulmonary disease,lyme disease,0.05775
chronic obstructive pulmonary disease,major depression,0.13775
chronic obstructive pulmonary disease,melanoma,0.0423
chronic obstructive pulmonary disease,meningitis,0.0543889
chronic obstructive pulmonary disease,middle ear infection,0.0546
chronic obstructive pulmonary disease,migraine,0.0161667
chronic obstructive pulmonary disease,mono,0.0706111
chronic obstructive pulmonary disease,multiple myeloma,0.0401667
chronic obstructive pulmonary disease,multiple sclerosis,0.028125
chronic obstructive pulmonary disease,myasthenia gravis,0.058125
chronic obstructive pulmonary disease,neutropenia,0.075
chronic obstructive pulmonary disease,obesity,0.0241429
chronic obstructive pulmonary disease,osteoarthritis,0.0306667
chronic obstructive pulmonary disease,osteoporosis,0.02
chronic obstructive pulmonary disease,ovarian cancer,0.0292143
chronic obstructive pulmonary disease,ovarian cyst,0.0198333
chronic obstructive pulmonary disease,pancreatitis,0.0206
chronic obstructive pulmonary disease,parkinson's disease,0.0290455
chronic obstructive pulmonary disease,pink eye,0.0501
chronic obstructive pulmonary disease,pleural effusion,0.0487273
chronic obstructive pulmonary disease,pneumonia,0.0532368
chronic obstructive pulmonary disease,pneumothorax,0.0354444
chronic obstructive pulmonary disease,polycystic ovary syndrome,0.0295
chronic obstructive pulmonary disease,post traumatic stress disorder,0.133875
chronic obstructive pulmonary disease,prostate cancer,0.0193571
chronic obstructive pulmonary disease,psoriasis,0.0238571
chronic obstructive pulmonary disease,psychosis,0.0568
chronic obstructive pulmonary disease,pulmonary embolism,0.051
chronic obstructive pulmonary disease,pulmonary hypertension,0.04215
chronic obstructive pulmonary disease,retinal detachment,0.01325
chronic obstructive pulmonary disease,rhabdomyolysis,0.018375
chronic obstructive pulmonary disease,rheumatoid arthritis,0.0187917
chronic obstructive pulmonary disease,schizophrenia,0.0205625
chronic obstructive pulmonary disease,sciatica,0.0215
chronic obstructive pulmonary disease,seasonal allergies,0.0364167
chronic obstructive pulmonary disease,sebaceous cyst,0.014
chronic obstructive pulmonary disease,sepsis,0.0450938
chronic obstructive pulmonary disease,shingles,0.014875
chronic obstructive pulmonary disease,sickle cell anemia,0.0482
chronic obstructive pulmonary disease,sinusitis,0.04475
chronic obstructive pulmonary disease,sleep apnea,0.0347917
chronic obstructive pulmonary disease,spondylosis,0.03625
chronic obstructive pulmonary disease,stomach flu,0.0257222
chronic obstructive pulmonary disease,stomach ulcer,0.0485
chronic obstructive pulmonary disease,strep throat,0.0703125
chronic obstructive pulmonary disease,stroke,0.068
chronic obstructive pulmonary disease,tension headache,0.022
chronic obstructive pulmonary disease,thoracic radiculopathy,0.1195
chronic obstructive pulmonary disease,thyroid cancer,0.0433333
chronic obstructive pulmonary disease,traumatic brain injury,0.0185
chronic obstructive pulmonary disease,type 1 diabetes,0.0271667
chronic obstructive pulmonary disease,type 2 diabetes,0.026875
chronic obstructive pulmonary disease,ulcerative colitis,0.0372143
chronic obstructive pulmonary disease,upper respiratory infection,0.0844545
chronic obstructive pulmonary disease,urinary tract infection,0.0184444
chronic obstructive pulmonary disease,vitamin d deficiency,0.0382
chronic pain,cirrhosis of the liver,0.09525
chronic pain,colon cancer,0.08845
chronic pain,common cold,0.02425
chronic pain,concussion,0.0453333
chronic pain,congestive heart failure,0.0195
chronic pain,coronary artery disease,0.0386
chronic pain,crohn's disease,0.161786
chronic pain,deep vein thrombosis,0.132625
chronic pain,dementia,0.028
chronic pain,diverticulitis,0.14125
chronic pain,diverticulosis,0.110083
chronic pain,drug withdrawal,0.0561818
chronic pain,ectopic pregnancy,0.127429
chronic pain,encephalitis,0.0245
chronic pain,encephalopathy,0.032625
chronic pain,endometrial cancer,0.0366667
chronic pain,endometriosis,0.1167
chronic pain,epididymitis,0.1481
chronic pain,epilepsy,0.03625
chronic pain,esophageal cancer,0.0559286
chronic pain,fibroids,0.1507
chronic pain,fibromyalgia,0.059925
chronic pain,gallstones,0.134875
chronic pain,gastritis,0.1106
chronic pain,gastroparesis,0.131091
chronic pain,glaucoma,0.037
chronic pain,goiter,0.03875
chronic pain,gout,0.1042
chronic pain,groin hernia,0.107643
chronic pain,heart attack,0.0640909
chronic pain,hepatitis a,0.096
chronic pain,hepatitis b,0.039
chronic pain,hepatitis c,0.0745
chronic pain,hiatal hernia,0.0738333
chronic pain,high blood pressure,0.04075
chronic pain,high cholesterol,0.0391
chronic pain,hiv/aids,0.0334091
chronic pain,hyperthyroidism,0.0385625
chronic pain,hypoglycemia,0.0311
chronic pain,hyponatremia,0.0385833
chronic pain,hypothyroidism,0.0299
chronic pain,iron deficiency anemia,0.0455
chronic pain,irritable bowel syndrome,0.0996667
chronic pain,kidney infection,0.145286
chronic pain,kidney stone,0.111333
chronic pain,liver cancer,0.109429
chronic pain,low back pain,0.0966818
chronic pain,lung cancer,0.04725
chronic pain,lupus,0.0806429
chronic pain,lyme disease,0.1133
chronic pain,major depression,0.0996429
chronic pain,melanoma,0.0479
chronic pain,meningitis,0.0986429
chronic pain,middle ear infection,0.3045
chronic pain,migraine,0.076625
chronic pain,miscarriage,0.12325
chronic pain,mono,0.0875714
chronic pain,multiple myeloma,0.0723125
chronic pain,multiple sclerosis,0.0296364
chronic pain,myasthenia gravis,0.05675
chronic pain,neutropenia,0.0464
chronic pain,obesity,0.0605357
chronic pain,osteoarthritis,0.06925
chronic pain,osteoporosis,0.0739
chronic pain,ovarian cancer,0.095
chronic pain,ovarian cyst,0.134222
chronic pain,pancreatitis,0.1319
chronic pain,parkinson's disease,0.0229
chronic pain,plantar fasciitis,0.149875
chronic pain,pleural effusion,0.0275
chronic pain,pneumonia,0.02675
chronic pain,pneumothorax,0.133167
chronic pain,polycystic ovary syndrome,0.104722
chronic pain,post traumatic stress disorder,0.0907222
chronic pain,prostate cancer,0.097
chronic pain,psoriasis,0.0823571
chronic pain,psychosis,0.0742
chronic pain,pulmonary embolism,0.04725
chronic pain,pulmonary hypertension,0.0503333
chronic pain,retinal detachment,0.033
chronic pain,rhabdomyolysis,0.03025
chronic pain,rheumatoid arthritis,0.0724375
chronic pain,schizophrenia,0.047125
chronic pain,sciatica,0.0995
chronic pain,seasonal allergies,0.0391667
chronic pain,sebaceous cyst,0.3585
chronic pain,sepsis,0.0295
chronic pain,shingles,0.132625
chronic pain,sickle cell anemia,0.120938
chronic pain,sinusitis,0.0875
chronic pain,sleep apnea,0.0435833
chronic pain,spondylosis,0.0876364
chronic pain,sprained ankle,0.150625
chronic pain,sprained knee,0.122214
chronic pain,sprained wrist,0.1221
chronic pain,stomach flu,0.168889
chronic pain,stomach ulcer,0.108813
chronic pain,strep throat,0.0909167
chronic pain,stroke,0.0778333
chronic pain,tension headache,0.1271
chronic pain,thoracic radiculopathy,0.15015
chronic pain,thyroid cancer,0.042
chronic pain,thyroid nodules,0.145333
chronic pain,traumatic brain injury,0.0284167
chronic pain,type 1 diabetes,0.03325
chronic pain,type 2 diabetes,0.02575
chronic pain,ulcerative colitis,0.148214
chronic pain,upper respiratory infection,0.021
chronic pain,urinary tract infection,0.0302143
chronic pain,vitamin d deficiency,0.0625
cirrhosis of the liver,colon cancer,0.0484667
cirrhosis of the liver,common cold,0.0279
cirrhosis of the liver,concussion,0.044
cirrhosis of the liver,congestive heart failure,0.0451667
cirrhosis of the liver,coronary artery disease,0.01975
cirrhosis of the liver,crohn's disease,0.0679706
cirrhosis of the liver,deep vein thrombosis,0.0612857
cirrhosis of the liver,dementia,0.0328125
cirrhosis of the liver,diverticulitis,0.0933182
cirrhosis of the liver,diverticulosis,0.0498077
cirrhosis of the liver,drug withdrawal,0.0366111
cirrhosis of the liver,ectopic pregnancy,0.092875
cirrhosis of the liver,encephalitis,0.0507727
cirrhosis of the liver,encephalopathy,0.07425
cirrhosis of the liver,endometrial cancer,0.0374091
cirrhosis of the liver,endometriosis,0.0856364
cirrhosis of the liver,epididymitis,0.090625
cirrhosis of the liver,epilepsy,0.0294286
cirrhosis of the liver,esophageal cancer,0.0459643
cirrhosis of the liver,fibroids,0.0789444
cirrhosis of the liver,fibromyalgia,0.0438929
cirrhosis of the liver,gallstones,0.1016
cirrhosis of the liver,gastritis,0.0870909
cirrhosis of the liver,gastroparesis,0.143313
cirrhosis of the liver,glaucoma,0.02075
cirrhosis of the liver,goiter,0.0315
cirrhosis of the liver,gout,0.0620833
cirrhosis of the liver,groin hernia,0.0743125
cirrhosis of the liver,heart attack,0.0319231
cirrhosis of the liver,hepatitis a,0.0648333
cirrhosis of the liver,hepatitis b,0.0337187
cirrhosis of the liver,hepatitis c,0.0432667
cirrhosis of the liver,hiatal hernia,0.05435
cirrhosis of the liver,high blood pressure,0.020375
cirrhosis of the liver,high cholesterol,0.027
cirrhosis of the liver,hiv/aids,0.0322647
cirrhosis of the liver,hives,0.05525
cirrhosis of the liver,hyperthyroidism,0.0278077
cirrhosis of the liver,hypoglycemia,0.0260556
cirrhosis of the liver,hyponatremia,0.0383077
cirrhosis of the liver,hypothyroidism,0.0235
cirrhosis of the liver,insect bites and stings,0.0271
cirrhosis of the liver,iron deficiency anemia,0.0325625
cirrhosis of the liver,irritable bowel syndrome,0.0882222
cirrhosis of the liver,kidney infection,0.0820833
cirrhosis of the liver,kidney stone,0.0847222
cirrhosis of the liver,liver cancer,0.0702333
cirrhosis of the liver,low back pain,0.113667
cirrhosis of the liver,lung cancer,0.0389167
cirrhosis of the liver,lupus,0.0374333
cirrhosis of the liver,lyme disease,0.0611
cirrhosis of the liver,major depression,0.014
cirrhosis of the liver,melanoma,0.04205
cirrhosis of the liver,meningitis,0.055
cirrhosis of the liver,middle ear infection,0.0364286
cirrhosis of the liver,migraine,0.0615
cirrhosis of the liver,miscarriage,0.0721875
cirrhosis of the liver,mono,0.0705714
cirrhosis of the liver,multiple myeloma,0.0375
cirrhosis of the liver,multiple sclerosis,0.0266818
cirrhosis of the liver,myasthenia gravis,0.0489167
cirrhosis of the liver,neutropenia,0.0648636
cirrhosis of the liver,obesity,0.0426
cirrhosis of the liver,osteoarthritis,0.08275
cirrhosis of the liver,osteoporosis,0.065
cirrhosis of the liver,ovarian cancer,0.0667143
cirrhosis of the liver,ovarian cyst,0.111833
cirrhosis of the liver,pancreatitis,0.1095
cirrhosis of the liver,parkinson's disease,0.0258
cirrhosis of the liver,pink eye,0.0415
cirrhosis of the liver,plantar fasciitis,0.117667
cirrhosis of the liver,pleural effusion,0.0541875
cirrhosis of the liver,pneumonia,0.0609583
cirrhosis of the liver,pneumothorax,0.0374286
cirrhosis of the liver,polycystic ovary syndrome,0.0761111
cirrhosis of the liver,post traumatic stress disorder,0.029625
cirrhosis of the liver,prostate cancer,0.0319167
cirrhosis of the liver,psoriasis,0.03205
cirrhosis of the liver,psychosis,0.03875
cirrhosis of the liver,pulmonary embolism,0.0396667
cirrhosis of the liver,pulmonary hypertension,0.0436667
cirrhosis of the liver,retinal detachment,0.0165
cirrhosis of the liver,rhabdomyolysis,0.0274286
cirrhosis of the liver,rheumatoid arthritis,0.0378182
cirrhosis of the liver,schizophrenia,0.0243333
cirrhosis of the liver,sciatica,0.20225
cirrhosis of the liver,seasonal allergies,0.0282857
cirrhosis of the liver,sebaceous cyst,0.07025
cirrhosis of the liver,sepsis,0.05125
cirrhosis of the liver,shingles,0.0453571
cirrhosis of the liver,sickle cell anemia,0.0662222
cirrhosis of the liver,sinusitis,0.0396923
cirrhosis of the liver,sleep apnea,0.02765
cirrhosis of the liver,spondylosis,0.074125
cirrhosis of the liver,sprained ankle,0.142375
cirrhosis of the liver,sprained knee,0.098125
cirrhosis of the liver,sprained wrist,0.142
cirrhosis of the liver,stomach flu,0.0943824
cirrhosis of the liver,stomach ulcer,0.0501538
cirrhosis of the liver,strep throat,0.0733182
cirrhosis of the liver,stroke,0.0527143
cirrhosis of the liver,tension headache,0.0719167
cirrhosis of the liver,thoracic radiculopathy,0.24625
cirrhosis of the liver,thyroid cancer,0.0405
cirrhosis of the liver,thyroid nodules,0.0425
cirrhosis of the liver,traumatic brain injury,0.0329375
cirrhosis of the liver,type 1 diabetes,0.025
cirrhosis of the liver,type 2 diabetes,0.0191
cirrhosis of the liver,ulcerative colitis,0.075
cirrhosis of the liver,upper respiratory infection,0.0968333
cirrhosis of the liver,urinary tract infection,0.0305714
cirrhosis of the liver,vitamin d deficiency,0.029875
colon cancer,common cold,0.0358125
colon cancer,concussion,0.0615833
colon cancer,congestive heart failure,0.051
colon cancer,coronary artery disease,0.0195625
colon cancer,crohn's disease,0.0799412
colon cancer,deep vein thrombosis,0.0598
colon cancer,dementia,0.0176875
colon cancer,diverticulitis,0.102833
colon cancer,diverticulosis,0.0635417
colon cancer,drug withdrawal,0.0556818
colon cancer,ectopic pregnancy,0.10625
colon cancer,encephalitis,0.0287857
colon cancer,encephalopathy,0.0288333
colon cancer,endometrial cancer,0.053
colon cancer,endometriosis,0.0827857
colon cancer,epididymitis,0.108417
colon cancer,epilepsy,0.0231875
colon cancer,esophageal cancer,0.0539333
colon cancer,fibroids,0.093
colon cancer,fibromyalgia,0.05725
colon cancer,gallstones,0.118778
colon cancer,gastritis,0.07675
colon cancer,gastroparesis,0.099
colon cancer,glaucoma,0.018625
colon cancer,goiter,0.0319
colon cancer,gout,0.0756667
colon cancer,groin hernia,0.0866667
colon cancer,heart attack,0.0485
colon cancer,hepatitis a,0.0666923
colon cancer,hepatitis b,0.0362143
colon cancer,hepatitis c,0.0502917
colon cancer,hiatal hernia,0.0594231
colon cancer,high blood pressure,0.0266
colon cancer,high cholesterol,0.0333125
colon cancer,hiv/aids,0.0426786
colon cancer,hives,0.0235
colon cancer,hyperthyroidism,0.0381471
colon cancer,hypoglycemia,0.0195909
colon cancer,hyponatremia,0.0446538
colon cancer,hypothyroidism,0.0304687
colon cancer,insect bites and stings,0.0235
colon cancer,iron deficiency anemia,0.04145
colon cancer,irritable bowel syndrome,0.0776333
colon cancer,kidney infection,0.0809643
colon cancer,kidney stone,0.0948
colon cancer,liver cancer,0.0773636
colon cancer,low back pain,0.140875
colon cancer,lung cancer,0.038
colon cancer,lupus,0.0471071
colon cancer,lyme disease,0.0676111
colon cancer,major depression,0.070625
colon cancer,melanoma,0.04875
colon cancer,meningitis,0.0583182
colon cancer,middle ear infection,0.0358
colon cancer,migraine,0.0715
colon cancer,miscarriage,0.102167
colon cancer,mono,0.0685385
colon cancer,multiple myeloma,0.04465
colon cancer,multiple sclerosis,0.0287273
colon cancer,myasthenia gravis,0.0510833
colon cancer,neutropenia,0.0692222
colon cancer,obesity,0.0514583
colon cancer,osteoarthritis,0.0577
colon cancer,osteoporosis,0.0535833
colon cancer,ovarian cancer,0.0640938
colon cancer,ovarian cyst,0.128556
colon cancer,pancreatitis,0.113227
colon cancer,parkinson's disease,0.0227
colon cancer,pink eye,0.0326667
colon cancer,plantar fasciitis,0.2945
colon cancer,pleural effusion,0.045
colon cancer,pneumonia,0.0435556
colon cancer,pneumothorax,0.0388333
colon cancer,polycystic ovary syndrome,0.08805
colon cancer,post traumatic stress disorder,0.0777143
colon cancer,prostate cancer,0.0371818
colon cancer,psoriasis,0.0482778
colon cancer,psychosis,0.0512
colon cancer,pulmonary embolism,0.0425833
colon cancer,pulmonary hypertension,0.0307
colon cancer,retinal detachment,0.0211667
colon cancer,rhabdomyolysis,0.0296
colon cancer,rheumatoid arthritis,0.0342917
colon cancer,schizophrenia,0.0265
colon cancer,sciatica,0.156
colon cancer,seasonal allergies,0.0208571
colon cancer,sebaceous cyst,0.0601667
colon cancer,sepsis,0.0472083
colon cancer,shingles,0.0461429
colon cancer,sickle cell anemia,0.101571
colon cancer,sinusitis,0.04635
colon cancer,sleep apnea,0.0359444
colon cancer,spondylosis,0.07025
colon cancer,sprained ankle,0.15975
colon cancer,sprained knee,0.1435
colon cancer,sprained wrist,0.253
colon cancer,stomach flu,0.0954474
colon cancer,stomach ulcer,0.0738636
colon cancer,strep throat,0.0766875
colon cancer,stroke,0.0805
colon cancer,tension headache,0.0801667
colon cancer,thoracic radiculopathy,0.247667
colon cancer,thyroid cancer,0.0570625
colon cancer,thyroid nodules,0.050875
colon cancer,traumatic brain injury,0.072
colon cancer,type 1 diabetes,0.039
colon cancer,type 2 diabetes,0.0205
colon cancer,ulcerative colitis,0.0752941
colon cancer,upper respiratory infection,0.0487
colon cancer,urinary tract infection,0.0338571
colon cancer,vitamin d deficiency,0.042
common cold,concussion,0.0401
common cold,congestive heart failure,0.0225
common cold,coronary artery disease,0.01
common cold,crohn's disease,0.056
common cold,deep vein thrombosis,0.0365
common cold,dementia,0.02025
common cold,diverticulitis,0.066
common cold,diverticulosis,0.0369167
common cold,drug withdrawal,0.023625
common cold,ectopic pregnancy,0.026375
common cold,encephalitis,0.0415
common cold,encephalopathy,0.0285
common cold,endometrial cancer,0.0349
common cold,endometriosis,0.0422143
common cold,epididymitis,0.0435
common cold,epilepsy,0.020375
common cold,esophageal cancer,0.0328889
common cold,fibroids,0.03975
common cold,fibromyalgia,0.024125
common cold,gallstones,0.0491667
common cold,gastritis,0.0585
common cold,gastroparesis,0.0654
common cold,glaucoma,0.02
common cold,goiter,0.0361
common cold,gout,0.03425
common cold,groin hernia,0.029375
common cold,heart attack,0.0189444
common cold,hepatitis a,0.04115
common cold,hepatitis b,0.0241
common cold,hepatitis c,0.0297143
common cold,hiatal hernia,0.0371
common cold,high blood pressure,0.0225
